--- When using SR data, please cite us and provide a link and/or a mention.


 
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Thu Dec 5 1946,Toronto Huskies,65,Chicago Stags,61,Box Score,,,,Chicago Stadium,
Thu Dec 5 1946,New York Knicks,51,Philadelphia Warriors,62,Box Score,,,,Philadelphia Arena,
Thu Dec 5 1946,Pittsburgh Ironmen,55,St. Louis Bombers,66,Box Score,,,,St. Louis Arena,
Sat Dec 7 1946,New York Knicks,90,Boston Celtics,65,Box Score,,3118,,Boston Garden,
Sat Dec 7 1946,Cleveland Rebels,78,Chicago Stags,86,Box Score,,,,Chicago Stadium,
Sat Dec 7 1946,Toronto Huskies,68,Providence Steamrollers,59,Box Score,,,,Rhode Island Auditorium,
Sat Dec 7 1946,Philadelphia Warriors,57,St. Louis Bombers,47,Box Score,,,,St. Louis Arena,
Sat Dec 7 1946,Detroit Falcons,64,Washington Capitols,75,Box Score,,,,Uline Arena,
Sun Dec 8 1946,Philadelphia Warriors,66,Cleveland Rebels,72,Box Score,,,,Cleveland Arena,
Sun Dec 8 1946,Boston Celtics,44,New York Knicks,62,Box Score,,10652,,Madison Square Garden (III),
Mon Dec 9 1946,Detroit Falcons,66,Pittsburgh Ironmen,58,Box Score,,,,Duquesne Gardens,
Tue Dec 10 1946,St. Louis Bombers,62,Cleveland Rebels,61,Box Score,OT,,,Cleveland Arena,
Tue Dec 10 1946,Philadelphia Warriors,85,Toronto Huskies,73,Box Score,,,,Maple Leaf Gardens,
Wed Dec 11 1946,Cleveland Rebels,79,Chicago Stags,88,Box Score,,,,Chicago Stadium,
Wed Dec 11 1946,Providence Steamrollers,68,New York Knicks,83,Box Score,,,,Madison Square Garden (III),
Wed Dec 11 1946,Detroit Falcons,66,Washington Capitols,81,Box Score,,,,Uline Arena,
Thu Dec 12 1946,Detroit Falcons,66,Boston Celtics,73,Box Score,,2127,,Boston Garden,
Thu Dec 12 1946,Washington Capitols,64,Philadelphia Warriors,49,Box Score,,,,Philadelphia Arena,
Thu Dec 12 1946,Chicago Stags,88,St. Louis Bombers,68,Box Score,,,,St. Louis Arena,
Fri Dec 13 1946,Pittsburgh Ironmen,62,Toronto Huskies,52,Box Score,,,,Maple Leaf Gardens,
Sat Dec 14 1946,Philadelphia Warriors,65,Boston Celtics,77,Box Score,,3446,,Boston Garden,
Sat Dec 14 1946,Detroit Falcons,66,Providence Steamrollers,81,Box Score,,,,Rhode Island Auditorium,
Sat Dec 14 1946,Cleveland Rebels,52,Washington Capitols,72,Box Score,,,,Uline Arena,
Sun Dec 15 1946,Pittsburgh Ironmen,75,Chicago Stags,84,Box Score,,,,Chicago Stadium,
Sun Dec 15 1946,Toronto Huskies,50,St. Louis Bombers,46,Box Score,,,,St. Louis Arena,
Sun Dec 15 1946,New York Knicks,52,Cleveland Rebels,70,Box Score,,,,Cleveland Arena,
Mon Dec 16 1946,St. Louis Bombers,66,Pittsburgh Ironmen,55,Box Score,,,,Duquesne Gardens,
Tue Dec 17 1946,Toronto Huskies,62,Cleveland Rebels,78,Box Score,,,,Cleveland Arena,
Tue Dec 17 1946,Detroit Falcons,49,Philadelphia Warriors,57,Box Score,,,,Philadelphia Arena,
Wed Dec 18 1946,Cleveland Rebels,56,New York Knicks,53,Box Score,,,,Madison Square Garden (III),
Wed Dec 18 1946,St. Louis Bombers,47,Washington Capitols,68,Box Score,,,,Uline Arena,
Thu Dec 19 1946,St. Louis Bombers,76,Boston Celtics,74,Box Score,,2843,,Boston Garden,
Thu Dec 19 1946,Cleveland Rebels,44,Philadelphia Warriors,58,Box Score,,,,Philadelphia Arena,
Thu Dec 19 1946,Chicago Stags,77,Providence Steamrollers,81,Box Score,,,,Rhode Island Auditorium,
Fri Dec 20 1946,New York Knicks,70,Toronto Huskies,74,Box Score,,,,Maple Leaf Gardens,
Sat Dec 21 1946,New York Knicks,61,Providence Steamrollers,63,Box Score,,,,Rhode Island Auditorium,
Sat Dec 21 1946,Philadelphia Warriors,56,Washington Capitols,68,Box Score,,,,Uline Arena,
Sun Dec 22 1946,Detroit Falcons,92,Chicago Stags,95,Box Score,,,,Chicago Stadium,
Sun Dec 22 1946,Pittsburgh Ironmen,78,Cleveland Rebels,74,Box Score,OT,,,Cleveland Arena,
Sun Dec 22 1946,Boston Celtics,53,St. Louis Bombers,65,Box Score,,2848,,St. Louis Arena,
Mon Dec 23 1946,Boston Celtics,54,Pittsburgh Ironmen,64,Box Score,,,,Duquesne Gardens,
Thu Dec 26 1946,Pittsburgh Ironmen,46,Philadelphia Warriors,53,Box Score,,,,Philadelphia Arena,
Thu Dec 26 1946,Washington Capitols,78,Providence Steamrollers,66,Box Score,,,,Rhode Island Auditorium,
Thu Dec 26 1946,Detroit Falcons,51,St. Louis Bombers,55,Box Score,,,,St. Louis Arena,
Fri Dec 27 1946,Philadelphia Warriors,63,Boston Celtics,60,Box Score,,2645,,Boston Arena,
Fri Dec 27 1946,Chicago Stags,88,Toronto Huskies,80,Box Score,,,,Maple Leaf Gardens,
Sat Dec 28 1946,Boston Celtics,68,Providence Steamrollers,80,Box Score,,1630,,Rhode Island Auditorium,
Sat Dec 28 1946,New York Knicks,49,Washington Capitols,70,Box Score,,,,Uline Arena,
Sun Dec 29 1946,Chicago Stags,87,Cleveland Rebels,79,Box Score,OT,,,Cleveland Arena,
Sun Dec 29 1946,Toronto Huskies,52,Detroit Falcons,48,Box Score,,,,Detroit Olympia,
Sun Dec 29 1946,Philadelphia Warriors,68,St. Louis Bombers,75,Box Score,,,,St. Louis Arena,
Mon Dec 30 1946,Washington Capitols,70,Boston Celtics,60,Box Score,OT,2628,,Boston Arena,
Mon Dec 30 1946,Philadelphia Warriors,62,Pittsburgh Ironmen,60,Box Score,,,,Duquesne Gardens,
Tue Dec 31 1946,St. Louis Bombers,68,Cleveland Rebels,59,Box Score,,,,Cleveland Arena,
Tue Dec 31 1946,Chicago Stags,76,Toronto Huskies,86,Box Score,,,,Maple Leaf Gardens,
Wed Jan 1 1947,Washington Capitols,57,Detroit Falcons,62,Box Score,,,,Detroit Olympia,
Wed Jan 1 1947,St. Louis Bombers,103,Chicago Stags,90,Box Score,,,,Chicago Stadium,
Wed Jan 1 1947,Cleveland Rebels,61,Pittsburgh Ironmen,48,Box Score,,,,Duquesne Gardens,
Thu Jan 2 1947,Providence Steamrollers,72,Philadelphia Warriors,84,Box Score,,,,Philadelphia Arena,
Thu Jan 2 1947,Washington Capitols,57,St. Louis Bombers,66,Box Score,,,,St. Louis Arena,
Fri Jan 3 1947,Boston Celtics,58,Toronto Huskies,53,Box Score,,1500,,Maple Leaf Gardens,
Sat Jan 4 1947,New York Knicks,62,Detroit Falcons,50,Box Score,,,,Detroit Olympia,
Sat Jan 4 1947,Philadelphia Warriors,74,Providence Steamrollers,78,Box Score,OT,,,Rhode Island Auditorium,
Sat Jan 4 1947,Cleveland Rebels,64,Washington Capitols,78,Box Score,,,,Uline Arena,
Sun Jan 5 1947,New York Knicks,59,St. Louis Bombers,57,Box Score,,,,St. Louis Arena,
Mon Jan 6 1947,Cleveland Rebels,64,Boston Celtics,53,Box Score,,3000,,Boston Arena,
Mon Jan 6 1947,Washington Capitols,63,Pittsburgh Ironmen,49,Box Score,,,,Duquesne Gardens,
Mon Jan 6 1947,Detroit Falcons,61,Toronto Huskies,76,Box Score,,,,Maple Leaf Gardens,
Wed Jan 8 1947,Chicago Stags,83,Detroit Falcons,80,Box Score,,,,Detroit Olympia,
Wed Jan 8 1947,Toronto Huskies,76,New York Knicks,63,Box Score,,,,Madison Square Garden (III),
Wed Jan 8 1947,Philadelphia Warriors,63,Pittsburgh Ironmen,67,Box Score,,,,Duquesne Gardens,
Wed Jan 8 1947,Providence Steamrollers,69,Washington Capitols,77,Box Score,,,,Uline Arena,
Thu Jan 9 1947,Chicago Stags,81,St. Louis Bombers,84,Box Score,,,,St. Louis Arena,
Thu Jan 9 1947,Cleveland Rebels,68,Providence Steamrollers,91,Box Score,,,,Rhode Island Auditorium,
Thu Jan 9 1947,Toronto Huskies,55,Philadelphia Warriors,74,Box Score,,,,Philadelphia Arena,
Fri Jan 10 1947,New York Knicks,62,Boston Celtics,66,Box Score,,3250,,Boston Arena,
Sat Jan 11 1947,Philadelphia Warriors,56,Detroit Falcons,58,Box Score,,,,Detroit Olympia,
Sat Jan 11 1947,Boston Celtics,73,Providence Steamrollers,72,Box Score,,,,Rhode Island Auditorium,
Sat Jan 11 1947,Toronto Huskies,66,Washington Capitols,81,Box Score,,,,Uline Arena,
Sun Jan 12 1947,Philadelphia Warriors,72,Chicago Stags,75,Box Score,,,,Chicago Stadium,
Sun Jan 12 1947,Pittsburgh Ironmen,59,St. Louis Bombers,72,Box Score,,,,St. Louis Arena,
Mon Jan 13 1947,New York Knicks,53,Pittsburgh Ironmen,50,Box Score,,,,Duquesne Gardens,
Tue Jan 14 1947,Providence Steamrollers,78,Cleveland Rebels,74,Box Score,,,,Cleveland Arena,
Tue Jan 14 1947,Philadelphia Warriors,104,Toronto Huskies,74,Box Score,,,,Maple Leaf Gardens,
Wed Jan 15 1947,Chicago Stags,59,Detroit Falcons,68,Box Score,,,,Detroit Olympia,
Wed Jan 15 1947,Washington Capitols,65,New York Knicks,63,Box Score,,,,Madison Square Garden (III),
Wed Jan 15 1947,Providence Steamrollers,53,Pittsburgh Ironmen,65,Box Score,,,,Duquesne Gardens,
Thu Jan 16 1947,Cleveland Rebels,63,St. Louis Bombers,59,Box Score,,,,St. Louis Arena,
Thu Jan 16 1947,Chicago Stags,84,Philadelphia Warriors,78,Box Score,,,,Philadelphia Arena,
Thu Jan 16 1947,Washington Capitols,38,Boston Celtics,47,Box Score,,3983,,Boston Garden,
Fri Jan 17 1947,Detroit Falcons,74,Toronto Huskies,64,Box Score,,,,Maple Leaf Gardens,
Sat Jan 18 1947,Boston Celtics,58,New York Knicks,45,Box Score,,3416,,Madison Square Garden (III),
Sat Jan 18 1947,Chicago Stags,72,Washington Capitols,87,Box Score,,,,Uline Arena,
Sun Jan 19 1947,New York Knicks,72,Cleveland Rebels,79,Box Score,,,,Cleveland Arena,
Sun Jan 19 1947,Providence Steamrollers,53,St. Louis Bombers,69,Box Score,,,,St. Louis Arena,
Mon Jan 20 1947,Chicago Stags,81,Boston Celtics,54,Box Score,,3033,,Boston Garden,
Mon Jan 20 1947,Detroit Falcons,57,Pittsburgh Ironmen,62,Box Score,,,,Duquesne Gardens,
Tue Jan 21 1947,Boston Celtics,43,Philadelphia Warriors,59,Box Score,,5848,,Philadelphia Arena,
Tue Jan 21 1947,St. Louis Bombers,71,Toronto Huskies,72,Box Score,,,,Maple Leaf Gardens,
Wed Jan 22 1947,Cleveland Rebels,61,Detroit Falcons,47,Box Score,,,,Detroit Olympia,
Wed Jan 22 1947,Chicago Stags,64,New York Knicks,74,Box Score,,,,Madison Square Garden (III),
Wed Jan 22 1947,Philadelphia Warriors,55,Washington Capitols,57,Box Score,,,,Uline Arena,
Thu Jan 23 1947,Pittsburgh Ironmen,43,Boston Celtics,48,Box Score,,3305,,Boston Garden,
Thu Jan 23 1947,Providence Steamrollers,76,Chicago Stags,97,Box Score,,,,Chicago Stadium,
Thu Jan 23 1947,Cleveland Rebels,78,Philadelphia Warriors,83,Box Score,OT,,,Philadelphia Arena,
Fri Jan 24 1947,Providence Steamrollers,96,Toronto Huskies,93,Box Score,,,,Maple Leaf Gardens,
Sat Jan 25 1947,Philadelphia Warriors,61,Detroit Falcons,55,Box Score,,,,Detroit Olympia,
Sat Jan 25 1947,Boston Celtics,52,New York Knicks,46,Box Score,,5141,,Madison Square Garden (III),
Sat Jan 25 1947,Pittsburgh Ironmen,71,Washington Capitols,84,Box Score,,,,Uline Arena,
Sun Jan 26 1947,Philadelphia Warriors,57,Chicago Stags,63,Box Score,,,,Chicago Stadium,
Sun Jan 26 1947,Detroit Falcons,66,St. Louis Bombers,71,Box Score,,,,St. Louis Arena,
Mon Jan 27 1947,Washington Capitols,80,Boston Celtics,57,Box Score,,3624,,Boston Garden,
Mon Jan 27 1947,Providence Steamrollers,63,Pittsburgh Ironmen,71,Box Score,,,,Duquesne Gardens,
Mon Jan 27 1947,Cleveland Rebels,88,Toronto Huskies,82,Box Score,,,,Maple Leaf Gardens,
Tue Jan 28 1947,Toronto Huskies,70,Cleveland Rebels,80,Box Score,,,,Cleveland Arena,
Wed Jan 29 1947,Providence Steamrollers,83,Detroit Falcons,73,Box Score,,,,Detroit Olympia,
Wed Jan 29 1947,Pittsburgh Ironmen,60,New York Knicks,64,Box Score,,,,Madison Square Garden (III),
Wed Jan 29 1947,Boston Celtics,57,Washington Capitols,69,Box Score,,3504,,Uline Arena,
Thu Jan 30 1947,Pittsburgh Ironmen,51,Boston Celtics,66,Box Score,,2739,,Boston Garden,
Thu Jan 30 1947,New York Knicks,58,Philadelphia Warriors,65,Box Score,,,,Philadelphia Arena,
Thu Jan 30 1947,Providence Steamrollers,81,St. Louis Bombers,70,Box Score,,,,St. Louis Arena,
Fri Jan 31 1947,Washington Capitols,74,Toronto Huskies,83,Box Score,,,,Maple Leaf Gardens,
Sat Feb 1 1947,Pittsburgh Ironmen,73,Providence Steamrollers,89,Box Score,,,,Rhode Island Auditorium,
Sat Feb 1 1947,Philadelphia Warriors,71,New York Knicks,63,Box Score,,,,Madison Square Garden (III),
Sat Feb 1 1947,Cleveland Rebels,48,St. Louis Bombers,70,Box Score,,,,St. Louis Arena,
Sun Feb 2 1947,Toronto Huskies,75,Chicago Stags,90,Box Score,,,,Chicago Stadium,
Sun Feb 2 1947,Washington Capitols,107,Cleveland Rebels,81,Box Score,,,,Cleveland Arena,
Sun Feb 2 1947,New York Knicks,63,Detroit Falcons,65,Box Score,,,,Detroit Olympia,
Mon Feb 3 1947,Philadelphia Warriors,61,Boston Celtics,55,Box Score,,2555,,Boston Garden,
Mon Feb 3 1947,St. Louis Bombers,63,Pittsburgh Ironmen,68,Box Score,,,,Duquesne Gardens,
Tue Feb 4 1947,Providence Steamrollers,68,Philadelphia Warriors,75,Box Score,,,,Philadelphia Arena,
Wed Feb 5 1947,Washington Capitols,67,Detroit Falcons,46,Box Score,,,,Detroit Olympia,
Wed Feb 5 1947,St. Louis Bombers,71,New York Knicks,46,Box Score,,,,Madison Square Garden (III),
Wed Feb 5 1947,Toronto Huskies,58,Pittsburgh Ironmen,55,Box Score,,,,Duquesne Gardens,
Thu Feb 6 1947,New York Knicks,48,Boston Celtics,49,Box Score,,2519,,Boston Garden,
Thu Feb 6 1947,Pittsburgh Ironmen,85,Chicago Stags,109,Box Score,,,,Chicago Stadium,
Thu Feb 6 1947,Toronto Huskies,61,Philadelphia Warriors,79,Box Score,,,,Philadelphia Arena,
Thu Feb 6 1947,St. Louis Bombers,73,Providence Steamrollers,65,Box Score,,,,Rhode Island Auditorium,
Sat Feb 8 1947,Toronto Huskies,46,New York Knicks,69,Box Score,,,,Madison Square Garden (III),
Sat Feb 8 1947,Washington Capitols,68,St. Louis Bombers,65,Box Score,,,,St. Louis Arena,
Sat Feb 8 1947,Philadelphia Warriors,58,Providence Steamrollers,67,Box Score,,,,Rhode Island Auditorium,
Sat Feb 8 1947,Pittsburgh Ironmen,58,Detroit Falcons,64,Box Score,,,,Detroit Olympia,
Sun Feb 9 1947,Washington Capitols,67,Chicago Stags,85,Box Score,,,,Chicago Stadium,
Sun Feb 9 1947,Detroit Falcons,74,Cleveland Rebels,69,Box Score,,,,Cleveland Arena,
Mon Feb 10 1947,Washington Capitols,69,Pittsburgh Ironmen,75,Box Score,,,,Duquesne Gardens,
Tue Feb 11 1947,Providence Steamrollers,76,Cleveland Rebels,85,Box Score,,,,Cleveland Arena,
Tue Feb 11 1947,St. Louis Bombers,59,Philadelphia Warriors,75,Box Score,,,,Philadelphia Arena,
Wed Feb 12 1947,Providence Steamrollers,64,Detroit Falcons,84,Box Score,,,,Detroit Olympia,
Wed Feb 12 1947,Washington Capitols,72,New York Knicks,76,Box Score,,,,Madison Square Garden (III),
Wed Feb 12 1947,Chicago Stags,101,Pittsburgh Ironmen,82,Box Score,,,,Duquesne Gardens,
Thu Feb 13 1947,St. Louis Bombers,54,Boston Celtics,64,Box Score,,6237,,Boston Garden,
Thu Feb 13 1947,Providence Steamrollers,79,Chicago Stags,81,Box Score,,,,Chicago Stadium,
Thu Feb 13 1947,Cleveland Rebels,48,Philadelphia Warriors,61,Box Score,,,,Philadelphia Arena,
Fri Feb 14 1947,Pittsburgh Ironmen,73,Toronto Huskies,84,Box Score,,,,Maple Leaf Gardens,
Sat Feb 15 1947,Philadelphia Warriors,60,Washington Capitols,70,Box Score,,,,Uline Arena,
Sat Feb 15 1947,Cleveland Rebels,90,New York Knicks,84,Box Score,,,,Madison Square Garden (III),
Sat Feb 15 1947,Pittsburgh Ironmen,72,Providence Steamrollers,82,Box Score,,,,Rhode Island Auditorium,
Sun Feb 16 1947,Philadelphia Warriors,71,Cleveland Rebels,75,Box Score,,,,Cleveland Arena,
Sun Feb 16 1947,New York Knicks,66,Detroit Falcons,58,Box Score,,,,Detroit Olympia,
Sun Feb 16 1947,Toronto Huskies,64,St. Louis Bombers,80,Box Score,,,,St. Louis Arena,
Sun Feb 16 1947,Boston Celtics,77,Chicago Stags,84,Box Score,,7334,,Chicago Stadium,
Mon Feb 17 1947,Detroit Falcons,59,Pittsburgh Ironmen,63,Box Score,,,,Duquesne Gardens,
Tue Feb 18 1947,Boston Celtics,73,Cleveland Rebels,84,Box Score,,1337,,Cleveland Arena,
Tue Feb 18 1947,St. Louis Bombers,57,Toronto Huskies,65,Box Score,,,,Maple Leaf Gardens,
Wed Feb 19 1947,Providence Steamrollers,69,New York Knicks,62,Box Score,,,,Madison Square Garden (III),
Wed Feb 19 1947,Toronto Huskies,59,Washington Capitols,69,Box Score,,,,Uline Arena,
Wed Feb 19 1947,Boston Celtics,57,Detroit Falcons,51,Box Score,,5920,,Detroit Olympia,
Thu Feb 20 1947,Detroit Falcons,76,Chicago Stags,74,Box Score,,,,Chicago Stadium,
Thu Feb 20 1947,Pittsburgh Ironmen,66,Philadelphia Warriors,78,Box Score,,,,Philadelphia Arena,
Thu Feb 20 1947,Washington Capitols,82,Providence Steamrollers,74,Box Score,,,,Rhode Island Auditorium,
Fri Feb 21 1947,Pittsburgh Ironmen,49,New York Knicks,77,Box Score,,,,Madison Square Garden (III),
Fri Feb 21 1947,Chicago Stags,60,St. Louis Bombers,65,Box Score,,,,St. Louis Arena,
Fri Feb 21 1947,Boston Celtics,61,Toronto Huskies,67,Box Score,,,,Maple Leaf Gardens,
Sat Feb 22 1947,Cleveland Rebels,77,Providence Steamrollers,85,Box Score,,,,Rhode Island Auditorium,
Sat Feb 22 1947,Pittsburgh Ironmen,61,Washington Capitols,93,Box Score,,,,Uline Arena,
Sun Feb 23 1947,Providence Steamrollers,67,Boston Celtics,55,Box Score,,4035,,Boston Arena,
Sun Feb 23 1947,New York Knicks,68,Chicago Stags,82,Box Score,,,,Chicago Stadium,
Sun Feb 23 1947,Washington Capitols,91,Cleveland Rebels,83,Box Score,,,,Cleveland Arena,
Sun Feb 23 1947,Toronto Huskies,52,Detroit Falcons,61,Box Score,,,,Detroit Olympia,
Sun Feb 23 1947,Philadelphia Warriors,66,St. Louis Bombers,71,Box Score,,,,St. Louis Arena,
Mon Feb 24 1947,Philadelphia Warriors,69,Pittsburgh Ironmen,67,Box Score,,,,Duquesne Gardens,
Mon Feb 24 1947,Boston Celtics,59,Washington Capitols,83,Box Score,,1500,,Uline Arena,
Tue Feb 25 1947,St. Louis Bombers,96,Cleveland Rebels,76,Box Score,,,,Cleveland Arena,
Tue Feb 25 1947,Providence Steamrollers,60,Toronto Huskies,83,Box Score,,,,Maple Leaf Gardens,
