--- When using SR data, please cite us and provide a link and/or a mention.


 
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Wed Nov 23 1955,Rochester Royals,88,St. Louis Hawks,90,Box Score,OT,,,Kiel Auditorium,
Thu Nov 24 1955,Rochester Royals,93,Fort Wayne Pistons,104,Box Score,,,,War Memorial Coliseum,
Thu Nov 24 1955,St. Louis Hawks,99,Minneapolis Lakers,107,Box Score,,,,Minneapolis Auditorium,
Thu Nov 24 1955,New York Knicks,97,Philadelphia Warriors,118,Box Score,,,,Convention Hall,
Thu Nov 24 1955,Boston Celtics,103,Syracuse Nationals,111,Box Score,,4312,,Onondaga War Memorial,
Sat Nov 26 1955,Syracuse Nationals,99,New York Knicks,100,Box Score,,,,Madison Square Garden (III),
Sat Nov 26 1955,Minneapolis Lakers,95,St. Louis Hawks,104,Box Score,,,,Kiel Auditorium,
Sat Nov 26 1955,Boston Celtics,104,Rochester Royals,103,Box Score,,3620,,Rochester Community War Memorial,
Sat Nov 26 1955,Fort Wayne Pistons,82,Philadelphia Warriors,87,Box Score,,,,Convention Hall,
Sun Nov 27 1955,St. Louis Hawks,106,Fort Wayne Pistons,114,Box Score,OT,,,War Memorial Coliseum,
Sun Nov 27 1955,Philadelphia Warriors,94,Minneapolis Lakers,99,Box Score,,,,Minneapolis Auditorium,
Sun Nov 27 1955,New York Knicks,74,Syracuse Nationals,85,Box Score,,,,Onondaga War Memorial,
Tue Nov 29 1955,Syracuse Nationals,97,Boston Celtics,105,Box Score,,10135,,Madison Square Garden (III),at New York NY
Tue Nov 29 1955,Fort Wayne Pistons,104,New York Knicks,99,Box Score,,,,Madison Square Garden (III),
Tue Nov 29 1955,Philadelphia Warriors,95,St. Louis Hawks,108,Box Score,,,,Kiel Auditorium,
Wed Nov 30 1955,St. Louis Hawks,99,Minneapolis Lakers,97,Box Score,,,,Rochester Community War Memorial,at Rochester NY
Wed Nov 30 1955,Fort Wayne Pistons,76,Rochester Royals,87,Box Score,,,,Rochester Community War Memorial,
Thu Dec 1 1955,St. Louis Hawks,98,Philadelphia Warriors,115,Box Score,,,,Convention Hall,
Thu Dec 1 1955,New York Knicks,90,Minneapolis Lakers,97,Box Score,,,,Convention Hall,at Philadelphia PA
Fri Dec 2 1955,St. Louis Hawks,81,Boston Celtics,94,Box Score,,8047,,Boston Garden,
Sat Dec 3 1955,Philadelphia Warriors,109,New York Knicks,102,Box Score,,,,Madison Square Garden (III),
Sat Dec 3 1955,St. Louis Hawks,89,Rochester Royals,78,Box Score,,,,Rochester Community War Memorial,
Sat Dec 3 1955,Minneapolis Lakers,103,Syracuse Nationals,114,Box Score,,,,Onondaga War Memorial,
Sun Dec 4 1955,Boston Celtics,90,Fort Wayne Pistons,111,Box Score,,4909,,War Memorial Coliseum,
Sun Dec 4 1955,Syracuse Nationals,102,Minneapolis Lakers,96,Box Score,,,,Minneapolis Auditorium,
Sun Dec 4 1955,Philadelphia Warriors,84,Rochester Royals,107,Box Score,,,,Rochester Community War Memorial,
Tue Dec 6 1955,Syracuse Nationals,88,Fort Wayne Pistons,90,Box Score,,,,Kiel Auditorium,at St. Louis MO
Tue Dec 6 1955,Philadelphia Warriors,116,Minneapolis Lakers,103,Box Score,,,,Madison Square Garden (III),at New York NY
Tue Dec 6 1955,Rochester Royals,105,New York Knicks,116,Box Score,,,,Madison Square Garden (III),
Tue Dec 6 1955,Boston Celtics,122,St. Louis Hawks,99,Box Score,,7364,,Kiel Auditorium,
Wed Dec 7 1955,Minneapolis Lakers,79,Rochester Royals,92,Box Score,,,,Rochester Community War Memorial,
Thu Dec 8 1955,Syracuse Nationals,94,Fort Wayne Pistons,105,Box Score,,,,War Memorial Coliseum,
Fri Dec 9 1955,Rochester Royals,109,Boston Celtics,108,Box Score,,5238,,Convention Hall,at Philadelphia PA
Fri Dec 9 1955,Syracuse Nationals,92,Philadelphia Warriors,101,Box Score,,,,Convention Hall,
Sat Dec 10 1955,Minneapolis Lakers,102,Boston Celtics,118,Box Score,,7488,,Boston Garden,
Sat Dec 10 1955,Fort Wayne Pistons,116,Rochester Royals,117,Box Score,OT,,,Rochester Community War Memorial,
Sat Dec 10 1955,New York Knicks,99,St. Louis Hawks,80,Box Score,,,,Kiel Auditorium,
Sun Dec 11 1955,Philadelphia Warriors,91,Fort Wayne Pistons,96,Box Score,,,,War Memorial Coliseum,
Sun Dec 11 1955,St. Louis Hawks,91,Rochester Royals,93,Box Score,,,,Rochester Community War Memorial,
Sun Dec 11 1955,Boston Celtics,89,Syracuse Nationals,101,Box Score,,3722,,Onondaga War Memorial,
Tue Dec 13 1955,Philadelphia Warriors,109,Boston Celtics,108,Box Score,,9548,,Madison Square Garden (III),at New York NY
Tue Dec 13 1955,Minneapolis Lakers,91,New York Knicks,98,Box Score,,,,Madison Square Garden (III),
Wed Dec 14 1955,New York Knicks,100,Boston Celtics,102,Box Score,,6095,,Boston Garden,
Wed Dec 14 1955,Minneapolis Lakers,98,Fort Wayne Pistons,85,Box Score,,,,Boston Garden,at Boston MA
Wed Dec 14 1955,St. Louis Hawks,109,Rochester Royals,117,Box Score,,,,Cambria County War Memorial Arena,at Johnstown PA
Thu Dec 15 1955,Minneapolis Lakers,135,Syracuse Nationals,133,Box Score,3OT,,,Onondaga War Memorial,
Thu Dec 15 1955,Fort Wayne Pistons,73,Philadelphia Warriors,80,Box Score,,,,Convention Hall,
Fri Dec 16 1955,St. Louis Hawks,100,Rochester Royals,97,Box Score,OT,,,Milwaukee Arena,at Milwaukee WI
Sat Dec 17 1955,Syracuse Nationals,110,Boston Celtics,104,Box Score,,5411,,Boston Garden,
Sat Dec 17 1955,New York Knicks,100,Fort Wayne Pistons,95,Box Score,,,,War Memorial Coliseum,
Sat Dec 17 1955,Rochester Royals,92,Minneapolis Lakers,94,Box Score,,,,Minneapolis Auditorium,
Sun Dec 18 1955,Philadelphia Warriors,79,Syracuse Nationals,99,Box Score,,,,Onondaga War Memorial,
Sun Dec 18 1955,Rochester Royals,85,St. Louis Hawks,86,Box Score,,,,Kiel Auditorium,
Sun Dec 18 1955,Boston Celtics,95,New York Knicks,92,Box Score,,12613,,Madison Square Garden (III),
Sun Dec 18 1955,Minneapolis Lakers,86,Fort Wayne Pistons,96,Box Score,,,,War Memorial Coliseum,
Tue Dec 20 1955,Minneapolis Lakers,104,Boston Celtics,111,Box Score,,9280,,Madison Square Garden (III),at New York NY
Tue Dec 20 1955,Syracuse Nationals,98,New York Knicks,91,Box Score,,,,Madison Square Garden (III),
Wed Dec 21 1955,Philadelphia Warriors,96,Rochester Royals,92,Box Score,,,,Rochester Community War Memorial,
Sun Dec 25 1955,New York Knicks,87,Fort Wayne Pistons,92,Box Score,,,,War Memorial Coliseum,
Sun Dec 25 1955,Boston Celtics,115,Minneapolis Lakers,112,Box Score,,2962,,Minneapolis Auditorium,
Sun Dec 25 1955,Rochester Royals,96,Syracuse Nationals,111,Box Score,,,,Onondaga War Memorial,
Mon Dec 26 1955,St. Louis Hawks,67,Fort Wayne Pistons,83,Box Score,,,,Rochester Community War Memorial,at Rochester NY
Mon Dec 26 1955,Syracuse Nationals,91,Rochester Royals,93,Box Score,,,,Rochester Community War Memorial,
Mon Dec 26 1955,New York Knicks,108,Philadelphia Warriors,97,Box Score,,,,Convention Hall,
Tue Dec 27 1955,Philadelphia Warriors,79,New York Knicks,80,Box Score,,,,Madison Square Garden (III),
Tue Dec 27 1955,Syracuse Nationals,80,Rochester Royals,91,Box Score,,,,Madison Square Garden (III),at New York NY
Tue Dec 27 1955,Boston Celtics,105,St. Louis Hawks,102,Box Score,,6237,,Kiel Auditorium,
Wed Dec 28 1955,St. Louis Hawks,111,Minneapolis Lakers,90,Box Score,,,,Minneapolis Auditorium,
Wed Dec 28 1955,New York Knicks,113,Rochester Royals,91,Box Score,,,,Madison Square Garden (III),
Thu Dec 29 1955,Rochester Royals,75,Fort Wayne Pistons,83,Box Score,,,,War Memorial Coliseum,
Thu Dec 29 1955,St. Louis Hawks,71,Minneapolis Lakers,74,Box Score,,,,War Memorial Coliseum,at Fort Wayne IN
Thu Dec 29 1955,Syracuse Nationals,83,Philadelphia Warriors,112,Box Score,,,,Convention Hall,
Fri Dec 30 1955,Syracuse Nationals,103,Boston Celtics,110,Box Score,,4200,,Bangor Municipal Auditorium,at Bangor ME
Fri Dec 30 1955,St. Louis Hawks,89,Fort Wayne Pistons,90,Box Score,,,,Lansing Civic Center,at Lansing MI
Sat Dec 31 1955,Boston Celtics,112,Rochester Royals,100,Box Score,,2069,,Rochester Community War Memorial,
Sat Dec 31 1955,New York Knicks,92,Syracuse Nationals,101,Box Score,,,,Onondaga War Memorial,
Sun Jan 1 1956,St. Louis Hawks,68,Fort Wayne Pistons,85,Box Score,,,,War Memorial Coliseum,
Sun Jan 1 1956,Philadelphia Warriors,113,Boston Celtics,121,Box Score,,5798,,Boston Arena,
Sun Jan 1 1956,Rochester Royals,101,New York Knicks,92,Box Score,,,,Madison Square Garden (III),
Sun Jan 1 1956,Syracuse Nationals,85,Minneapolis Lakers,80,Box Score,,,,Minneapolis Auditorium,
Mon Jan 2 1956,Minneapolis Lakers,95,Fort Wayne Pistons,89,Box Score,,,,Kiel Auditorium,at St. Louis MO
Mon Jan 2 1956,Syracuse Nationals,84,St. Louis Hawks,82,Box Score,,,,Kiel Auditorium,
Mon Jan 2 1956,Rochester Royals,100,Philadelphia Warriors,130,Box Score,,,,New Haven Arena,at New Haven CT
Tue Jan 3 1956,New York Knicks,107,Boston Celtics,97,Box Score,,5751,,Convention Hall,at Philadelphia PA
Tue Jan 3 1956,Fort Wayne Pistons,82,Philadelphia Warriors,102,Box Score,,,,Convention Hall,
Wed Jan 4 1956,New York Knicks,103,Boston Celtics,86,Box Score,,7415,,Onondaga War Memorial,at Syracuse NY
Wed Jan 4 1956,St. Louis Hawks,76,Minneapolis Lakers,94,Box Score,,,,St. Paul Auditorium,at Saint Paul MN
Wed Jan 4 1956,Fort Wayne Pistons,88,Rochester Royals,86,Box Score,,,,Rochester Community War Memorial,
Wed Jan 4 1956,Philadelphia Warriors,88,Syracuse Nationals,87,Box Score,,,,Onondaga War Memorial,
Thu Jan 5 1956,Philadelphia Warriors,81,Fort Wayne Pistons,92,Box Score,,,,Madison Square Garden (III),at New York NY
Thu Jan 5 1956,Boston Celtics,92,New York Knicks,87,Box Score,,9281,,Madison Square Garden (III),
Sat Jan 7 1956,New York Knicks,97,Philadelphia Warriors,104,Box Score,,,,Convention Hall,
Sat Jan 7 1956,Minneapolis Lakers,98,Rochester Royals,103,Box Score,,,,Rochester Community War Memorial,
Sat Jan 7 1956,Fort Wayne Pistons,108,St. Louis Hawks,97,Box Score,,,,Kiel Auditorium,
Sat Jan 7 1956,Boston Celtics,105,Syracuse Nationals,99,Box Score,OT,3806,,Onondaga War Memorial,
Sun Jan 8 1956,Philadelphia Warriors,95,New York Knicks,83,Box Score,,,,Madison Square Garden (III),
Sun Jan 8 1956,St. Louis Hawks,96,Fort Wayne Pistons,91,Box Score,,,,War Memorial Coliseum,
Sun Jan 8 1956,Rochester Royals,111,Boston Celtics,109,Box Score,,5027,,Boston Arena,
Sun Jan 8 1956,Syracuse Nationals,91,Minneapolis Lakers,99,Box Score,,,,Minneapolis Auditorium,
Tue Jan 10 1956,Boston Celtics,89,Fort Wayne Pistons,105,Box Score,,4500,,War Memorial Coliseum,
Tue Jan 10 1956,Syracuse Nationals,79,Minneapolis Lakers,90,Box Score,,,,War Memorial Coliseum,at Fort Wayne IN
Tue Jan 10 1956,St. Louis Hawks,107,Philadelphia Warriors,109,Box Score,OT,,,Lincoln High School,
Wed Jan 11 1956,Minneapolis Lakers,114,Boston Celtics,110,Box Score,,2470,,St. Paul Auditorium,at Saint Paul MN
Wed Jan 11 1956,Philadelphia Warriors,97,Rochester Royals,94,Box Score,,,,Rochester Community War Memorial,
Thu Jan 12 1956,St. Louis Hawks,78,Syracuse Nationals,93,Box Score,,,,Onondaga War Memorial,
Thu Jan 12 1956,Rochester Royals,94,Philadelphia Warriors,123,Box Score,,,,Convention Hall,
Fri Jan 13 1956,Syracuse Nationals,104,Boston Celtics,119,Box Score,,9104,,Boston Garden,
Fri Jan 13 1956,St. Louis Hawks,90,Rochester Royals,98,Box Score,,,,Boston Garden,at Boston MA
Sat Jan 14 1956,Fort Wayne Pistons,94,Minneapolis Lakers,117,Box Score,,,,Minneapolis Auditorium,
Sat Jan 14 1956,St. Louis Hawks,104,New York Knicks,101,Box Score,2OT,,,Madison Square Garden (III),
Sat Jan 14 1956,Boston Celtics,104,Philadelphia Warriors,103,Box Score,,4823,,Convention Hall,
Sat Jan 14 1956,Syracuse Nationals,93,Rochester Royals,102,Box Score,,,,Rochester Community War Memorial,
Sun Jan 15 1956,Rochester Royals,88,Syracuse Nationals,99,Box Score,,,,Onondaga War Memorial,
Sun Jan 15 1956,Philadelphia Warriors,108,St. Louis Hawks,96,Box Score,,,,Kiel Auditorium,
Sun Jan 15 1956,New York Knicks,109,Boston Celtics,104,Box Score,OT,7663,,Boston Garden,
Sun Jan 15 1956,Minneapolis Lakers,99,Fort Wayne Pistons,104,Box Score,,,,War Memorial Coliseum,
Tue Jan 17 1956,Fort Wayne Pistons,85,Boston Celtics,91,Box Score,,6112,,Charlotte Coliseum,at Charlotte NC
Tue Jan 17 1956,St. Louis Hawks,86,Minneapolis Lakers,97,Box Score,,,,Municipal Auditorium,at Kansas City MO
Tue Jan 17 1956,Rochester Royals,107,New York Knicks,112,Box Score,,,,Madison Square Garden (III),
Wed Jan 18 1956,Fort Wayne Pistons,90,Boston Celtics,95,Box Score,,2551,,Miami Beach Auditorium,at Miami FL
Wed Jan 18 1956,Philadelphia Warriors,94,Minneapolis Lakers,105,Box Score,,,,St. Paul Auditorium,at Saint Paul MN
Wed Jan 18 1956,New York Knicks,103,Rochester Royals,108,Box Score,,,,Rochester Community War Memorial,
Thu Jan 19 1956,Minneapolis Lakers,100,Syracuse Nationals,122,Box Score,,,,Onondaga War Memorial,
Thu Jan 19 1956,St. Louis Hawks,83,Fort Wayne Pistons,90,Box Score,,,,Loyola Field House,at New Orleans LA
Fri Jan 20 1956,St. Louis Hawks,112,Boston Celtics,133,Box Score,,12235,,Boston Garden,
Fri Jan 20 1956,New York Knicks,122,Minneapolis Lakers,109,Box Score,,,,Boston Garden,at Boston MA
Sat Jan 21 1956,Syracuse Nationals,96,Boston Celtics,100,Box Score,,10421,,Convention Hall,at Philadelphia PA
Sat Jan 21 1956,Minneapolis Lakers,109,New York Knicks,89,Box Score,,,,69th Regiment Armory,
Sat Jan 21 1956,Fort Wayne Pistons,92,Philadelphia Warriors,91,Box Score,,,,Convention Hall,
Sat Jan 21 1956,St. Louis Hawks,90,Rochester Royals,97,Box Score,,,,Convention Hall,at Saratoga Springs NY
Sun Jan 22 1956,St. Louis Hawks,109,Syracuse Nationals,105,Box Score,,,,Onondaga War Memorial,
Sun Jan 22 1956,New York Knicks,100,Minneapolis Lakers,95,Box Score,,,,Minneapolis Auditorium,
Sun Jan 22 1956,Philadelphia Warriors,129,Boston Celtics,115,Box Score,,7507,,Boston Garden,
Sun Jan 22 1956,Rochester Royals,93,Fort Wayne Pistons,111,Box Score,,,,War Memorial Coliseum,
Mon Jan 23 1956,Philadelphia Warriors,120,Boston Celtics,104,Box Score,,5500,,New Haven Arena,at New Haven CT
Wed Jan 25 1956,Fort Wayne Pistons,101,Boston Celtics,100,Box Score,,5798,,Philadelphia Arena,at Philadelphia PA
Wed Jan 25 1956,New York Knicks,95,Minneapolis Lakers,104,Box Score,,,,Minneapolis Auditorium,
Wed Jan 25 1956,Syracuse Nationals,100,Philadelphia Warriors,112,Box Score,,,,Philadelphia Arena,
Wed Jan 25 1956,Rochester Royals,106,St. Louis Hawks,114,Box Score,,,,Kiel Auditorium,
Thu Jan 26 1956,Philadelphia Warriors,89,Syracuse Nationals,100,Box Score,,,,Onondaga War Memorial,
Fri Jan 27 1956,Fort Wayne Pistons,106,Boston Celtics,97,Box Score,,9064,,Boston Garden,
Fri Jan 27 1956,Rochester Royals,111,New York Knicks,93,Box Score,,,,Boston Garden,at Boston MA
Sat Jan 28 1956,Philadelphia Warriors,108,Minneapolis Lakers,85,Box Score,,,,Minneapolis Auditorium,
Sat Jan 28 1956,Syracuse Nationals,85,St. Louis Hawks,93,Box Score,,,,Kiel Auditorium,
Sat Jan 28 1956,Boston Celtics,126,Rochester Royals,119,Box Score,,4004,,Rochester Community War Memorial,
Sat Jan 28 1956,Fort Wayne Pistons,92,New York Knicks,91,Box Score,OT,,,69th Regiment Armory,
Sun Jan 29 1956,Rochester Royals,103,Boston Celtics,112,Box Score,,3668,,Boston Garden,
Sun Jan 29 1956,Philadelphia Warriors,85,Fort Wayne Pistons,99,Box Score,,,,War Memorial Coliseum,
Sun Jan 29 1956,St. Louis Hawks,114,Minneapolis Lakers,107,Box Score,,,,Minneapolis Auditorium,
Sun Jan 29 1956,New York Knicks,99,Syracuse Nationals,95,Box Score,OT,,,Onondaga War Memorial,
Tue Jan 31 1956,Rochester Royals,86,Minneapolis Lakers,92,Box Score,,,,Kiel Auditorium,at St. Louis MO
Tue Jan 31 1956,Philadelphia Warriors,95,New York Knicks,105,Box Score,,,,Madison Square Garden (III),
Tue Jan 31 1956,Boston Celtics,91,St. Louis Hawks,114,Box Score,,6628,,Kiel Auditorium,
Wed Feb 1 1956,New York Knicks,105,Philadelphia Warriors,104,Box Score,2OT,,,Philadelphia Arena,
Wed Feb 1 1956,Boston Celtics,106,Minneapolis Lakers,107,Box Score,,3006,,Minneapolis Auditorium,
Wed Feb 1 1956,Syracuse Nationals,77,Rochester Royals,83,Box Score,,,,Rochester Community War Memorial,
Thu Feb 2 1956,Minneapolis Lakers,101,Boston Celtics,102,Box Score,,6738,,Kiel Auditorium,at St. Louis MO
Thu Feb 2 1956,Rochester Royals,89,Syracuse Nationals,97,Box Score,,,,Onondaga War Memorial,
Thu Feb 2 1956,Fort Wayne Pistons,90,St. Louis Hawks,98,Box Score,,,,Kiel Auditorium,at St. Louis MO
Thu Feb 2 1956,Philadelphia Warriors,88,New York Knicks,87,Box Score,,,,Onondaga War Memorial,at Syracuse NY
Fri Feb 3 1956,Rochester Royals,105,Philadelphia Warriors,96,Box Score,,,,Lincoln High School,
Sat Feb 4 1956,St. Louis Hawks,98,Fort Wayne Pistons,94,Box Score,,,,Elkhart Auditorium,at Elkhart IN
Sat Feb 4 1956,Syracuse Nationals,103,New York Knicks,94,Box Score,,,,69th Regiment Armory,
Sat Feb 4 1956,Boston Celtics,69,Rochester Royals,83,Box Score,,6089,,Rochester Community War Memorial,
Sun Feb 5 1956,New York Knicks,104,Boston Celtics,114,Box Score,,10084,,Boston Garden,
Sun Feb 5 1956,Rochester Royals,121,Minneapolis Lakers,109,Box Score,,,,Minneapolis Auditorium,
Sun Feb 5 1956,Philadelphia Warriors,93,St. Louis Hawks,105,Box Score,,,,Kiel Auditorium,
Sun Feb 5 1956,Fort Wayne Pistons,85,Syracuse Nationals,90,Box Score,,,,Onondaga War Memorial,
Mon Feb 6 1956,Syracuse Nationals,98,Fort Wayne Pistons,99,Box Score,,,,War Memorial Coliseum,
Tue Feb 7 1956,Boston Celtics,102,New York Knicks,113,Box Score,,14280,,Madison Square Garden (III),
Tue Feb 7 1956,Syracuse Nationals,95,Philadelphia Warriors,128,Box Score,,,,Madison Square Garden (III),at New York NY
Wed Feb 8 1956,New York Knicks,102,Rochester Royals,97,Box Score,,,,Rochester Community War Memorial,
Wed Feb 8 1956,Fort Wayne Pistons,82,Minneapolis Lakers,106,Box Score,,,,Minneapolis Auditorium,
Wed Feb 8 1956,St. Louis Hawks,111,Boston Celtics,110,Box Score,,3950,,Rochester Community War Memorial,at Rochester NY
Thu Feb 9 1956,St. Louis Hawks,97,Philadelphia Warriors,108,Box Score,,,,Philadelphia Arena,
Thu Feb 9 1956,Boston Celtics,98,Syracuse Nationals,97,Box Score,,2646,,Onondaga War Memorial,
Fri Feb 10 1956,St. Louis Hawks,100,Boston Celtics,124,Box Score,,8820,,Boston Garden,
Fri Feb 10 1956,Syracuse Nationals,94,New York Knicks,88,Box Score,,,,Boston Garden,at Boston MA
Sat Feb 11 1956,Philadelphia Warriors,117,Minneapolis Lakers,102,Box Score,,,,Minneapolis Auditorium,
Sat Feb 11 1956,St. Louis Hawks,91,New York Knicks,107,Box Score,,,,69th Regiment Armory,
Sat Feb 11 1956,Fort Wayne Pistons,93,Rochester Royals,97,Box Score,,,,Edgerton Park Arena,
Sun Feb 12 1956,New York Knicks,108,Boston Celtics,116,Box Score,,7086,,Boston Garden,
Sun Feb 12 1956,Minneapolis Lakers,78,Fort Wayne Pistons,82,Box Score,,,,War Memorial Coliseum,
Sun Feb 12 1956,Philadelphia Warriors,87,St. Louis Hawks,79,Box Score,,,,Kiel Auditorium,
Sun Feb 12 1956,Rochester Royals,74,Syracuse Nationals,101,Box Score,,,,Onondaga War Memorial,
Mon Feb 13 1956,Philadelphia Warriors,105,Fort Wayne Pistons,94,Box Score,,,,Miami Beach Auditorium,at Miami Beach FL
Tue Feb 14 1956,Rochester Royals,79,Minneapolis Lakers,110,Box Score,,,,Kiel Auditorium,at St. Louis MO
Tue Feb 14 1956,New York Knicks,103,St. Louis Hawks,99,Box Score,,,,Kiel Auditorium,
Wed Feb 15 1956,Philadelphia Warriors,101,Fort Wayne Pistons,78,Box Score,,,,Miami Beach Auditorium,at Miami Beach FL
Wed Feb 15 1956,New York Knicks,102,Minneapolis Lakers,113,Box Score,,,,St. Paul Auditorium,at Saint Paul MN
Thu Feb 16 1956,Rochester Royals,81,Fort Wayne Pistons,93,Box Score,,,,War Memorial Coliseum,
Fri Feb 17 1956,Syracuse Nationals,91,New York Knicks,86,Box Score,,,,Convention Hall,at Philadelphia PA
Fri Feb 17 1956,Minneapolis Lakers,111,Philadelphia Warriors,134,Box Score,,,,Convention Hall,
Sat Feb 18 1956,Philadelphia Warriors,115,Boston Celtics,101,Box Score,,4500,,New Haven Arena,at New Haven CT
Sat Feb 18 1956,Minneapolis Lakers,119,Rochester Royals,99,Box Score,,,,Edgerton Park Arena,
Sat Feb 18 1956,Fort Wayne Pistons,84,Syracuse Nationals,85,Box Score,,,,Onondaga War Memorial,
Sun Feb 19 1956,Philadelphia Warriors,118,Boston Celtics,120,Box Score,,4339,,Boston Arena,
Sun Feb 19 1956,Rochester Royals,93,Minneapolis Lakers,100,Box Score,,,,Minneapolis Auditorium,
Sun Feb 19 1956,Fort Wayne Pistons,89,St. Louis Hawks,83,Box Score,,,,Kiel Auditorium,
Sun Feb 19 1956,New York Knicks,98,Syracuse Nationals,118,Box Score,,,,Onondaga War Memorial,
Mon Feb 20 1956,St. Louis Hawks,84,Fort Wayne Pistons,82,Box Score,,,,Municipal Auditorium,at Kansas City MO
Tue Feb 21 1956,Rochester Royals,106,Fort Wayne Pistons,102,Box Score,,,,Madison Square Garden (III),at New York NY
Tue Feb 21 1956,Syracuse Nationals,108,New York Knicks,107,Box Score,2OT,,,Madison Square Garden (III),
Tue Feb 21 1956,Boston Celtics,97,St. Louis Hawks,101,Box Score,,5628,,Kiel Auditorium,
Wed Feb 22 1956,St. Louis Hawks,109,Rochester Royals,110,Box Score,,,,Philadelphia Arena,at Philadelphia PA
Wed Feb 22 1956,Boston Celtics,93,Minneapolis Lakers,90,Box Score,,4017,,Minneapolis Auditorium,
Wed Feb 22 1956,New York Knicks,117,Philadelphia Warriors,108,Box Score,,,,Philadelphia Arena,
Thu Feb 23 1956,Fort Wayne Pistons,92,Syracuse Nationals,94,Box Score,,,,Onondaga War Memorial,
Fri Feb 24 1956,Boston Celtics,129,Philadelphia Warriors,135,Box Score,,9878,,Convention Hall,
Fri Feb 24 1956,Syracuse Nationals,103,St. Louis Hawks,116,Box Score,,,,Convention Hall,at Philadelphia PA
Sat Feb 25 1956,St. Louis Hawks,99,New York Knicks,89,Box Score,,,,69th Regiment Armory,
Sat Feb 25 1956,Fort Wayne Pistons,97,Rochester Royals,72,Box Score,,,,Edgerton Park Arena,
Sun Feb 26 1956,New York Knicks,85,St. Louis Hawks,103,Box Score,,,,Kiel Auditorium,
Sun Feb 26 1956,Philadelphia Warriors,87,Syracuse Nationals,85,Box Score,,,,Onondaga War Memorial,
