--- When using SR data, please cite us and provide a link and/or a mention.


 
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Sun Dec 16 1951,Baltimore Bullets,95,Rochester Royals,99,Box Score,,,,Edgerton Park Arena,
Sun Dec 16 1951,Milwaukee Hawks,52,Minneapolis Lakers,99,Box Score,,,,Minneapolis Auditorium,
Sun Dec 16 1951,Philadelphia Warriors,90,Boston Celtics,92,Box Score,OT,3402,,Boston Garden,
Sun Dec 16 1951,New York Knicks,80,Fort Wayne Pistons,71,Box Score,,,,North Side High School Gym,
Mon Dec 17 1951,Boston Celtics,80,Baltimore Bullets,92,Box Score,,,,Baltimore Coliseum,
Tue Dec 18 1951,Philadelphia Warriors,82,Baltimore Bullets,78,Box Score,,,,Madison Square Garden (III),at New York NY
Tue Dec 18 1951,Rochester Royals,94,Milwaukee Hawks,68,Box Score,,,,Milwaukee Arena,
Tue Dec 18 1951,Minneapolis Lakers,67,New York Knicks,69,Box Score,,,,Madison Square Garden (III),
Wed Dec 19 1951,Syracuse Nationals,97,Boston Celtics,103,Box Score,,4168,,Boston Garden,
Thu Dec 20 1951,Rochester Royals,69,Fort Wayne Pistons,54,Box Score,,,,North Side High School Gym,
Fri Dec 21 1951,Minneapolis Lakers,103,Philadelphia Warriors,105,Box Score,3OT,,,Philadelphia Arena,
Fri Dec 21 1951,Milwaukee Hawks,64,Indianapolis Olympians,69,Box Score,,,,Hinkle Fieldhouse,
Fri Dec 21 1951,Boston Celtics,106,Baltimore Bullets,89,Box Score,,2227,,Rhode Island Auditorium,at Providence RI
Sat Dec 22 1951,Minneapolis Lakers,96,Baltimore Bullets,90,Box Score,3OT,,,Baltimore Coliseum,
Sat Dec 22 1951,Syracuse Nationals,73,New York Knicks,92,Box Score,,,,Madison Square Garden (III),
Sat Dec 22 1951,Philadelphia Warriors,89,Rochester Royals,105,Box Score,,,,Edgerton Park Arena,
Sun Dec 23 1951,Indianapolis Olympians,88,Boston Celtics,91,Box Score,OT,4861,,Boston Garden,
Sun Dec 23 1951,Minneapolis Lakers,79,Fort Wayne Pistons,81,Box Score,,,,North Side High School Gym,
Sun Dec 23 1951,New York Knicks,75,Syracuse Nationals,72,Box Score,,,,Onondaga War Memorial,
Tue Dec 25 1951,Indianapolis Olympians,78,Rochester Royals,87,Box Score,,,,Edgerton Park Arena,
Tue Dec 25 1951,Boston Celtics,93,Minneapolis Lakers,100,Box Score,,5101,,Minneapolis Auditorium,
Tue Dec 25 1951,Syracuse Nationals,70,Milwaukee Hawks,65,Box Score,,,,Madison Square Garden (III),at New York NY
Tue Dec 25 1951,Fort Wayne Pistons,65,New York Knicks,72,Box Score,,,,Madison Square Garden (III),
Wed Dec 26 1951,Philadelphia Warriors,99,Baltimore Bullets,103,Box Score,3OT,,,Baltimore Coliseum,
Wed Dec 26 1951,Boston Celtics,86,Fort Wayne Pistons,94,Box Score,,,,North Side High School Gym,
Wed Dec 26 1951,New York Knicks,76,Milwaukee Hawks,78,Box Score,,,,Baltimore Coliseum,at Baltimore MD
Thu Dec 27 1951,New York Knicks,85,Rochester Royals,98,Box Score,,,,Edgerton Park Arena,
Thu Dec 27 1951,Milwaukee Hawks,69,Syracuse Nationals,68,Box Score,,,,Onondaga War Memorial,
Sat Dec 29 1951,Philadelphia Warriors,68,Milwaukee Hawks,61,Box Score,,,,Milwaukee Arena,
Sat Dec 29 1951,Fort Wayne Pistons,61,Rochester Royals,75,Box Score,,,,Edgerton Park Arena,
Sat Dec 29 1951,Indianapolis Olympians,65,Baltimore Bullets,75,Box Score,,,,Baltimore Coliseum,
Sun Dec 30 1951,New York Knicks,90,Boston Celtics,100,Box Score,,7045,,Boston Arena,
Sun Dec 30 1951,Milwaukee Hawks,60,Fort Wayne Pistons,77,Box Score,,,,North Side High School Gym,
Sun Dec 30 1951,Philadelphia Warriors,64,Minneapolis Lakers,93,Box Score,,,,Minneapolis Auditorium,
Sun Dec 30 1951,Baltimore Bullets,91,Syracuse Nationals,108,Box Score,,,,Onondaga War Memorial,
Mon Dec 31 1951,Fort Wayne Pistons,95,Baltimore Bullets,86,Box Score,,,,Baltimore Coliseum,
Mon Dec 31 1951,Rochester Royals,73,Indianapolis Olympians,77,Box Score,,,,Madison Square Garden (III),at New York NY
Mon Dec 31 1951,Boston Celtics,86,New York Knicks,87,Box Score,OT,14189,,Madison Square Garden (III),
Tue Jan 1 1952,New York Knicks,68,Milwaukee Hawks,65,Box Score,,,,Milwaukee Arena,
Tue Jan 1 1952,Philadelphia Warriors,74,Fort Wayne Pistons,89,Box Score,,,,North Side High School Gym,
Tue Jan 1 1952,Boston Celtics,91,Rochester Royals,106,Box Score,,3328,,Edgerton Park Arena,
Tue Jan 1 1952,Syracuse Nationals,80,Minneapolis Lakers,82,Box Score,,,,Minneapolis Auditorium,
Wed Jan 2 1952,New York Knicks,89,Milwaukee Hawks,67,Box Score,,,,Chicago Stadium,at Chicago IL
Thu Jan 3 1952,Boston Celtics,81,Syracuse Nationals,107,Box Score,,6608,,Onondaga War Memorial,
Fri Jan 4 1952,Minneapolis Lakers,79,Fort Wayne Pistons,64,Box Score,,,,St. Paul Auditorium,at Saint Paul MN
Fri Jan 4 1952,New York Knicks,73,Indianapolis Olympians,83,Box Score,,,,Hinkle Fieldhouse,
Fri Jan 4 1952,Baltimore Bullets,79,Philadelphia Warriors,92,Box Score,,,,Philadelphia Arena,
Sat Jan 5 1952,Boston Celtics,94,Baltimore Bullets,73,Box Score,,6883,,Baltimore Coliseum,
Sat Jan 5 1952,Minneapolis Lakers,86,Indianapolis Olympians,65,Box Score,,,,Hibbing Memorial Building,at Hibbing MN
Sat Jan 5 1952,Philadelphia Warriors,94,Rochester Royals,103,Box Score,,,,Edgerton Park Arena,
Sun Jan 6 1952,Rochester Royals,80,Boston Celtics,91,Box Score,,6883,,Boston Arena,
Sun Jan 6 1952,Indianapolis Olympians,75,Fort Wayne Pistons,79,Box Score,,,,North Side High School Gym,
Sun Jan 6 1952,New York Knicks,92,Minneapolis Lakers,107,Box Score,,,,Minneapolis Auditorium,
Sun Jan 6 1952,Philadelphia Warriors,93,Syracuse Nationals,98,Box Score,,,,Onondaga War Memorial,
Tue Jan 8 1952,Minneapolis Lakers,75,Indianapolis Olympians,82,Box Score,,,,Hinkle Fieldhouse,
Tue Jan 8 1952,Boston Celtics,83,Milwaukee Hawks,76,Box Score,,2856,,Milwaukee Arena,
Tue Jan 8 1952,Rochester Royals,74,New York Knicks,107,Box Score,,,,Madison Square Garden (III),
Wed Jan 9 1952,Indianapolis Olympians,74,Minneapolis Lakers,91,Box Score,,,,Minneapolis Auditorium,
Thu Jan 10 1952,Boston Celtics,94,Fort Wayne Pistons,85,Box Score,,3000,,North Side High School Gym,
Thu Jan 10 1952,New York Knicks,96,Syracuse Nationals,110,Box Score,,,,Onondaga War Memorial,
Fri Jan 11 1952,Boston Celtics,79,Indianapolis Olympians,100,Box Score,,,,Hinkle Fieldhouse,
Fri Jan 11 1952,Minneapolis Lakers,75,Milwaukee Hawks,63,Box Score,,,,Milwaukee Arena,
Fri Jan 11 1952,Rochester Royals,83,Philadelphia Warriors,85,Box Score,,,,Philadelphia Arena,
Sat Jan 12 1952,Syracuse Nationals,92,Baltimore Bullets,88,Box Score,,,,Baltimore Coliseum,
Sat Jan 12 1952,Minneapolis Lakers,96,Milwaukee Hawks,84,Box Score,,,,Municipal Auditorium,at Kansas City KS
Sat Jan 12 1952,Indianapolis Olympians,77,New York Knicks,86,Box Score,,,,Madison Square Garden (III),
Sat Jan 12 1952,Fort Wayne Pistons,88,Rochester Royals,76,Box Score,,,,Edgerton Park Arena,
Sun Jan 13 1952,Baltimore Bullets,71,Fort Wayne Pistons,81,Box Score,,,,North Side High School Gym,
Sun Jan 13 1952,Philadelphia Warriors,88,Minneapolis Lakers,81,Box Score,,,,Minneapolis Auditorium,
Sun Jan 13 1952,New York Knicks,70,Rochester Royals,97,Box Score,,,,Edgerton Park Arena,
Sun Jan 13 1952,Indianapolis Olympians,85,Syracuse Nationals,103,Box Score,,,,Onondaga War Memorial,
Tue Jan 15 1952,Philadelphia Warriors,68,Indianapolis Olympians,101,Box Score,,,,Hinkle Fieldhouse,
Tue Jan 15 1952,Fort Wayne Pistons,63,Milwaukee Hawks,76,Box Score,,,,Milwaukee Arena,
Wed Jan 16 1952,Minneapolis Lakers,108,Boston Celtics,94,Box Score,,10084,,Boston Garden,
Wed Jan 16 1952,Milwaukee Hawks,77,Baltimore Bullets,71,Box Score,,,,Negaunee Memorial Gym,at Negaunee MI
Thu Jan 17 1952,Milwaukee Hawks,87,Baltimore Bullets,76,Box Score,,,,Wharton Field House,at Moline IL
Thu Jan 17 1952,Minneapolis Lakers,105,Syracuse Nationals,110,Box Score,3OT,,,Onondaga War Memorial,
Thu Jan 17 1952,Philadelphia Warriors,78,Fort Wayne Pistons,82,Box Score,,,,North Side High School Gym,
Fri Jan 18 1952,Indianapolis Olympians,83,Philadelphia Warriors,98,Box Score,,,,Philadelphia Arena,
Sat Jan 19 1952,Indianapolis Olympians,78,Baltimore Bullets,81,Box Score,,,,Baltimore Coliseum,
Sat Jan 19 1952,Philadelphia Warriors,88,New York Knicks,94,Box Score,,,,69th Regiment Armory,
Sat Jan 19 1952,Minneapolis Lakers,85,Rochester Royals,96,Box Score,,,,Edgerton Park Arena,
Sun Jan 20 1952,Indianapolis Olympians,98,Boston Celtics,117,Box Score,,7217,,Boston Garden,
Sun Jan 20 1952,Milwaukee Hawks,76,Fort Wayne Pistons,83,Box Score,,,,North Side High School Gym,
Sun Jan 20 1952,Rochester Royals,81,Minneapolis Lakers,91,Box Score,2OT,,,Minneapolis Auditorium,
Sun Jan 20 1952,Baltimore Bullets,80,Syracuse Nationals,99,Box Score,,,,Onondaga War Memorial,
Mon Jan 21 1952,New York Knicks,99,Baltimore Bullets,83,Box Score,,,,Baltimore Coliseum,
Mon Jan 21 1952,Rochester Royals,78,Milwaukee Hawks,76,Box Score,,,,Wharton Field House,at Moline IL
Tue Jan 22 1952,Rochester Royals,65,Indianapolis Olympians,68,Box Score,,,,Hinkle Fieldhouse,
Tue Jan 22 1952,Syracuse Nationals,93,Milwaukee Hawks,82,Box Score,,,,Milwaukee Arena,
Tue Jan 22 1952,New York Knicks,82,Philadelphia Warriors,78,Box Score,,,,Philadelphia Arena,
Wed Jan 23 1952,Syracuse Nationals,99,Minneapolis Lakers,97,Box Score,OT,,,Minneapolis Auditorium,
Wed Jan 23 1952,Baltimore Bullets,75,Boston Celtics,117,Box Score,,3488,,Boston Garden,
Thu Jan 24 1952,Rochester Royals,90,Fort Wayne Pistons,94,Box Score,,,,North Side High School Gym,
Fri Jan 25 1952,Fort Wayne Pistons,79,Indianapolis Olympians,83,Box Score,OT,,,Hinkle Fieldhouse,
Fri Jan 25 1952,Syracuse Nationals,94,Philadelphia Warriors,95,Box Score,OT,,,Philadelphia Arena,
Sat Jan 26 1952,Syracuse Nationals,78,Baltimore Bullets,73,Box Score,,,,Baltimore Coliseum,
Sat Jan 26 1952,Philadelphia Warriors,89,Boston Celtics,85,Box Score,,8230,,Boston Garden,
Sat Jan 26 1952,Minneapolis Lakers,57,Milwaukee Hawks,56,Box Score,,,,Milwaukee Arena,
Sat Jan 26 1952,Indianapolis Olympians,93,New York Knicks,99,Box Score,,,,69th Regiment Armory,
Sat Jan 26 1952,Fort Wayne Pistons,71,Rochester Royals,104,Box Score,,,,Edgerton Park Arena,
Sun Jan 27 1952,New York Knicks,92,Fort Wayne Pistons,100,Box Score,,,,North Side High School Gym,
Sun Jan 27 1952,Boston Celtics,86,Syracuse Nationals,91,Box Score,,7420,,Onondaga War Memorial,
Sun Jan 27 1952,Indianapolis Olympians,95,Rochester Royals,102,Box Score,,,,Edgerton Park Arena,
Sun Jan 27 1952,Milwaukee Hawks,62,Minneapolis Lakers,91,Box Score,,,,Minneapolis Auditorium,
Tue Jan 29 1952,New York Knicks,72,Indianapolis Olympians,100,Box Score,,,,Kentucky State Fairgrounds,at Louisville KY
Tue Jan 29 1952,Boston Celtics,96,Philadelphia Warriors,97,Box Score,,4091,,Philadelphia Arena,
Wed Jan 30 1952,Fort Wayne Pistons,81,Indianapolis Olympians,77,Box Score,,,,Hinkle Fieldhouse,
Wed Jan 30 1952,New York Knicks,65,Minneapolis Lakers,77,Box Score,,,,Minneapolis Auditorium,
Thu Jan 31 1952,Minneapolis Lakers,85,Fort Wayne Pistons,78,Box Score,,,,North Side High School Gym,
Thu Jan 31 1952,Milwaukee Hawks,79,Syracuse Nationals,88,Box Score,,,,Onondaga War Memorial,
Fri Feb 1 1952,Minneapolis Lakers,77,Indianapolis Olympians,85,Box Score,,,,Hinkle Fieldhouse,
Fri Feb 1 1952,Baltimore Bullets,79,Philadelphia Warriors,81,Box Score,,,,Philadelphia Arena,
Fri Feb 1 1952,Milwaukee Hawks,77,Boston Celtics,100,Box Score,,3100,,Worcester Memorial Auditorium,at Worcester MA
Sat Feb 2 1952,Fort Wayne Pistons,76,Baltimore Bullets,63,Box Score,,,,Baltimore Coliseum,
Sat Feb 2 1952,Boston Celtics,83,New York Knicks,91,Box Score,,5000,,69th Regiment Armory,
Sat Feb 2 1952,Milwaukee Hawks,79,Rochester Royals,100,Box Score,,,,Edgerton Park Arena,
Sun Feb 3 1952,Baltimore Bullets,73,Syracuse Nationals,95,Box Score,,,,Onondaga War Memorial,
Sun Feb 3 1952,Rochester Royals,75,Minneapolis Lakers,77,Box Score,,,,Minneapolis Auditorium,
Sun Feb 3 1952,Philadelphia Warriors,73,Milwaukee Hawks,83,Box Score,,,,Milwaukee Arena,
Sun Feb 3 1952,Indianapolis Olympians,70,Fort Wayne Pistons,85,Box Score,,,,North Side High School Gym,
Sun Feb 3 1952,New York Knicks,95,Boston Celtics,100,Box Score,,5239,,Boston Garden,
Mon Feb 4 1952,New York Knicks,81,Baltimore Bullets,82,Box Score,,,,Baltimore Coliseum,
Tue Feb 5 1952,Milwaukee Hawks,75,Fort Wayne Pistons,64,Box Score,,,,North Side High School Gym,
Tue Feb 5 1952,Philadelphia Warriors,85,Indianapolis Olympians,94,Box Score,,,,Hinkle Fieldhouse,
Wed Feb 6 1952,Syracuse Nationals,88,Boston Celtics,99,Box Score,,5197,,Boston Garden,
Wed Feb 6 1952,Baltimore Bullets,70,New York Knicks,73,Box Score,,,,69th Regiment Armory,
Thu Feb 7 1952,Philadelphia Warriors,105,Fort Wayne Pistons,91,Box Score,,,,North Side High School Gym,
Thu Feb 7 1952,Rochester Royals,75,Minneapolis Lakers,86,Box Score,,,,Minneapolis Auditorium,
Fri Feb 8 1952,New York Knicks,103,Baltimore Bullets,83,Box Score,,,,Philadelphia Arena,at Philadelphia PA
Fri Feb 8 1952,Syracuse Nationals,96,Philadelphia Warriors,87,Box Score,,,,Philadelphia Arena,
Fri Feb 8 1952,Milwaukee Hawks,76,Indianapolis Olympians,80,Box Score,,,,Hinkle Fieldhouse,
Sat Feb 9 1952,Syracuse Nationals,76,Baltimore Bullets,84,Box Score,,,,Baltimore Coliseum,
Sat Feb 9 1952,Indianapolis Olympians,83,Milwaukee Hawks,90,Box Score,,,,Milwaukee Arena,
Sat Feb 9 1952,Fort Wayne Pistons,70,Minneapolis Lakers,67,Box Score,,,,Minneapolis Auditorium,
Sat Feb 9 1952,Philadelphia Warriors,86,New York Knicks,96,Box Score,,,,69th Regiment Armory,
Sat Feb 9 1952,Boston Celtics,100,Rochester Royals,104,Box Score,,3366,,Edgerton Park Arena,
Sun Feb 10 1952,Rochester Royals,111,Boston Celtics,97,Box Score,,5622,,Boston Garden,
Sun Feb 10 1952,Baltimore Bullets,82,Fort Wayne Pistons,77,Box Score,,,,North Side High School Gym,
Sun Feb 10 1952,Minneapolis Lakers,69,Milwaukee Hawks,70,Box Score,2OT,,,Milwaukee Arena,
Sun Feb 10 1952,Philadelphia Warriors,84,Syracuse Nationals,91,Box Score,,,,Onondaga War Memorial,
Tue Feb 12 1952,Fort Wayne Pistons,78,Indianapolis Olympians,80,Box Score,,,,Hinkle Fieldhouse,
Tue Feb 12 1952,Syracuse Nationals,69,New York Knicks,78,Box Score,,,,69th Regiment Armory,
Tue Feb 12 1952,Rochester Royals,86,Philadelphia Warriors,75,Box Score,,,,Philadelphia Arena,
