--- When using SR data, please cite us and provide a link and/or a mention.


 
Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Wed Dec 1 1954,Syracuse Nationals,86,New York Knicks,88,Box Score,,,,Convention Hall,at Philadelphia PA
Wed Dec 1 1954,Minneapolis Lakers,91,Philadelphia Warriors,88,Box Score,,,,Convention Hall,
Wed Dec 1 1954,Fort Wayne Pistons,101,Rochester Royals,96,Box Score,OT,,,Edgerton Park Arena,
Wed Dec 1 1954,Milwaukee Hawks,90,Boston Celtics,101,Box Score,,,,St. Louis Arena,at St. Louis MO
Thu Dec 2 1954,Boston Celtics,98,Fort Wayne Pistons,116,Box Score,,,,War Memorial Coliseum,
Thu Dec 2 1954,Minneapolis Lakers,108,Milwaukee Hawks,117,Box Score,,,,War Memorial Coliseum,at Fort Wayne IN
Thu Dec 2 1954,Rochester Royals,78,Syracuse Nationals,82,Box Score,,,,Onondaga War Memorial,
Fri Dec 3 1954,Philadelphia Warriors,110,Milwaukee Hawks,91,Box Score,,,,Chicago Stadium,at Chicago IL
Sat Dec 4 1954,Rochester Royals,102,Boston Celtics,110,Box Score,,,,Boston Garden,
Sat Dec 4 1954,Syracuse Nationals,73,Philadelphia Warriors,79,Box Score,,,,Convention Hall,
Sat Dec 4 1954,Fort Wayne Pistons,90,New York Knicks,88,Box Score,,,,Madison Square Garden (III),
Sat Dec 4 1954,Minneapolis Lakers,88,Milwaukee Hawks,95,Box Score,,,,Milwaukee Arena,
Sun Dec 5 1954,Rochester Royals,97,Fort Wayne Pistons,96,Box Score,,,,War Memorial Coliseum,
Sun Dec 5 1954,Milwaukee Hawks,102,Minneapolis Lakers,104,Box Score,OT,,,Minneapolis Auditorium,
Sun Dec 5 1954,Philadelphia Warriors,72,Syracuse Nationals,89,Box Score,,,,Onondaga War Memorial,
Tue Dec 7 1954,Rochester Royals,93,Boston Celtics,95,Box Score,,,,Madison Square Garden (III),at New York NY
Tue Dec 7 1954,Syracuse Nationals,88,Philadelphia Warriors,81,Box Score,,,,New Haven Arena,at New Haven CT
Tue Dec 7 1954,Minneapolis Lakers,89,New York Knicks,97,Box Score,,,,Madison Square Garden (III),
Tue Dec 7 1954,Milwaukee Hawks,85,Fort Wayne Pistons,101,Box Score,,,,Cleveland Arena,at Cleveland OH
Wed Dec 8 1954,Minneapolis Lakers,101,Boston Celtics,99,Box Score,,,,Boston Garden,
Wed Dec 8 1954,Milwaukee Hawks,68,Fort Wayne Pistons,92,Box Score,,,,Sports Arena,at Toledo OH
Wed Dec 8 1954,Philadelphia Warriors,86,New York Knicks,77,Box Score,,,,Boston Garden,at Boston MA
Wed Dec 8 1954,Syracuse Nationals,78,Rochester Royals,105,Box Score,,,,Edgerton Park Arena,
Thu Dec 9 1954,New York Knicks,98,Philadelphia Warriors,96,Box Score,,,,Convention Hall,
Thu Dec 9 1954,Boston Celtics,107,Syracuse Nationals,120,Box Score,,,,Onondaga War Memorial,
Sat Dec 11 1954,Syracuse Nationals,90,Boston Celtics,94,Box Score,,,,Boston Garden,
Sat Dec 11 1954,New York Knicks,97,Milwaukee Hawks,87,Box Score,,,,Milwaukee Arena,
Sat Dec 11 1954,Minneapolis Lakers,91,Rochester Royals,83,Box Score,,,,Edgerton Park Arena,
Sun Dec 12 1954,Philadelphia Warriors,96,Syracuse Nationals,87,Box Score,,,,Onondaga War Memorial,
Sun Dec 12 1954,New York Knicks,73,Minneapolis Lakers,80,Box Score,,,,Minneapolis Auditorium,
Sun Dec 12 1954,Boston Celtics,99,Fort Wayne Pistons,100,Box Score,,,,War Memorial Coliseum,
Sun Dec 12 1954,Rochester Royals,74,Milwaukee Hawks,86,Box Score,,,,IBM Field House,at Endicott NY
Tue Dec 14 1954,Minneapolis Lakers,108,Boston Celtics,115,Box Score,,,,Madison Square Garden (III),at New York NY
Tue Dec 14 1954,Syracuse Nationals,91,New York Knicks,82,Box Score,,,,Madison Square Garden (III),
Wed Dec 15 1954,Milwaukee Hawks,106,Boston Celtics,117,Box Score,,,,Boston Garden,
Wed Dec 15 1954,Philadelphia Warriors,99,Fort Wayne Pistons,90,Box Score,,,,Buffalo Memorial Auditorium,at Buffalo NY
Wed Dec 15 1954,Rochester Royals,99,Minneapolis Lakers,97,Box Score,OT,,,Buffalo Memorial Auditorium,at Buffalo NY
Wed Dec 15 1954,Syracuse Nationals,81,New York Knicks,88,Box Score,,,,Boston Garden,at Boston MA
Sat Dec 18 1954,Philadelphia Warriors,103,Boston Celtics,107,Box Score,,,,Boston Garden,
Sat Dec 18 1954,New York Knicks,91,Milwaukee Hawks,85,Box Score,,,,Milwaukee Arena,
Sat Dec 18 1954,Syracuse Nationals,83,Minneapolis Lakers,86,Box Score,,,,Minneapolis Auditorium,
Sat Dec 18 1954,Fort Wayne Pistons,87,Rochester Royals,86,Box Score,,,,Edgerton Park Arena,
Sun Dec 19 1954,Milwaukee Hawks,82,Fort Wayne Pistons,87,Box Score,,,,War Memorial Coliseum,
Sun Dec 19 1954,Boston Celtics,81,New York Knicks,93,Box Score,,,,Madison Square Garden (III),
Sun Dec 19 1954,Rochester Royals,92,Philadelphia Warriors,79,Box Score,,,,Madison Square Garden (III),at New York NY
Sun Dec 19 1954,Minneapolis Lakers,93,Syracuse Nationals,108,Box Score,,,,Onondaga War Memorial,
Thu Dec 23 1954,Fort Wayne Pistons,92,Philadelphia Warriors,82,Box Score,,,,Huntingburg High School,at Huntingburg IN
Sat Dec 25 1954,Boston Celtics,108,Milwaukee Hawks,99,Box Score,,,,Milwaukee Arena,
Sat Dec 25 1954,Philadelphia Warriors,91,Minneapolis Lakers,99,Box Score,,,,Minneapolis Auditorium,
Sat Dec 25 1954,Syracuse Nationals,101,New York Knicks,109,Box Score,,,,Madison Square Garden (III),
Sat Dec 25 1954,Fort Wayne Pistons,73,Rochester Royals,80,Box Score,,,,Edgerton Park Arena,
Sun Dec 26 1954,Philadelphia Warriors,96,Fort Wayne Pistons,109,Box Score,,,,War Memorial Coliseum,
Sun Dec 26 1954,Boston Celtics,82,Minneapolis Lakers,87,Box Score,,,,Minneapolis Auditorium,
Sun Dec 26 1954,New York Knicks,92,Syracuse Nationals,97,Box Score,OT,,,Onondaga War Memorial,
Tue Dec 28 1954,Philadelphia Warriors,84,New York Knicks,78,Box Score,,,,Madison Square Garden (III),
Tue Dec 28 1954,Syracuse Nationals,84,Rochester Royals,82,Box Score,,,,Madison Square Garden (III),at New York NY
Wed Dec 29 1954,Minneapolis Lakers,129,Boston Celtics,118,Box Score,OT,,,Hibbing Memorial Building,at Hibbing MN
Wed Dec 29 1954,Syracuse Nationals,70,Philadelphia Warriors,72,Box Score,,,,Convention Hall,
Wed Dec 29 1954,New York Knicks,89,Rochester Royals,93,Box Score,,,,Edgerton Park Arena,
Thu Dec 30 1954,Minneapolis Lakers,76,Fort Wayne Pistons,93,Box Score,,,,Minot State College Fieldhouse,at Minot ND
Fri Dec 31 1954,Philadelphia Warriors,113,Boston Celtics,119,Box Score,,,,Rhode Island Auditorium,at Providence RI
Fri Dec 31 1954,Minneapolis Lakers,103,Fort Wayne Pistons,91,Box Score,,,,War Memorial Coliseum,
Fri Dec 31 1954,New York Knicks,64,Milwaukee Hawks,89,Box Score,,,,Rhode Island Auditorium,at Providence RI
Sat Jan 1 1955,Philadelphia Warriors,92,Rochester Royals,96,Box Score,,,,Edgerton Park Arena,
Sat Jan 1 1955,Milwaukee Hawks,91,New York Knicks,100,Box Score,,,,Madison Square Garden (III),
Sat Jan 1 1955,Boston Celtics,102,Syracuse Nationals,108,Box Score,,,,Onondaga War Memorial,
Sun Jan 2 1955,New York Knicks,96,Boston Celtics,113,Box Score,,,,Boston Garden,
Sun Jan 2 1955,Philadelphia Warriors,66,Fort Wayne Pistons,89,Box Score,,,,War Memorial Coliseum,
Sun Jan 2 1955,Rochester Royals,102,Minneapolis Lakers,100,Box Score,,,,Minneapolis Auditorium,
Sun Jan 2 1955,Milwaukee Hawks,91,Syracuse Nationals,79,Box Score,,,,Onondaga War Memorial,
Mon Jan 3 1955,Philadelphia Warriors,74,Minneapolis Lakers,76,Box Score,,,,Chicago Stadium,at Chicago IL
Tue Jan 4 1955,Minneapolis Lakers,92,Fort Wayne Pistons,93,Box Score,,,,Elkhart High School,at Elkhart IN
Tue Jan 4 1955,Rochester Royals,80,Milwaukee Hawks,92,Box Score,,,,Milwaukee Arena,
Wed Jan 5 1955,Milwaukee Hawks,97,Fort Wayne Pistons,92,Box Score,,,,Convention Hall,at Philadelphia PA
Wed Jan 5 1955,New York Knicks,85,Rochester Royals,103,Box Score,,,,Edgerton Park Arena,
Wed Jan 5 1955,Minneapolis Lakers,85,Philadelphia Warriors,106,Box Score,,,,Convention Hall,
Thu Jan 6 1955,Rochester Royals,83,Fort Wayne Pistons,90,Box Score,,,,Madison Square Garden (III),at New York NY
Thu Jan 6 1955,Philadelphia Warriors,92,Milwaukee Hawks,79,Box Score,,,,Richmond Arena,at Richmond VA
Thu Jan 6 1955,Boston Celtics,83,New York Knicks,88,Box Score,,,,Madison Square Garden (III),
Thu Jan 6 1955,Minneapolis Lakers,117,Syracuse Nationals,106,Box Score,,,,Onondaga War Memorial,
Fri Jan 7 1955,New York Knicks,75,Milwaukee Hawks,85,Box Score,,,,New Haven Arena,at New Haven CT
Sat Jan 8 1955,Milwaukee Hawks,88,Rochester Royals,91,Box Score,,,,Edgerton Park Arena,
Sat Jan 8 1955,Syracuse Nationals,100,Minneapolis Lakers,97,Box Score,,,,Minneapolis Auditorium,
Sat Jan 8 1955,Philadelphia Warriors,105,Boston Celtics,117,Box Score,,,,Boston Garden,
Sun Jan 9 1955,Minneapolis Lakers,86,Fort Wayne Pistons,89,Box Score,,,,War Memorial Coliseum,
Sun Jan 9 1955,Syracuse Nationals,72,Milwaukee Hawks,77,Box Score,,,,Milwaukee Arena,
Sun Jan 9 1955,Philadelphia Warriors,84,New York Knicks,86,Box Score,,,,Madison Square Garden (III),
Sun Jan 9 1955,Rochester Royals,92,Boston Celtics,98,Box Score,,,,Boston Arena,
Tue Jan 11 1955,Boston Celtics,119,Fort Wayne Pistons,110,Box Score,,,,War Memorial Coliseum,
Tue Jan 11 1955,Rochester Royals,90,Milwaukee Hawks,93,Box Score,,,,War Memorial Coliseum,at Fort Wayne IN
Tue Jan 11 1955,Syracuse Nationals,82,Minneapolis Lakers,93,Box Score,,,,Minneapolis Auditorium,
Wed Jan 12 1955,Minneapolis Lakers,102,Rochester Royals,88,Box Score,,,,Edgerton Park Arena,
Thu Jan 13 1955,Minneapolis Lakers,96,Philadelphia Warriors,102,Box Score,OT,,,Convention Hall,
Thu Jan 13 1955,Fort Wayne Pistons,83,Syracuse Nationals,100,Box Score,,,,Onondaga War Memorial,
Thu Jan 13 1955,New York Knicks,100,Boston Celtics,116,Box Score,,,,Convention Hall,at Philadelphia PA
Fri Jan 14 1955,Minneapolis Lakers,95,Boston Celtics,100,Box Score,,,,Boston Garden,
Fri Jan 14 1955,New York Knicks,97,Fort Wayne Pistons,83,Box Score,,,,Boston Garden,at Boston MA
Fri Jan 14 1955,Philadelphia Warriors,84,Milwaukee Hawks,86,Box Score,,,,Milwaukee Arena,
Sat Jan 15 1955,Philadelphia Warriors,93,Milwaukee Hawks,88,Box Score,,,,Milwaukee Arena,
Sat Jan 15 1955,Fort Wayne Pistons,87,New York Knicks,106,Box Score,,,,69th Regiment Armory,
Sat Jan 15 1955,Minneapolis Lakers,90,Rochester Royals,93,Box Score,,,,Edgerton Park Arena,
Sun Jan 16 1955,Rochester Royals,85,Syracuse Nationals,90,Box Score,,,,Onondaga War Memorial,
Sun Jan 16 1955,New York Knicks,98,Boston Celtics,102,Box Score,,,,Boston Garden,
Sun Jan 16 1955,Milwaukee Hawks,78,Fort Wayne Pistons,89,Box Score,,,,War Memorial Coliseum,
Sun Jan 16 1955,Philadelphia Warriors,98,Minneapolis Lakers,106,Box Score,,,,Minneapolis Auditorium,
Wed Jan 19 1955,Minneapolis Lakers,95,Milwaukee Hawks,81,Box Score,,,,Loyola Field House,at New Orleans LA
Wed Jan 19 1955,Rochester Royals,83,New York Knicks,98,Box Score,,,,Hershey Sports Arena,at Hershey PA
Wed Jan 19 1955,Syracuse Nationals,98,Philadelphia Warriors,97,Box Score,OT,,,Hershey Sports Arena,at Hershey PA
Wed Jan 19 1955,Fort Wayne Pistons,105,Boston Celtics,84,Box Score,,,,Hicks Gym at University of Massachusetts,at Amherst NY
Thu Jan 20 1955,Minneapolis Lakers,97,Milwaukee Hawks,90,Box Score,,,,Haynes Memorial Gym,at Shreveport LA
Thu Jan 20 1955,Boston Celtics,87,Syracuse Nationals,92,Box Score,,,,Onondaga War Memorial,
Fri Jan 21 1955,Philadelphia Warriors,89,Boston Celtics,90,Box Score,,,,New Haven Arena,at New Haven CT
Fri Jan 21 1955,Minneapolis Lakers,100,Milwaukee Hawks,92,Box Score,,,,LSU Coliseum,at Baton Rouge LA
Sat Jan 22 1955,Fort Wayne Pistons,85,Milwaukee Hawks,83,Box Score,,,,Milwaukee Arena,
Sat Jan 22 1955,Boston Celtics,110,Rochester Royals,121,Box Score,,,,Edgerton Park Arena,
Sat Jan 22 1955,Philadelphia Warriors,102,New York Knicks,99,Box Score,,,,69th Regiment Armory,
Sun Jan 23 1955,Philadelphia Warriors,91,Boston Celtics,94,Box Score,OT,,,Boston Garden,
Sun Jan 23 1955,Rochester Royals,84,Fort Wayne Pistons,105,Box Score,,,,War Memorial Coliseum,
Sun Jan 23 1955,Milwaukee Hawks,79,Minneapolis Lakers,82,Box Score,,,,Minneapolis Auditorium,
Sun Jan 23 1955,New York Knicks,98,Syracuse Nationals,89,Box Score,,,,Onondaga War Memorial,
Mon Jan 24 1955,Rochester Royals,97,Milwaukee Hawks,86,Box Score,,,,Kentucky State Fairgrounds,at Louisville KY
Tue Jan 25 1955,Syracuse Nationals,66,Fort Wayne Pistons,69,Box Score,,,,Buffalo Memorial Auditorium,at Buffalo NY
Tue Jan 25 1955,Rochester Royals,107,New York Knicks,104,Box Score,,,,Buffalo Memorial Auditorium,at Buffalo NY
Wed Jan 26 1955,Fort Wayne Pistons,90,Boston Celtics,99,Box Score,,,,Boston Garden,
Wed Jan 26 1955,Syracuse Nationals,107,Philadelphia Warriors,99,Box Score,,,,Boston Garden,at Boston MA
Wed Jan 26 1955,New York Knicks,94,Rochester Royals,96,Box Score,,,,Edgerton Park Arena,
Thu Jan 27 1955,Rochester Royals,98,Boston Celtics,92,Box Score,,,,Convention Hall,at Philadelphia PA
Thu Jan 27 1955,Minneapolis Lakers,79,Milwaukee Hawks,85,Box Score,,,,Huron College,at Huron SD
Thu Jan 27 1955,New York Knicks,83,Philadelphia Warriors,92,Box Score,,,,Convention Hall,
Thu Jan 27 1955,Fort Wayne Pistons,79,Syracuse Nationals,94,Box Score,,,,Onondaga War Memorial,
Fri Jan 28 1955,Syracuse Nationals,90,Boston Celtics,101,Box Score,,,,Boston Garden,
Sat Jan 29 1955,Fort Wayne Pistons,91,Minneapolis Lakers,100,Box Score,,,,Minneapolis Auditorium,
Sat Jan 29 1955,Milwaukee Hawks,93,New York Knicks,95,Box Score,OT,,,69th Regiment Armory,
Sat Jan 29 1955,Philadelphia Warriors,85,Rochester Royals,87,Box Score,,,,Edgerton Park Arena,
Sun Jan 30 1955,Milwaukee Hawks,88,Boston Celtics,79,Box Score,,4172,,Boston Arena,
Sun Jan 30 1955,Minneapolis Lakers,92,Fort Wayne Pistons,99,Box Score,,,,War Memorial Coliseum,
Sun Jan 30 1955,Philadelphia Warriors,93,Syracuse Nationals,83,Box Score,,,,Onondaga War Memorial,
Mon Jan 31 1955,New York Knicks,91,Fort Wayne Pistons,84,Box Score,,,,Milwaukee Arena,at Milwaukee WI
Mon Jan 31 1955,Rochester Royals,80,Milwaukee Hawks,100,Box Score,,,,Milwaukee Arena,
Wed Feb 2 1955,New York Knicks,81,Minneapolis Lakers,96,Box Score,,,,St. Paul Auditorium,at Saint Paul MN
Wed Feb 2 1955,Philadelphia Warriors,122,Boston Celtics,107,Box Score,,,,New Haven Arena,at New Haven CT
Wed Feb 2 1955,Fort Wayne Pistons,74,Rochester Royals,84,Box Score,,,,Edgerton Park Arena,
Thu Feb 3 1955,Syracuse Nationals,85,Fort Wayne Pistons,104,Box Score,,,,War Memorial Coliseum,
Thu Feb 3 1955,Rochester Royals,88,Milwaukee Hawks,87,Box Score,,,,War Memorial Coliseum,at Fort Wayne IN
Thu Feb 3 1955,New York Knicks,83,Minneapolis Lakers,90,Box Score,,,,Minneapolis Auditorium,
Fri Feb 4 1955,Syracuse Nationals,88,Boston Celtics,114,Box Score,,,,Boston Garden,
Fri Feb 4 1955,Rochester Royals,101,Philadelphia Warriors,109,Box Score,,,,Convention Hall,
Sat Feb 5 1955,Minneapolis Lakers,103,Milwaukee Hawks,87,Box Score,,,,McElroy Auditorium,at Waterloo IA
Sat Feb 5 1955,Boston Celtics,107,New York Knicks,115,Box Score,,,,Madison Square Garden (III),
Sat Feb 5 1955,Fort Wayne Pistons,96,Philadelphia Warriors,88,Box Score,,,,Convention Hall,
Sat Feb 5 1955,Syracuse Nationals,94,Rochester Royals,88,Box Score,,,,Edgerton Park Arena,
Sun Feb 6 1955,Philadelphia Warriors,113,Boston Celtics,109,Box Score,,,,Boston Garden,
Sun Feb 6 1955,Rochester Royals,75,Fort Wayne Pistons,92,Box Score,,,,War Memorial Coliseum,
Sun Feb 6 1955,Milwaukee Hawks,101,Minneapolis Lakers,99,Box Score,,,,Minneapolis Auditorium,
Sun Feb 6 1955,New York Knicks,75,Syracuse Nationals,77,Box Score,,,,Onondaga War Memorial,
Tue Feb 8 1955,Minneapolis Lakers,95,New York Knicks,98,Box Score,,,,Madison Square Garden (III),
Tue Feb 8 1955,Syracuse Nationals,115,Boston Celtics,88,Box Score,,,,Madison Square Garden (III),at New York NY
Tue Feb 8 1955,Philadelphia Warriors,95,Milwaukee Hawks,102,Box Score,,,,Convention Hall,at Saratoga Springs NY
Wed Feb 9 1955,Syracuse Nationals,94,Boston Celtics,104,Box Score,,,,Boston Garden,
Wed Feb 9 1955,New York Knicks,118,Minneapolis Lakers,112,Box Score,,,,Boston Garden,at Boston MA
Wed Feb 9 1955,Milwaukee Hawks,75,Rochester Royals,74,Box Score,,,,Edgerton Park Arena,
Thu Feb 10 1955,Philadelphia Warriors,97,Fort Wayne Pistons,105,Box Score,,,,War Memorial Coliseum,
Thu Feb 10 1955,Minneapolis Lakers,81,Syracuse Nationals,85,Box Score,,,,Onondaga War Memorial,
Fri Feb 11 1955,Boston Celtics,101,Philadelphia Warriors,105,Box Score,,,,Convention Hall,
Fri Feb 11 1955,Rochester Royals,91,Fort Wayne Pistons,83,Box Score,,,,Convention Hall,at Philadelphia PA
Sat Feb 12 1955,Fort Wayne Pistons,82,New York Knicks,88,Box Score,,,,69th Regiment Armory,
Sat Feb 12 1955,Minneapolis Lakers,96,Rochester Royals,95,Box Score,,,,Edgerton Park Arena,
Sat Feb 12 1955,Milwaukee Hawks,66,Syracuse Nationals,92,Box Score,,,,Onondaga War Memorial,
Sun Feb 13 1955,New York Knicks,105,Boston Celtics,103,Box Score,,,,Boston Garden,
Sun Feb 13 1955,Milwaukee Hawks,78,Fort Wayne Pistons,90,Box Score,,,,War Memorial Coliseum,
Sun Feb 13 1955,Philadelphia Warriors,93,Minneapolis Lakers,103,Box Score,,,,Minneapolis Auditorium,
Sun Feb 13 1955,Rochester Royals,87,Syracuse Nationals,88,Box Score,,,,Onondaga War Memorial,
Mon Feb 14 1955,Rochester Royals,72,Philadelphia Warriors,79,Box Score,,,,Sports Arena,at Toledo OH
Mon Feb 14 1955,New York Knicks,92,Fort Wayne Pistons,88,Box Score,,,,Miami Beach Auditorium,at Miami Beach FL
Mon Feb 14 1955,Syracuse Nationals,82,Milwaukee Hawks,81,Box Score,,,,Sports Arena,at Toledo OH
Tue Feb 15 1955,Rochester Royals,113,Philadelphia Warriors,114,Box Score,,,,Buffalo Memorial Auditorium,at Buffalo NY
Tue Feb 15 1955,Milwaukee Hawks,103,Boston Celtics,106,Box Score,OT,,,Buffalo Memorial Auditorium,at Buffalo NY
Wed Feb 16 1955,Rochester Royals,96,Philadelphia Warriors,98,Box Score,,,,Convention Hall,at Saratoga Springs NY
Thu Feb 17 1955,New York Knicks,93,Fort Wayne Pistons,86,Box Score,,,,Miami Beach Auditorium,at Miami Beach FL
Thu Feb 17 1955,Rochester Royals,73,Philadelphia Warriors,78,Box Score,,,,New Haven Arena,at New Haven CT
Thu Feb 17 1955,Boston Celtics,93,Syracuse Nationals,107,Box Score,,,,Onondaga War Memorial,
Fri Feb 18 1955,Syracuse Nationals,86,Philadelphia Warriors,110,Box Score,,,,Convention Hall,
Sat Feb 19 1955,Syracuse Nationals,80,New York Knicks,78,Box Score,,,,69th Regiment Armory,
Sat Feb 19 1955,Milwaukee Hawks,84,Rochester Royals,78,Box Score,,,,Edgerton Park Arena,
Sat Feb 19 1955,Fort Wayne Pistons,92,Minneapolis Lakers,98,Box Score,,,,Minneapolis Auditorium,
Sun Feb 20 1955,Philadelphia Warriors,99,Boston Celtics,114,Box Score,,4993,,Boston Arena,
Sun Feb 20 1955,Milwaukee Hawks,87,Fort Wayne Pistons,96,Box Score,,,,War Memorial Coliseum,
Sun Feb 20 1955,Rochester Royals,92,Minneapolis Lakers,105,Box Score,,,,Minneapolis Auditorium,
Sun Feb 20 1955,New York Knicks,84,Syracuse Nationals,104,Box Score,,,,Onondaga War Memorial,
Mon Feb 21 1955,Rochester Royals,110,Minneapolis Lakers,112,Box Score,,,,Spencer Fieldhouse,at Spencer IA
Tue Feb 22 1955,Philadelphia Warriors,102,New York Knicks,103,Box Score,,,,Madison Square Garden (III),
Tue Feb 22 1955,Rochester Royals,87,Milwaukee Hawks,71,Box Score,,,,Milwaukee Arena,
Tue Feb 22 1955,Syracuse Nationals,95,Boston Celtics,97,Box Score,,,,Madison Square Garden (III),at New York NY
Wed Feb 23 1955,Milwaukee Hawks,120,Boston Celtics,103,Box Score,,,,St. Louis Arena,at St. Louis MO
Wed Feb 23 1955,Minneapolis Lakers,97,Fort Wayne Pistons,120,Box Score,,,,St. Louis Arena,at St. Louis MO
Wed Feb 23 1955,Philadelphia Warriors,98,New York Knicks,96,Box Score,,,,New Haven Arena,at New Haven CT
Thu Feb 24 1955,Milwaukee Hawks,85,Fort Wayne Pistons,95,Box Score,,,,Minneapolis Auditorium,at Minneapolis MN
Thu Feb 24 1955,Boston Celtics,98,Minneapolis Lakers,112,Box Score,,,,Minneapolis Auditorium,
