date,season,week,season_type,away_team,away_conference,home_team,home_conference,away_points,home_points,neutral,conference_game,venue,notes
2005-09-03,2005,1,regular,Georgetown,Patriot,Bucknell,Patriot,19,16,FALSE,TRUE,Christy Mathewson-Memorial Stadium,
2005-09-03,2005,1,regular,Florida Atlantic,Sun Belt,Kansas,Big 12,19,30,FALSE,FALSE,Memorial Stadium,
2005-09-03,2005,1,regular,Concord University,,Liberty,Big South,6,17,FALSE,FALSE,Williams Stadium (VA),
2005-09-03,2005,1,regular,Lafayette,Patriot,Marist,Metro Atlantic Athletic,40,21,FALSE,FALSE,Leonidoff Field,
2005-09-03,2005,1,regular,Charleston Southern,Big South,The Citadel,Southern,14,28,FALSE,FALSE,Johnson Hagood Stadium,
2005-09-03,2005,1,regular,Cal Poly,Great West,Troy,Sun Belt,10,27,FALSE,FALSE,Veterans Memorial Stadium (AL),
2005-09-03,2005,1,regular,Valparaiso,Pioneer,Wisconsin-Lutheran,,17,3,TRUE,FALSE,,
2005-09-03,2005,1,regular,Georgetown College Kentucky,,Wofford,Southern,24,34,FALSE,FALSE,Gibbs Stadium,
2005-09-03,2005,1,regular,Western Colorado,,Weber State,Big Sky,0,61,FALSE,FALSE,Stewart Stadium,
2005-09-04,2005,1,regular,Notre Dame,FBS Independents,Pittsburgh,Big East,42,21,FALSE,FALSE,Acrisure Stadium,
2005-09-04,2005,1,regular,Texas A&M,Big 12,Clemson,ACC,24,25,FALSE,FALSE,"Memorial Stadium (Clemson, SC)",
2005-09-04,2005,1,regular,Baylor,Big 12,SMU,Conference USA,28,23,FALSE,FALSE,Gerald J. Ford Stadium,
2005-09-04,2005,1,regular,Wisconsin-Lacrosse,,South Dakota State,Great West,13,42,TRUE,FALSE,Coughlin-Alumni Stadium,
2005-09-04,2005,1,regular,Georgia Tech,ACC,Auburn,SEC,23,14,FALSE,FALSE,Jordan-Hare Stadium,
2005-09-04,2005,1,regular,New Hampshire,Atlantic 10,UC Davis,Great West,17,13,FALSE,FALSE,Aggie Stadium,
2005-09-04,2005,1,regular,Azusa Pacific,,San Diego,Pioneer,6,30,FALSE,FALSE,Torero Stadium,
2005-09-04,2005,1,regular,UCLA,Pac-10,San Diego State,Mountain West,44,21,FALSE,TRUE,Qualcomm Stadium,
2005-09-04,2005,1,regular,UTEP,Conference USA,New Mexico State,Western Athletic,34,17,FALSE,FALSE,Aggie Memorial Stadium,
2005-09-04,2005,1,regular,West Virginia,Big East,Syracuse,Big East,15,7,FALSE,TRUE,JMA Wireless Dome,
2005-09-04,2005,1,regular,Louisville,Big East,Kentucky,SEC,31,24,FALSE,FALSE,Kroger Field,
2005-09-04,2005,1,regular,Virginia Tech,ACC,NC State,ACC,20,16,FALSE,TRUE,Carter-Finley Stadium,
2005-09-05,2005,1,regular,UNLV,Mountain West,New Mexico,Mountain West,22,24,FALSE,TRUE,University Stadium (NM),
2005-09-05,2005,1,regular,Ole Miss,SEC,Memphis,Conference USA,10,6,FALSE,FALSE,Simmons Bank Liberty Stadium,
2005-09-06,2005,1,regular,Miami,ACC,Florida State,ACC,7,10,FALSE,TRUE,Doak Campbell Stadium,
2005-09-08,2005,2,regular,Oklahoma State,Big 12,Florida Atlantic,Sun Belt,23,3,FALSE,FALSE,Hard Rock Stadium,
2005-09-09,2005,2,regular,Lambuth,,Tennessee Tech,OVC,10,52,FALSE,FALSE,Tucker Stadium,
2005-09-09,2005,2,regular,Northern Colorado,Great West,Western Illinois,MVFC,23,28,FALSE,FALSE,Hanson Field,
2005-09-10,2005,2,regular,Pittsburgh,Big East,Ohio,Mid-American,10,16,FALSE,FALSE,Peden Stadium,
2005-09-10,2005,2,regular,Washington State,Pac-10,Nevada,Western Athletic,55,21,FALSE,FALSE,Mackay Stadium,
2005-09-10,2005,2,regular,Kansas State,Big 12,Marshall,Conference USA,21,19,FALSE,FALSE,Joan C. Edwards Stadium,
2005-09-10,2005,2,regular,St. Francis (PA),NEC,St. Peter's,Metro Atlantic Athletic,22,25,TRUE,FALSE,,
2005-09-10,2005,2,regular,Clemson,ACC,Maryland,ACC,28,24,FALSE,TRUE,SECU Stadium,
2005-09-10,2005,2,regular,Notre Dame,FBS Independents,Michigan,Big Ten,17,10,FALSE,FALSE,Michigan Stadium,
2005-09-10,2005,2,regular,Virginia Tech,ACC,Duke,ACC,45,0,FALSE,TRUE,Wallace Wade Stadium,
2005-09-10,2005,2,regular,Cincinnati,Big East,Penn State,Big Ten,24,42,FALSE,FALSE,Beaver Stadium,
2005-09-10,2005,2,regular,Temple,FBS Independents,Wisconsin,Big Ten,0,65,FALSE,FALSE,Camp Randall Stadium,
2005-09-10,2005,2,regular,Mississippi State,SEC,Auburn,SEC,0,28,FALSE,TRUE,Jordan-Hare Stadium,
2005-09-10,2005,2,regular,Army,FBS Independents,Boston College,ACC,7,44,FALSE,FALSE,"Alumni Stadium (Chestnut Hill, MA)",
2005-09-10,2005,2,regular,Tulsa,Conference USA,Oklahoma,Big 12,15,31,FALSE,FALSE,"Memorial Stadium (Norman, OK)",
2005-09-10,2005,2,regular,Liberty,Big South,UConn,Big East,0,59,FALSE,FALSE,Pratt & Whitney Stadium,
2005-09-10,2005,2,regular,Georgetown,Patriot,Holy Cross,Patriot,6,48,FALSE,TRUE,Fitton Field,
2005-09-10,2005,2,regular,Wagner,NEC,Iona,Metro Atlantic Athletic,14,0,TRUE,FALSE,,
2005-09-10,2005,2,regular,Richmond,Atlantic 10,Lafayette,Patriot,0,7,FALSE,FALSE,Fisher Field,
2005-09-10,2005,2,regular,Massachusetts,Atlantic 10,Colgate,Patriot,14,17,FALSE,FALSE,Andy Kerr Stadium,
2005-09-10,2005,2,regular,Wittenberg,,Dayton,Pioneer,23,41,FALSE,FALSE,Welcome Stadium,
2005-09-10,2005,2,regular,Fordham,Patriot,Duquesne,Metro Atlantic Athletic,13,30,FALSE,FALSE,Arthur J. Rooney Athletic Field,
2005-09-10,2005,2,regular,Monmouth,NEC,La Salle,Metro Atlantic Athletic,65,27,TRUE,FALSE,,
2005-09-10,2005,2,regular,Akron,Mid-American,Purdue,Big Ten,24,49,FALSE,FALSE,Ross-Ade Stadium,
2005-09-10,2005,2,regular,Marist,Metro Atlantic Athletic,Sacred Heart,NEC,22,20,FALSE,FALSE,Campus Field,
2005-09-10,2005,2,regular,William & Mary,Atlantic 10,VMI,Big South,41,7,FALSE,FALSE,Alumni Memorial Field,
2005-09-10,2005,2,regular,Butler,Pioneer,Tiffin,,7,30,TRUE,FALSE,,
2005-09-10,2005,2,regular,Presbyterian,FCS Independents,Charleston Southern,Big South,42,0,TRUE,FALSE,,
2005-09-10,2005,2,regular,Colorado State,Mountain West,Minnesota,Big Ten,24,56,FALSE,TRUE,,
2005-09-10,2005,2,regular,Central Michigan,Mid-American,Miami (OH),Mid-American,38,37,FALSE,TRUE,Yager Stadium,
2005-09-10,2005,2,regular,University Of St Francis IN,,Indiana State,MVFC,42,10,FALSE,FALSE,Memorial Stadium,
2005-09-10,2005,2,regular,San José State,Western Athletic,Illinois,Big Ten,19,40,FALSE,FALSE,"Memorial Stadium (Champaign, IL)",
2005-09-10,2005,2,regular,San Diego State,Mountain West,Air Force,Mountain West,29,41,FALSE,TRUE,Falcon Stadium,
2005-09-10,2005,2,regular,Stephen F. Austin,Southland,Montana State,Big Sky,6,42,FALSE,FALSE,Bobcat Stadium,
2005-09-10,2005,2,regular,Eastern Illinois,OVC,BYU,Mountain West,10,45,FALSE,FALSE,LaVell Edwards Stadium,
2005-09-10,2005,2,regular,UL Monroe,Sun Belt,Wyoming,Mountain West,0,38,FALSE,FALSE,,
2005-09-10,2005,2,regular,North Carolina,ACC,Georgia Tech,ACC,21,27,FALSE,TRUE,Bobby Dodd Stadium,
2005-09-10,2005,2,regular,Iowa,Big Ten,Iowa State,Big 12,3,23,FALSE,FALSE,Jack Trice Stadium,
2005-09-10,2005,2,regular,Hawai'i,Western Athletic,Michigan State,Big Ten,14,42,FALSE,FALSE,Spartan Stadium,
2005-09-10,2005,2,regular,Villanova,Atlantic 10,Rutgers,Big East,6,38,TRUE,FALSE,High Point Solutions Stadium,
2005-09-10,2005,2,regular,Buffalo,Mid-American,Syracuse,Big East,0,31,FALSE,FALSE,JMA Wireless Dome,
2005-09-10,2005,2,regular,California,Pac-10,Washington,Pac-10,56,17,FALSE,TRUE,,
2005-09-10,2005,2,regular,Montana,Big Sky,Oregon,Pac-10,14,47,FALSE,FALSE,Autzen Stadium,
2005-09-10,2005,2,regular,Northern Illinois,Mid-American,Northwestern,Big Ten,37,38,FALSE,FALSE,Ryan Field,
2005-09-10,2005,2,regular,Southeast Missouri State,OVC,Kent State,Mid-American,12,33,FALSE,FALSE,Dix Stadium,
2005-09-10,2005,2,regular,Northeastern,Atlantic 10,Youngstown State,MVFC,16,35,FALSE,FALSE,Stambaugh Stadium,
2005-09-10,2005,2,regular,Southern Oregon,,San Diego,Pioneer,0,51,FALSE,FALSE,Torero Stadium,
2005-09-10,2005,2,regular,Nicholls,Southland,Indiana,Big Ten,31,35,FALSE,FALSE,"Memorial Stadium (Bloomington, IN)",
2005-09-10,2005,2,regular,Rhode Island,Atlantic 10,Central Connecticut,NEC,56,10,FALSE,FALSE,Arute Field,
2005-09-10,2005,2,regular,Alcorn State,SWAC,SE Louisiana,Southland,21,48,FALSE,FALSE,Strawberry Stadium,
2005-09-10,2005,2,regular,South Carolina,SEC,Georgia,SEC,15,17,FALSE,TRUE,Sanford Stadium,
2005-09-10,2005,2,regular,Louisiana Tech,Western Athletic,Florida,SEC,3,41,FALSE,FALSE,Ben Hill Griffin Stadium,
2005-09-10,2005,2,regular,Idaho State,Big Sky,Kentucky,SEC,29,41,FALSE,FALSE,Kroger Field,
2005-09-10,2005,2,regular,Lock Haven University,,Towson,Atlantic 10,0,70,FALSE,FALSE,Johnny Unitas Stadium,
2005-09-10,2005,2,regular,Wofford,Southern,West Virginia,Big East,7,35,FALSE,FALSE,Milan Puskar Stadium,
2005-09-10,2005,2,regular,McNeese,Southland,Georgia Southern,Southern,23,20,FALSE,FALSE,Allen E. Paulson Stadium,
2005-09-10,2005,2,regular,William Penn,,Maine,Atlantic 10,0,28,FALSE,FALSE,Alfond Stadium,
2005-09-10,2005,2,regular,Hofstra,Atlantic 10,UAlbany,NEC,36,7,TRUE,FALSE,University Field (NY),
2005-09-10,2005,2,regular,Louisiana,Sun Belt,Eastern Michigan,Mid-American,10,31,FALSE,FALSE,Rynearson Stadium,
2005-09-10,2005,2,regular,Belhaven,,Gardner-Webb,Big South,7,54,FALSE,FALSE,Ernest W. Spangler Stadium,
2005-09-10,2005,2,regular,Stanford,Pac-10,Navy,FBS Independents,41,38,FALSE,FALSE,Navy-Marine Corps Memorial Stadium,
2005-09-10,2005,2,regular,Elon,Southern,Savannah St,FCS Independents,48,14,FALSE,FALSE,Ted Wright Stadium,
2005-09-10,2005,2,regular,Bucknell,Patriot,Stony Brook,NEC,18,21,FALSE,FALSE,Kenneth P. LaValle Stadium,
2005-09-10,2005,2,regular,Furman,Southern,Western Carolina,Southern,21,41,FALSE,TRUE,E. J. Whitmire Stadium,
2005-09-10,2005,2,regular,Boise State,Western Athletic,Oregon State,Pac-10,27,30,FALSE,FALSE,Reser Stadium,
2005-09-10,2005,2,regular,The Citadel,Southern,Florida State,ACC,10,62,FALSE,FALSE,Doak Campbell Stadium,
2005-09-10,2005,2,regular,Vanderbilt,SEC,Arkansas,SEC,28,24,FALSE,TRUE,Razorback Stadium,
2005-09-10,2005,2,regular,Lehigh,Patriot,Delaware,Atlantic 10,33,34,TRUE,FALSE,,
2005-09-10,2005,2,regular,Chattanooga,Southern,Jacksonville State,OVC,21,18,FALSE,FALSE,AmFirst Stadium,
2005-09-10,2005,2,regular,Florida A&M,MEAC,South Florida,Big East,3,37,FALSE,FALSE,Raymond James Stadium,
2005-09-10,2005,2,regular,Union College,,Southern Illinois,MVFC,7,82,TRUE,FALSE,,
2005-09-10,2005,2,regular,New Mexico,Mountain West,Missouri,Big 12,45,35,FALSE,FALSE,Memorial Stadium,
2005-09-10,2005,2,regular,Wake Forest,ACC,Nebraska,Big 12,3,31,FALSE,FALSE,"Memorial Stadium (Lincoln, NE)",
2005-09-10,2005,2,regular,Samford,OVC,Baylor,Big 12,14,48,TRUE,FALSE,Floyd Casey Stadium,
2005-09-10,2005,2,regular,Sam Houston,Southland,Houston,Conference USA,10,31,TRUE,FALSE,Robertson Stadium,
2005-09-10,2005,2,regular,James Madison,Atlantic 10,Coastal Carolina,Big South,27,31,FALSE,FALSE,Brooks Stadium (SC),
2005-09-10,2005,2,regular,Southern Utah,Great West,Texas State,Southland,0,34,TRUE,FALSE,Bobcat Stadium,
2005-09-10,2005,2,regular,UT Martin,OVC,Arkansas State,Sun Belt,7,56,TRUE,FALSE,,
2005-09-10,2005,2,regular,Cumberland (TN),,Austin Peay,Pioneer,15,24,FALSE,FALSE,Governors Stadium,
2005-09-10,2005,2,regular,Greensboro College,,Davidson,Pioneer,7,32,FALSE,FALSE,Richardson Stadium,
2005-09-10,2005,2,regular,Tennessee State,OVC,Jackson State,SWAC,20,14,TRUE,FALSE,Simmons Bank Liberty Stadium,
2005-09-10,2005,2,regular,App State,Southern,Kansas,Big 12,8,36,FALSE,FALSE,Memorial Stadium,
2005-09-10,2005,2,regular,North Texas,Sun Belt,Middle Tennessee,Sun Belt,14,7,FALSE,TRUE,"Johnny ""Red"" Floyd Stadium",
2005-09-10,2005,2,regular,Newberry,,Morehead State,Pioneer,33,35,FALSE,FALSE,Jayne Stadium,
2005-09-10,2005,2,regular,North Dakota State,Great West,Northwestern State,Southland,35,7,FALSE,FALSE,Harry Turpin Stadium,
2005-09-10,2005,2,regular,Quincy,,Missouri State,MVFC,14,51,FALSE,FALSE,Plaster Sports Complex,
2005-09-10,2005,2,regular,Florida International,Sun Belt,Texas Tech,Big 12,3,56,FALSE,FALSE,Jones AT&T Stadium,
2005-09-10,2005,2,regular,Western Michigan,Mid-American,Toledo,Mid-American,23,56,FALSE,TRUE,Glass Bowl,
2005-09-10,2005,2,regular,Eastern Kentucky,OVC,Western Kentucky,MVFC,21,23,FALSE,FALSE,Houchens Industries-L.T. Smith Stadium,
2005-09-10,2005,2,regular,Drake,Pioneer,Illinois State,MVFC,19,56,FALSE,FALSE,Hancock Stadium,
2005-09-10,2005,2,regular,Southern Miss,Conference USA,Alabama,SEC,21,30,FALSE,FALSE,Bryant-Denny Stadium,
2005-09-11,2005,2,regular,Texas,Big 12,Ohio State,Big Ten,25,22,FALSE,FALSE,Ohio Stadium,
2005-09-11,2005,2,regular,Utah State,Western Athletic,Utah,Mountain West,7,31,FALSE,FALSE,Rice-Eccles Stadium,
2005-09-11,2005,2,regular,Bowling Green,Mid-American,Ball State,Mid-American,40,31,FALSE,TRUE,Scheumann Stadium,
2005-09-11,2005,2,regular,Valparaiso,Pioneer,South Dakota State,Great West,6,69,TRUE,FALSE,Coughlin-Alumni Stadium,
2005-09-11,2005,2,regular,UAB,Conference USA,Troy,Sun Belt,27,7,FALSE,FALSE,Veterans Memorial Stadium (AL),
2005-09-11,2005,2,regular,Minnesota Duluth,,Northern Iowa,MVFC,14,49,FALSE,FALSE,UNI-Dome,
2005-09-11,2005,2,regular,Sacramento State,Big Sky,Cal Poly,Great West,13,37,FALSE,FALSE,Alex G. Spanos Stadium,
2005-09-11,2005,2,regular,LSU,SEC,Arizona State,Pac-10,35,31,FALSE,FALSE,Mountain America Stadium,
2005-09-11,2005,2,regular,Portland State,Big Sky,UC Davis,Great West,14,12,FALSE,FALSE,Aggie Stadium,
2005-09-11,2005,2,regular,TCU,Mountain West,SMU,Conference USA,10,21,FALSE,FALSE,Gerald J. Ford Stadium,
2005-09-11,2005,2,regular,Northern Arizona,Big Sky,Arizona,Pac-10,12,31,FALSE,FALSE,Arizona Stadium,
2005-09-11,2005,2,regular,Rice,Conference USA,UCLA,Pac-10,21,63,FALSE,FALSE,Rose Bowl,
2005-09-11,2005,2,regular,New Mexico State,Western Athletic,Colorado,Big 12,0,39,FALSE,FALSE,Folsom Field,
2005-09-11,2005,2,regular,Weber State,Big Sky,Fresno State,Western Athletic,17,55,FALSE,FALSE,Valley Children's Stadium,
2005-09-11,2005,2,regular,Idaho,Western Athletic,UNLV,Mountain West,31,34,FALSE,FALSE,Sam Boyd Stadium,
2005-09-15,2005,3,regular,Wagner,NEC,St. Peter's,Metro Atlantic Athletic,52,25,TRUE,FALSE,,
2005-09-15,2005,3,regular,Hampton,MEAC,North Carolina A&T,MEAC,31,14,TRUE,TRUE,Aggie Memorial Stadium,
2005-09-15,2005,3,regular,Utah,Mountain West,TCU,Mountain West,20,23,FALSE,TRUE,Amon G. Carter Stadium,
2005-09-17,2005,3,regular,Houston,Conference USA,UTEP,Conference USA,41,44,FALSE,TRUE,Sun Bowl,
2005-09-17,2005,3,regular,Oregon State,Pac-10,Louisville,Big East,27,63,FALSE,FALSE,L&N Federal Credit Union Stadium,
2005-09-17,2005,3,regular,West Virginia,Big East,Maryland,ACC,31,19,FALSE,FALSE,SECU Stadium,
2005-09-17,2005,3,regular,Eastern Michigan,Mid-American,Michigan,Big Ten,0,55,FALSE,FALSE,Michigan Stadium,
2005-09-17,2005,3,regular,Virginia,ACC,Syracuse,Big East,27,24,FALSE,FALSE,JMA Wireless Dome,
2005-09-17,2005,3,regular,William & Mary,Atlantic 10,Rhode Island,Atlantic 10,29,48,FALSE,TRUE,Meade Stadium,
2005-09-17,2005,3,regular,William & Mary,Atlantic 10,Rhodes College,,29,48,TRUE,FALSE,Meade Stadium,
2005-09-17,2005,3,regular,Butler,Pioneer,Robert Morris,NEC,13,49,FALSE,FALSE,Joe Walton Stadium,
