--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
69,Wednesday Jun 19,boxscore,CLE,,BOS,W,11,4,,45-24,1,up 4.0,Hershiser,Gordon,,2:46,N,42276,.95,++,
70,Thursday Jun 20,boxscore,CLE,,BOS,W-wo,5,4,,46-24,1,up 5.0,Shuey,Stanton,,2:46,N,42306,.85,+++,
71,Friday Jun 21 (1),boxscore,CLE,,NYY,L,7,8,10,46-25,1,up 4.5,Nelson,Mesa,Wetteland,3:56,D,42176,.78,-,1996-04-04 (Rain)
72,Friday Jun 21 (2),boxscore,CLE,,NYY,L,3,9,,46-26,1,up 4.5,Mendoza,Tavárez,,3:00,N,42454,.89,--,
73,Saturday Jun 22,boxscore,CLE,,NYY,L,9,11,,46-27,1,up 4.5,Brewer,Martínez,Wetteland,4:10,D,42461,.99,---,
74,Sunday Jun 23,boxscore,CLE,,NYY,L,5,6,,46-28,1,up 3.5,Gooden,McDowell,Wetteland,3:16,D,41767,1.06,----,
75,Tuesday Jun 25,boxscore,CLE,@,BOS,W,4,0,,47-28,1,up 3.5,Hershiser,Gordon,,2:55,N,33576,1.12,+,
76,Wednesday Jun 26,boxscore,CLE,@,BOS,L-wo,4,6,15,47-29,1,up 3.0,Garcés,Embree,,5:14,N,33727,1.01,-,
77,Thursday Jun 27,boxscore,CLE,@,CHW,L,10,15,,47-30,1,up 2.0,Fernandez,Swindell,,3:21,N,27782,1.35,--,
78,Friday Jun 28,boxscore,CLE,@,CHW,L,2,4,,47-31,1,up 1.0,Baldwin,Tavárez,Hernández,3:24,N,33136,1.48,---,
79,Saturday Jun 29,boxscore,CLE,@,CHW,W,3,2,10,48-31,1,up 2.0,Shuey,Karchner,,3:30,N,43601,1.62,+,
80,Sunday Jun 30,boxscore,CLE,@,CHW,W,4,2,,49-31,1,up 3.0,Hershiser,Tapani,Mesa,2:40,N,30351,1.50,++,
81,Monday Jul 1,boxscore,CLE,,KCR,L,2,4,,49-32,1,up 3.0,Haney,Nagy,,2:23,N,40814,1.09,-,
82,Tuesday Jul 2,boxscore,CLE,,KCR,W-wo,3,2,,50-32,1,up 3.0,Poole,Belcher,,2:30,N,42283,1.19,+,
83,Wednesday Jul 3,boxscore,CLE,,KCR,W,6,4,,51-32,1,up 4.0,Tavárez,Magnante,Shuey,2:40,N,42470,1.16,++,
84,Thursday Jul 4,boxscore,CLE,,CHW,L,5,6,10,51-33,1,up 3.0,Karchner,Mesa,Hernández,3:32,D,42355,1.31,-,
85,Friday Jul 5,boxscore,CLE,,CHW,L,0,7,,51-34,1,up 2.0,Álvarez,Hershiser,,3:05,N,42536,1.43,--,
86,Saturday Jul 6,boxscore,CLE,,CHW,L,2,3,,51-35,1,up 1.0,Karchner,Shuey,Hernández,2:35,D,42454,1.61,---,
87,Sunday Jul 7,boxscore,CLE,,CHW,W,6,1,,52-35,1,up 2.0,Ogea,Fernandez,Assenmacher,2:40,D,42343,1.80,+,
88,Thursday Jul 11,boxscore,CLE,@,MIN,W,11,7,,53-35,1,up 3.0,McDowell,Radke,,3:09,N,16438,1.33,++,
89,Friday Jul 12,boxscore,CLE,@,MIN,W,7,5,,54-35,1,up 3.0,Mesa,Stevens,Shuey,3:12,N,18246,1.18,+++,
90,Saturday Jul 13,boxscore,CLE,@,MIN,W,19,11,,55-35,1,up 3.0,Ogea,Aguilera,,3:38,N,31552,1.13,++++,
91,Sunday Jul 14,boxscore,CLE,@,MIN,L-wo,4,5,,55-36,1,up 2.0,Guardado,Plunk,,2:55,D,25312,.97,-,
92,Monday Jul 15,boxscore,CLE,@,KCR,L,3,6,,55-37,1,up 2.0,Magnante,Tavárez,Montgomery,2:54,N,22294,1.02,--,
93,Tuesday Jul 16,boxscore,CLE,@,KCR,W,10,4,,56-37,1,up 2.0,McDowell,Haney,,2:53,N,16871,1.10,+,
94,Wednesday Jul 17,boxscore,CLE,@,KCR,L,2,3,,56-38,1,up 2.0,Belcher,Hershiser,Montgomery,2:34,N,19532,1.01,-,
95,Thursday Jul 18,boxscore,CLE,,MIN,W-wo,5,4,,57-38,1,up 3.0,Graves,Guardado,,3:00,N,40934,1.18,+,
96,Friday Jul 19,boxscore,CLE,,MIN,L,2,3,,57-39,1,up 3.0,Rodriguez,Nagy,Naulty,3:02,N,42373,1.06,-,
97,Saturday Jul 20,boxscore,CLE,,MIN,W-wo,6,5,11,58-39,1,up 4.0,Shuey,Stevens,,3:59,D,43433,1.12,+,
98,Sunday Jul 21,boxscore,CLE,,MIN,W,7,5,,59-39,1,up 4.0,McDowell,Radke,Shuey,2:54,N,42341,.94,++,
99,Monday Jul 22,boxscore,CLE,@,TOR,W,4,2,,60-39,1,up 5.0,Hershiser,Hanson,Mesa,2:34,N,35517,.84,+++,
100,Tuesday Jul 23,boxscore,CLE,@,TOR,L,1,3,,60-40,1,up 5.0,Hentgen,Ogea,Timlin,2:21,N,35194,.71,-,
101,Wednesday Jul 24,boxscore,CLE,@,TOR,W,10,0,,61-40,1,up 6.0,Martínez,Janzen,,2:52,N,35218,.74,+,
102,Thursday Jul 25,boxscore,CLE,@,BAL,W,10,7,,62-40,1,up 7.0,Nagy,Coppinger,,3:19,N,47025,.65,++,
103,Friday Jul 26,boxscore,CLE,@,BAL,W,14,9,,63-40,1,up 7.0,Assenmacher,Mussina,,3:43,N,46751,.47,+++,
104,Saturday Jul 27,boxscore,CLE,@,BAL,L,2,14,,63-41,1,up 7.0,Wells,Hershiser,,3:03,D,47360,.42,-,
105,Sunday Jul 28,boxscore,CLE,@,BAL,W,6,3,13,64-41,1,up 7.0,Mesa,Stephenson,,4:27,D,46273,.46,+,
106,Tuesday Jul 30,boxscore,CLE,,TOR,L,1,3,,64-42,1,up 6.0,Flener,Martínez,Timlin,2:55,N,42355,.34,-,
107,Wednesday Jul 31,boxscore,CLE,,TOR,W-wo,4,2,,65-42,1,up 7.0,Assenmacher,Timlin,,3:18,N,42301,.48,+,
108,Thursday Aug 1,boxscore,CLE,,TOR,L,3,5,,65-43,1,up 6.0,Hanson,Lopez,Timlin,2:46,N,42249,.36,-,
109,Friday Aug 2,boxscore,CLE,,BAL,W,11,1,,66-43,1,up 6.0,Hershiser,Erickson,,2:50,N,42465,.51,+,
110,Saturday Aug 3,boxscore,CLE,,BAL,L,4,9,,66-44,1,up 5.0,Orosco,Ogea,,3:20,D,42448,.42,-,
111,Sunday Aug 4,boxscore,CLE,,BAL,W,14,2,,67-44,1,up 6.0,Anderson,Coppinger,,3:33,D,42349,.50,+,
112,Monday Aug 5,boxscore,CLE,,BAL,L,10,13,,67-45,1,up 5.0,Wells,Assenmacher,,3:54,N,40863,.39,-,
113,Tuesday Aug 6,boxscore,CLE,@,SEA,W,4,3,,68-45,1,up 6.0,Lopez,Wells,Mesa,3:07,N,31472,.58,+,
114,Wednesday Aug 7,boxscore,CLE,@,SEA,W,5,4,,69-45,1,up 6.0,Tavárez,Charlton,Mesa,3:04,N,30431,.41,++,
115,Thursday Aug 8,boxscore,CLE,@,SEA,W,2,1,,70-45,1,up 7.0,Ogea,Mulholland,Mesa,2:27,D,36822,.29,+++,
116,Friday Aug 9,boxscore,CLE,@,OAK,W,10,4,,71-45,1,up 7.0,McDowell,Telgheder,,3:01,N,20122,.17,++++,
117,Saturday Aug 10,boxscore,CLE,@,OAK,L,1,5,,71-46,1,up 7.0,Adams,Nagy,,2:35,D,30238,.13,-,
118,Sunday Aug 11,boxscore,CLE,@,OAK,L,3,9,,71-47,1,up 6.0,Wasdin,Lopez,,2:51,D,21914,.14,--,
119,Monday Aug 12,boxscore,CLE,@,CAL,W,5,4,,72-47,1,up 6.0,Hershiser,Finley,Mesa,3:02,N,19499,.19,+,
120,Tuesday Aug 13,boxscore,CLE,@,CAL,L,2,4,,72-48,1,up 5.0,Boskie,Ogea,Percival,2:46,N,19569,.11,-,
121,Wednesday Aug 14,boxscore,CLE,@,CAL,L,7,8,,72-49,1,up 5.0,Gohr,McDowell,Percival,3:27,N,23887,.18,--,
122,Friday Aug 16,boxscore,CLE,,DET,W-wo,3,1,12,73-49,1,up 6.5,Assenmacher,Lewis,,3:31,N,42485,.27,+,
123,Saturday Aug 17,boxscore,CLE,,DET,W,6,3,,74-49,1,up 6.5,Hershiser,Thompson,Mesa,2:54,D,42511,.22,++,
124,Sunday Aug 18,boxscore,CLE,,DET,W,11,3,,75-49,1,up 7.5,Ogea,Williams,,3:02,D,42337,.18,+++,
125,Monday Aug 19,boxscore,CLE,,TEX,L,3,10,,75-50,1,up 6.5,Pavlik,McDowell,,2:43,N,42393,.10,-,
126,Tuesday Aug 20,boxscore,CLE,,TEX,W,10,4,,76-50,1,up 7.5,Lopez,Witt,,3:01,N,42370,.14,+,
127,Wednesday Aug 21,boxscore,CLE,,TEX,L,8,10,10,76-51,1,up 7.5,Vosberg,Tavárez,,4:07,N,42345,.09,-,
128,Friday Aug 23,boxscore,CLE,,MIL,L,5,6,11,76-52,1,up 8.0,Jones,Mesa,Fetters,3:37,N,42405,.09,--,
129,Saturday Aug 24,boxscore,CLE,,MIL,L,3,4,10,76-53,1,up 8.0,Wickman,Plunk,Fetters,3:32,D,42437,.10,---,
130,Sunday Aug 25,boxscore,CLE,,MIL,W,8,5,,77-53,1,up 8.0,Shuey,Miranda,Mesa,3:04,D,42335,.14,+,
131,Monday Aug 26,boxscore,CLE,@,DET,W,2,1,,78-53,1,up 9.0,Nagy,Lira,,2:14,N,22349,.08,++,
132,Tuesday Aug 27,boxscore,CLE,@,DET,W,12,2,,79-53,1,up10.0,Lopez,Thompson,,3:27,N,19602,.04,+++,
133,Wednesday Aug 28,boxscore,CLE,@,DET,W,9,3,,80-53,1,up10.0,Hershiser,Sager,,3:14,D,21091,.02,++++,
134,Friday Aug 30,boxscore,CLE,@,TEX,L,3,5,,80-54,1,up 9.0,Pavlik,Ogea,Russell,2:49,N,40383,.01,-,
135,Saturday Aug 31,boxscore,CLE,@,TEX,L,3,6,,80-55,1,up 8.0,Oliver,McDowell,Vosberg,2:32,N,46319,.02,--,
136,Sunday Sep 1,boxscore,CLE,@,TEX,W,8,2,,81-55,1,up 8.0,Nagy,Burkett,,2:54,D,46084,.04,+,
137,Monday Sep 2,boxscore,CLE,@,MIL,L-wo,6,7,,81-56,1,up 8.0,Jones,Mesa,,3:29,D,18015,.02,-,
138,Tuesday Sep 3,boxscore,CLE,@,MIL,L,2,8,,81-57,1,up 7.0,Karl,Hershiser,,2:47,N,10599,.02,--,
139,Wednesday Sep 4,boxscore,CLE,@,MIL,W,7,0,,82-57,1,up 7.0,Ogea,D'Amico,,2:36,N,12666,.04,+,
140,Sunday Sep 8 (1),boxscore,CLE,,SEA,W,2,1,,83-57,1,up 6.5,Nagy,Mulholland,,2:26,D,42307,.02,++,1996-09-06 (Rain)
