--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
112,Wednesday Aug 7,boxscore,SFG,,CIN,W,9,2,,47-65,4,12.0,Gardner,Jarvis,,2:24,D,15829,.01,+,
113,Thursday Aug 8,boxscore,SFG,@,STL,W,5,3,10,48-65,4,12.0,Poole,Honeycutt,Beck,3:17,N,34844,.01,++,
114,Friday Aug 9,boxscore,SFG,@,STL,W,8,6,,49-65,4,12.0,Fernández,Morgan,Beck,3:17,N,30118,.02,+++,
115,Saturday Aug 10,boxscore,SFG,@,STL,L,1,7,,49-66,4,13.0,Benes,VanLandingham,,2:26,N,49344,.02,-,
116,Sunday Aug 11,boxscore,SFG,@,STL,L,3,5,,49-67,4,14.0,Osborne,Watson,Eckersley,2:31,D,30139,.01,--,
117,Tuesday Aug 13,boxscore,SFG,@,PIT,W,12,10,,50-67,4,13.0,Dewey,Plesac,Beck,3:35,N,11378,.01,+,
118,Wednesday Aug 14,boxscore,SFG,@,PIT,L,3,4,,50-68,4,13.0,Peters,Estes,Ericks,2:44,N,20340,.01,-,
119,Friday Aug 16,boxscore,SFG,@,PHI,W,6,4,,51-68,4,12.5,VanLandingham,Williams,Beck,3:01,N,20163,.00,+,
120,Saturday Aug 17,boxscore,SFG,@,PHI,W,8,4,,52-68,4,12.5,Watson,Hunter,Beck,3:11,N,24522,.01,++,
121,Sunday Aug 18,boxscore,SFG,@,PHI,L,6,7,,52-69,4,12.5,Borland,Gardner,Bottalico,2:53,D,24480,.01,-,
122,Monday Aug 19,boxscore,SFG,,NYM,W,5,4,,53-69,4,12.5,Scott,Harnisch,Beck,2:52,N,11565,.01,+,
123,Tuesday Aug 20,boxscore,SFG,,NYM,L,3,7,,53-70,4,13.5,Jones,Fernández,Franco,2:51,D,10885,.01,-,
124,Wednesday Aug 21,boxscore,SFG,,NYM,W,12,11,,54-70,4,13.5,Dewey,Person,Beck,2:58,D,11473,.00,+,
125,Thursday Aug 22,boxscore,SFG,,MON,L,4,5,,54-71,4,14.0,Fassero,Bautista,Rojas,2:58,N,14744,.00,-,
126,Friday Aug 23,boxscore,SFG,,MON,L,8,10,,54-72,4,14.0,Daal,Creek,Rojas,3:23,N,18739,.00,--,
127,Saturday Aug 24,boxscore,SFG,,MON,L,0,3,,54-73,4,15.0,Martínez,Estes,Rojas,2:35,D,22710,.00,---,
128,Sunday Aug 25,boxscore,SFG,,MON,W,7,2,,55-73,4,15.0,Fernández,Cormier,,2:23,D,24349,.00,+,
129,Monday Aug 26,boxscore,SFG,,PHI,W,1,0,,56-73,4,14.5,VanLandingham,Schilling,Beck,2:17,D,8640,.00,++,
130,Tuesday Aug 27,boxscore,SFG,,PHI,L,2,3,,56-74,4,15.5,Williams,Bautista,Bottalico,3:02,D,9549,.00,-,
131,Wednesday Aug 28,boxscore,SFG,,PHI,W,7,6,,57-74,4,15.5,Dewey,Jordan,Beck,2:49,N,16223,.00,+,
132,Friday Aug 30,boxscore,SFG,@,NYM,W,6,4,,58-74,4,16.0,Estes,Harnisch,Beck,2:34,N,17581,.00,++,
133,Saturday Aug 31,boxscore,SFG,@,NYM,L,2,7,,58-75,4,16.0,Person,Scott,Henry,2:59,D,23636,.00,-,
134,Sunday Sep 1,boxscore,SFG,@,NYM,L-wo,5,6,10,58-76,4,16.0,Franco,Beck,,3:37,D,40643,.00,--,
135,Monday Sep 2,boxscore,SFG,@,MON,L-wo,3,4,11,58-77,4,17.0,Manuel,Beck,,4:27,D,26689,.00,---,
136,Tuesday Sep 3,boxscore,SFG,@,MON,L,2,9,,58-78,4,17.0,Martínez,Gardner,,2:44,N,20168,.00,----,
137,Wednesday Sep 4,boxscore,SFG,@,MON,L,0,6,,58-79,4,18.0,Paniagua,Estes,,2:23,N,20317,.00,-----,
138,Friday Sep 6 (1),boxscore,SFG,@,CIN,W,2,0,,59-79,4,17.5,Fernández,Smiley,Beck,2:15,N,,.00,+,1996-06-06 (Rain)
139,Friday Sep 6 (2),boxscore,SFG,@,CIN,L,1,14,,59-80,4,17.5,Morgan,Bourgeois,,2:57,N,23091,.00,-,
140,Saturday Sep 7,boxscore,SFG,@,CIN,L,5,7,,59-81,4,18.5,Salkeld,Scott,Brantley,3:06,D,22790,.00,--,
141,Sunday Sep 8,boxscore,SFG,@,CIN,L,3,8,,59-82,4,18.5,Shaw,Bautista,,2:52,D,20838,.00,---,
142,Monday Sep 9,boxscore,SFG,,STL,L,2,6,,59-83,4,19.5,Benes,Gardner,,3:03,N,10307,.00,----,
143,Tuesday Sep 10,boxscore,SFG,,STL,L,0,1,,59-84,4,20.5,Petkovsek,Rueter,Eckersley,2:32,D,8770,.00,-----,
144,Wednesday Sep 11,boxscore,SFG,,STL,W,4,2,,60-84,4,20.5,Scott,Benes,Beck,2:54,D,9673,.00,+,
145,Thursday Sep 12,boxscore,SFG,,PIT,L,4,10,,60-85,4,21.5,Schmidt,Dewey,Boever,3:13,N,8214,.00,-,
146,Friday Sep 13,boxscore,SFG,,PIT,L,0,9,,60-86,4,21.5,Loaiza,VanLandingham,,2:34,N,9888,.00,--,
147,Saturday Sep 14,boxscore,SFG,,PIT,L,5,7,12,60-87,4,22.5,Ericks,Hook,Boever,3:49,D,15685,.00,---,
148,Sunday Sep 15 (1),boxscore,SFG,,PIT,L,1,4,,60-88,4,24.0,Lieber,Rueter,Ruebel,2:24,D,,.00,----,1996-08-15 (Rain; Site change)
149,Sunday Sep 15 (2),boxscore,SFG,,PIT,L,9,11,10,60-89,4,24.0,Wilkins,Poole,,3:38,D,21998,.00,-----,
150,Monday Sep 16,boxscore,SFG,,SDP,L,1,2,11,60-90,4,25.0,Hoffman,Beck,,3:10,N,8853,.00,------,
151,Tuesday Sep 17,boxscore,SFG,,SDP,W,9,7,,61-90,4,25.0,Poole,Veras,Beck,3:15,N,12737,.00,+,
152,Wednesday Sep 18,boxscore,SFG,,SDP,L,5,8,,61-91,4,25.0,Bochtler,DeLucia,Hoffman,3:31,D,11996,.00,-,
153,Thursday Sep 19,boxscore,SFG,,COL,W,11,4,,62-91,4,25.0,VanLandingham,Ritz,,3:16,N,10994,.00,+,
154,Friday Sep 20,boxscore,SFG,,COL,W,6,2,,63-91,4,24.0,Gardner,Thompson,,2:15,N,15734,.00,++,
155,Saturday Sep 21,boxscore,SFG,,COL,W,6,2,,64-91,4,24.0,Rueter,Wright,,2:50,D,30002,.00,+++,
156,Sunday Sep 22,boxscore,SFG,,COL,W,7,3,,65-91,4,23.0,Soderstrom,Nied,,2:40,D,30826,.00,++++,
157,Tuesday Sep 24,boxscore,SFG,@,LAD,L,2,6,,65-92,4,24.0,Martínez,Watson,,2:43,N,37448,.00,-,
158,Wednesday Sep 25,boxscore,SFG,@,LAD,L,5,7,,65-93,4,25.0,Radinsky,DeLucia,Worrell,3:06,N,42405,.00,--,
159,Thursday Sep 26,boxscore,SFG,@,LAD,W,6,1,,66-93,4,24.0,Gardner,Candiotti,,2:21,N,38893,.00,+,
160,Friday Sep 27,boxscore,SFG,@,COL,W,9,3,,67-93,4,23.0,Soderstrom,Nied,,2:54,N,48009,.00,++,
161,Saturday Sep 28,boxscore,SFG,@,COL,W,8,5,,68-93,4,22.0,Carlson,Burke,Beck,2:40,D,48042,.00,+++,
162,Sunday Sep 29,boxscore,SFG,@,COL,L,3,12,,68-94,4,23.0,Ritz,Watson,,2:38,D,48162,.00,-,
