--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
146,Wednesday Sep 11,boxscore,STL,@,SFG,L,2,4,,79-67,1,up 2.5,Scott,Benes,Beck,2:54,D,9673,2.26,-,
147,Thursday Sep 12,boxscore,STL,@,LAD,L,1,4,,79-68,1,up 1.5,Nomo,Osborne,Osuna,2:48,N,34191,2.30,--,
148,Friday Sep 13,boxscore,STL,@,LAD,W,2,0,,80-68,1,up 2.5,Batchelor,Guthrie,Eckersley,3:14,N,36657,2.89,+,
149,Saturday Sep 14,boxscore,STL,@,LAD,L,5,9,,80-69,1,up 2.5,Martínez,Benes,,3:10,N,44548,2.38,-,
150,Sunday Sep 15,boxscore,STL,@,LAD,L,5,6,,80-70,1,up 2.5,Radinsky,Eckersley,Worrell,3:10,D,35803,2.31,--,
151,Tuesday Sep 17,boxscore,STL,,CHC,W,5,3,,81-70,1,up 3.5,Osborne,Patterson,Mathews,2:55,N,29612,2.61,+,
152,Wednesday Sep 18,boxscore,STL,,CHC,W,5,3,,82-70,1,up 4.5,Stottlemyre,Trachsel,Eckersley,2:56,N,32843,1.56,++,
153,Thursday Sep 19,boxscore,STL,,CHC,W-wo,5,4,13,83-70,1,up 5.0,Bailey,Campbell,,4:19,N,34923,.66,+++,
154,Friday Sep 20,boxscore,STL,@,CIN,L,2,4,,83-71,1,up 5.0,Burba,Benes,Brantley,2:42,N,23496,.31,-,
155,Sunday Sep 22 (1),boxscore,STL,@,CIN,L,3,6,,83-72,1,up 5.0,Shaw,Mathews,Brantley,2:42,D,,.07,--,1996-09-21 (Rain)
156,Sunday Sep 22 (2),boxscore,STL,@,CIN,L,0,6,,83-73,1,up 5.0,Smiley,Jackson,,1:56,D,38225,.27,---,
157,Monday Sep 23,boxscore,STL,@,CIN,W,3,2,,84-73,1,up 5.5,Stottlemyre,Morgan,Eckersley,2:37,N,17313,.34,+,
158,Tuesday Sep 24,boxscore,STL,@,PIT,W,7,1,,85-73,1,up 6.5,Benes,Loaiza,,3:00,N,8611,.01,++,
159,Wednesday Sep 25,boxscore,STL,@,PIT,W,8,7,11,86-73,1,up 6.5,Bailey,Miceli,Mathews,3:42,N,20022,.00,+++,
160,Friday Sep 27,boxscore,STL,,CIN,W-wo,2,1,11,87-73,1,up 7.0,Batchelor,Shaw,,2:44,N,39730,.00,++++,
161,Saturday Sep 28,boxscore,STL,,CIN,W,5,2,,88-73,1,up 7.0,Jackson,Morgan,Honeycutt,2:40,D,52876,.00,+++++,
162,Sunday Sep 29,boxscore,STL,,CIN,L,3,6,,88-74,1,up 6.0,Lyons,Ludwick,Brantley,2:47,D,51379,.00,-,


--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Win,Loss,Save,Time,D/N,Attendance
NLDS Game 1,Tuesday Oct 1,boxscore,STL,,SDP,W,3,1,,1-0,Stottlemyre,Hamilton,Eckersley,2:39,D,54193
NLDS Game 2,Thursday Oct 3,boxscore,STL,,SDP,W,5,4,,2-0,Honeycutt,Bochtler,Eckersley,2:55,D,56752
NLDS Game 3,Saturday Oct 5,boxscore,STL,@,SDP,W,7,5,,3-0,Mathews,Hoffman,Eckersley,3:32,N,53899
NLCS Game 1,Wednesday Oct 9,boxscore,STL,@,ATL,L,2,4,,3-1,Smoltz,Petkovsek,Wohlers,2:35,N,48686
NLCS Game 2,Thursday Oct 10,boxscore,STL,@,ATL,W,8,3,,4-1,Stottlemyre,Maddux,,2:53,N,52067
NLCS Game 3,Saturday Oct 12,boxscore,STL,,ATL,W,3,2,,5-1,Osborne,Glavine,Eckersley,2:46,D,56769
NLCS Game 4,Sunday Oct 13,boxscore,STL,,ATL,W,4,3,,6-1,Eckersley,McMichael,,3:17,N,56764
NLCS Game 5,Monday Oct 14,boxscore,STL,,ATL,L,0,14,,6-2,Smoltz,Stottlemyre,,2:57,N,56782
NLCS Game 6,Wednesday Oct 16,boxscore,STL,@,ATL,L,1,3,,6-3,Maddux,Benes,Wohlers,2:41,N,52067
NLCS Game 7,Thursday Oct 17,boxscore,STL,@,ATL,L,0,15,,6-4,Glavine,Osborne,,2:25,N,52067
