--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
93,Monday Jul 15,boxscore,KCR,,CLE,W,6,3,,40-53,5,15.5,Magnante,Tavárez,Montgomery,2:54,N,22294,.03,+,
94,Tuesday Jul 16,boxscore,KCR,,CLE,L,4,10,,40-54,5,16.5,McDowell,Haney,,2:53,N,16871,.04,-,
95,Wednesday Jul 17,boxscore,KCR,,CLE,W,3,2,,41-54,5,15.5,Belcher,Hershiser,Montgomery,2:34,N,19532,.02,+,
96,Thursday Jul 18,boxscore,KCR,@,CHW,W,7,1,,42-54,5,15.5,Appier,Fernandez,Pichardo,2:43,N,17657,.04,++,
97,Friday Jul 19,boxscore,KCR,@,CHW,W,7,4,10,43-54,5,14.5,Montgomery,Hernández,,3:34,N,19604,.05,+++,
98,Saturday Jul 20,boxscore,KCR,@,CHW,W,7,5,,44-54,5,14.5,Linton,Keyser,Montgomery,3:05,N,32282,.08,++++,
99,Sunday Jul 21,boxscore,KCR,@,CHW,L,3,6,,44-55,5,15.5,Álvarez,Haney,Hernández,2:30,D,21253,.10,-,
100,Monday Jul 22,boxscore,KCR,@,BOS,W,5,2,,45-55,5,15.5,Belcher,Gordon,,2:22,N,28109,.04,+,
101,Tuesday Jul 23,boxscore,KCR,@,BOS,W,7,5,,46-55,5,14.5,Appier,Sele,,3:13,N,23711,.06,++,
102,Wednesday Jul 24,boxscore,KCR,@,BOS,L,2,12,,46-56,5,15.5,Moyer,Linton,,3:09,N,33381,.10,-,
103,Thursday Jul 25,boxscore,KCR,@,NYY,W,7,0,,47-56,5,15.5,Rosado,Hutton,,3:06,N,23475,.08,+,
104,Friday Jul 26,boxscore,KCR,@,NYY,L,1,15,,47-57,5,16.5,Key,Haney,,2:44,N,23782,.12,-,
105,Saturday Jul 27,boxscore,KCR,@,NYY,L,4,5,,47-58,5,16.5,Rogers,Belcher,Wetteland,3:02,D,42044,.08,--,
106,Sunday Jul 28,boxscore,KCR,@,NYY,L-wo,2,3,,47-59,5,17.5,Wetteland,Jacome,,2:27,D,35658,.06,---,
107,Tuesday Jul 30,boxscore,KCR,,BOS,W,7,0,,48-59,5,16.5,Rosado,Eshelman,,2:23,N,17166,.04,+,
108,Wednesday Jul 31,boxscore,KCR,,BOS,L,3,5,,48-60,5,17.5,Wakefield,Haney,Slocumb,2:25,N,17527,.05,-,
109,Thursday Aug 1,boxscore,KCR,,BOS,W,9,4,,49-60,5,16.5,Belcher,Clemens,,2:28,N,18934,.03,+,
110,Friday Aug 2,boxscore,KCR,,NYY,W-wo,4,3,10,50-60,5,16.5,Montgomery,Rivera,,2:57,N,28618,.04,++,
111,Saturday Aug 3,boxscore,KCR,,NYY,W,11,4,,51-60,5,15.5,Linton,Weathers,,2:45,N,29355,.05,+++,
112,Sunday Aug 4,boxscore,KCR,,NYY,L,3,5,,51-61,5,16.5,Pettitte,Rosado,,2:54,D,24624,.06,-,
113,Monday Aug 5,boxscore,KCR,,NYY,L,2,5,,51-62,5,16.5,Key,Pichardo,Wetteland,3:17,N,22865,.05,--,
114,Tuesday Aug 6,boxscore,KCR,,OAK,W,9,2,,52-62,5,16.5,Belcher,Wasdin,,2:32,N,14028,.02,+,
115,Wednesday Aug 7,boxscore,KCR,,OAK,W,7,0,,53-62,5,16.5,Appier,Prieto,,2:05,N,15517,.04,++,
116,Thursday Aug 8,boxscore,KCR,,OAK,L,1,2,,53-63,5,17.5,Wengert,Linton,Taylor,2:33,D,19197,.04,-,
117,Friday Aug 9,boxscore,KCR,@,CAL,W,5,3,,54-63,5,17.5,Rosado,Langston,Montgomery,2:39,N,35977,.03,+,
118,Saturday Aug 10,boxscore,KCR,@,CAL,W,18,3,,55-63,4,16.5,Haney,Abbott,,2:49,N,21657,.04,++,
119,Sunday Aug 11,boxscore,KCR,@,CAL,L,5,6,,55-64,4,16.5,Springer,Belcher,,3:02,D,18591,.06,-,
120,Monday Aug 12,boxscore,KCR,@,SEA,W,10,4,,56-64,4,16.5,Appier,Moyer,Huisman,3:02,N,43476,.05,+,
121,Tuesday Aug 13,boxscore,KCR,@,SEA,L,5,9,,56-65,4,16.5,Mulholland,Linton,Johnson,2:41,N,21961,.04,-,
122,Wednesday Aug 14,boxscore,KCR,@,SEA,W,3,1,,57-65,4,15.5,Rosado,Wolcott,Montgomery,2:50,N,23709,.02,+,
123,Friday Aug 16,boxscore,KCR,@,TEX,L,3,5,,57-66,4,16.5,Burkett,Haney,Henneman,3:00,N,32053,.04,-,
124,Saturday Aug 17,boxscore,KCR,@,TEX,W,4,1,,58-66,4,16.5,Belcher,Hill,,2:31,N,41855,.03,+,
125,Sunday Aug 18,boxscore,KCR,@,TEX,L,3,10,,58-67,4,17.5,Gross,Appier,,2:57,N,30480,.03,-,
126,Monday Aug 19,boxscore,KCR,,TOR,L,1,2,,58-68,5,17.5,Spoljaric,Rosado,Timlin,2:24,N,16862,.02,--,
127,Tuesday Aug 20,boxscore,KCR,,TOR,L,5,6,14,58-69,5,18.5,Timlin,Huisman,,4:08,N,14568,.01,---,
128,Wednesday Aug 21,boxscore,KCR,,TOR,L,2,6,,58-70,5,18.5,Guzmán,Haney,,2:33,N,12238,.01,----,
129,Thursday Aug 22,boxscore,KCR,,DET,L,3,10,,58-71,5,19.0,Thompson,Belcher,,2:47,N,14699,.00,-----,
130,Friday Aug 23,boxscore,KCR,,DET,L,2,3,,58-72,5,19.0,Sager,Appier,Olson,2:38,N,15603,.00,------,
131,Saturday Aug 24,boxscore,KCR,,DET,W,9,2,,59-72,5,18.0,Rosado,Olivares,,2:49,N,28011,.00,+,
132,Sunday Aug 25,boxscore,KCR,,DET,L,4,7,,59-73,5,19.0,Van Poppel,Linton,Myers,2:56,D,15123,.00,-,
133,Tuesday Aug 27,boxscore,KCR,,TEX,W-wo,4,3,10,60-73,5,19.5,Montgomery,Russell,,3:06,N,12907,.00,+,
134,Wednesday Aug 28,boxscore,KCR,,TEX,W-wo,4,3,12,61-73,5,19.5,Huisman,Gross,,3:16,N,12695,.00,++,
135,Thursday Aug 29,boxscore,KCR,@,DET,L,1,4,,61-74,5,20.0,Eischen,Appier,Lima,2:52,N,7882,.00,-,
136,Friday Aug 30,boxscore,KCR,@,DET,L,0,4,,61-75,5,20.0,Van Poppel,Rosado,,2:11,N,16498,.00,--,
137,Saturday Aug 31,boxscore,KCR,@,DET,W,3,1,,62-75,5,19.0,Linton,Lira,Montgomery,2:53,D,16270,.00,+,
138,Sunday Sep 1,boxscore,KCR,@,DET,W,3,2,13,63-75,5,19.0,Huisman,Myers,Jacome,3:36,D,17647,.00,++,
139,Monday Sep 2,boxscore,KCR,@,TOR,W,2,0,,64-75,5,18.0,Belcher,Hanson,,1:53,D,28177,.00,+++,
140,Tuesday Sep 3,boxscore,KCR,@,TOR,W,5,2,,65-75,5,17.0,Appier,Hentgen,,2:30,N,25729,.00,++++,
141,Wednesday Sep 4,boxscore,KCR,@,TOR,L,0,6,,65-76,5,18.0,Williams,Rosado,,2:22,N,25827,.00,-,
142,Friday Sep 6,boxscore,KCR,@,OAK,L,1,7,,65-77,5,18.5,Adams,Haney,,2:46,N,14404,.00,--,
143,Saturday Sep 7,boxscore,KCR,@,OAK,L,6,13,,65-78,5,19.0,Prieto,Belcher,,2:50,D,13175,.00,---,
144,Sunday Sep 8,boxscore,KCR,@,OAK,L-wo,7,8,10,65-79,5,19.5,Corsi,Pichardo,,3:11,D,17208,.00,----,
145,Tuesday Sep 10,boxscore,KCR,,SEA,W,4,2,,66-79,5,20.0,Rosado,Torres,Bluma,2:37,N,12499,.00,+,
146,Wednesday Sep 11,boxscore,KCR,,SEA,W,4,2,,67-79,5,20.0,Linton,Moyer,Bluma,2:31,N,13078,.00,++,
147,Thursday Sep 12,boxscore,KCR,,SEA,L,5,8,,67-80,5,21.0,Mulholland,Haney,Charlton,2:58,N,15045,.00,-,
148,Friday Sep 13,boxscore,KCR,,CAL,W,8,2,,68-80,5,20.5,Belcher,Abbott,,2:42,N,13083,.00,+,
149,Saturday Sep 14,boxscore,KCR,,CAL,W,8,5,,69-80,5,21.0,Appier,Dickson,,3:06,D,17174,.00,++,
