--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
99,Tuesday Jul 23 (2),boxscore,COL,,NYM,W-wo,11,10,,52-47,2,0.5,Reed,Henry,,3:38,N,48058,1.70,++,
100,Wednesday Jul 24,boxscore,COL,,NYM,W-wo,7,6,10,53-47,1,up 0.5,Leskanic,Byrd,,3:13,N,48061,1.75,+++,
101,Thursday Jul 25,boxscore,COL,,CHC,L,8,10,,53-48,1,Tied,Bottenfield,Ruffin,Patterson,3:49,N,48087,1.82,-,
102,Friday Jul 26,boxscore,COL,,CHC,L,4,17,,53-49,2,1.0,Navarro,Freeman,Adams,3:15,N,48062,1.76,--,
103,Saturday Jul 27,boxscore,COL,,CHC,W,10,6,,54-49,2,1.0,Thompson,Telemaco,,3:19,N,48096,1.66,+,
104,Sunday Jul 28,boxscore,COL,,CHC,L,5,7,,54-50,2,1.0,Bullinger,Ritz,Bottenfield,2:55,D,48073,1.75,-,
105,Monday Jul 29,boxscore,COL,@,MON,L,1,4,,54-51,3,2.0,Cormier,Wright,Rojas,3:01,N,19115,1.98,--,
106,Tuesday Jul 30,boxscore,COL,@,MON,L,1,3,,54-52,3,3.0,Urbina,Reynoso,Rojas,2:56,N,17071,1.82,---,
107,Wednesday Jul 31,boxscore,COL,@,MON,L,2,6,,54-53,3,3.0,Fassero,Bailey,,2:43,D,23663,1.67,----,
108,Thursday Aug 1,boxscore,COL,@,CHC,L,1,4,,54-54,3,3.0,Navarro,Thompson,Patterson,2:52,D,25564,1.33,-----,
109,Friday Aug 2,boxscore,COL,@,CHC,W,7,2,,55-54,3,3.0,Ritz,Telemaco,,2:53,D,34186,1.29,+,
110,Saturday Aug 3,boxscore,COL,@,CHC,W,8,2,,56-54,3,2.0,Wright,Bullinger,,2:52,D,40460,1.32,++,
111,Sunday Aug 4,boxscore,COL,@,CHC,W,6,1,,57-54,3,2.0,Reynoso,Castillo,,3:05,D,38738,1.56,+++,
112,Monday Aug 5,boxscore,COL,,FLA,L,9,16,,57-55,3,2.0,Hutton,Freeman,,3:05,N,48313,1.63,-,
113,Tuesday Aug 6,boxscore,COL,,FLA,W,11,0,,58-55,3,2.0,Thompson,Burkett,,2:55,N,48339,1.55,+,
114,Wednesday Aug 7,boxscore,COL,,FLA,W,12,5,,59-55,2,1.0,Ritz,Leiter,,3:00,D,48622,1.56,++,
115,Friday Aug 9,boxscore,COL,@,ATL,W,6,4,,60-55,2,1.5,Wright,Glavine,Ruffin,2:43,N,41275,1.74,+++,
116,Saturday Aug 10,boxscore,COL,@,ATL,W,9,7,10,61-55,2,1.5,Reed,Wohlers,Ruffin,3:50,D,46064,1.85,++++,
117,Sunday Aug 11,boxscore,COL,@,ATL,L,1,4,,61-56,2,2.5,Smoltz,Freeman,Wohlers,2:44,N,32961,1.96,-,
118,Tuesday Aug 13,boxscore,COL,@,FLA,L,0,5,,61-57,3,2.5,Leiter,Ritz,,2:42,N,26256,1.72,--,
119,Wednesday Aug 14,boxscore,COL,@,FLA,L,1,2,,61-58,3,2.5,Brown,Leskanic,Nen,2:35,N,26589,1.55,---,
120,Thursday Aug 15,boxscore,COL,@,FLA,L,6,7,,61-59,3,2.5,Powell,Ruffin,Nen,2:48,N,21723,1.52,----,
121,Friday Aug 16,boxscore,COL,@,CIN,W,8,4,,62-59,3,2.5,Reynoso,Salkeld,,2:46,N,28878,1.41,+,
122,Saturday Aug 17 (1),boxscore,COL,@,CIN,L,3,5,,62-60,3,4.0,Smiley,Munoz,Brantley,2:43,N,,1.54,-,1996-05-15 (Rain)
123,Saturday Aug 17 (2),boxscore,COL,@,CIN,L,5,9,,62-61,3,4.0,Shaw,Reed,,3:05,N,34225,1.38,--,
124,Sunday Aug 18,boxscore,COL,@,CIN,L,4,9,,62-62,3,4.0,Jarvis,Ritz,Shaw,2:35,D,24883,1.22,---,
125,Monday Aug 19,boxscore,COL,@,CIN,W,6,3,,63-62,3,4.0,Thompson,Portugal,,3:06,N,22670,1.03,+,
126,Tuesday Aug 20,boxscore,COL,,STL,W-wo,5,4,13,64-62,3,4.0,Munoz,Mathews,,3:52,N,48126,1.20,++,
127,Wednesday Aug 21,boxscore,COL,,STL,W,10,2,,65-62,3,4.0,Reynoso,Benes,,3:16,N,48045,1.44,+++,
128,Thursday Aug 22,boxscore,COL,,STL,W,10,5,,66-62,3,3.5,Bailey,Morgan,,2:37,D,48086,1.72,++++,
129,Friday Aug 23,boxscore,COL,,PIT,L,3,5,,66-63,3,3.5,Lieber,Ritz,Córdova,2:51,N,48038,1.72,-,
130,Saturday Aug 24,boxscore,COL,,PIT,W,9,3,,67-63,3,3.5,Thompson,Peters,,2:33,N,48014,1.43,+,
131,Sunday Aug 25,boxscore,COL,,PIT,W,13,9,,68-63,3,3.5,Munoz,Wilkins,,3:00,D,48139,1.49,++,
132,Monday Aug 26,boxscore,COL,,CIN,W,9,5,7,69-63,3,3.0,Swift,Jarvis,Bailey,2:06,N,48093,1.65,+++,
133,Tuesday Aug 27,boxscore,COL,,CIN,L,3,4,,69-64,3,4.0,Smiley,Reynoso,Brantley,3:04,N,50046,1.86,-,
134,Wednesday Aug 28,boxscore,COL,,CIN,W,10,9,,70-64,3,4.0,Ruffin,Shaw,,3:16,D,48057,1.56,+,
135,Thursday Aug 29,boxscore,COL,,CIN,L,7,18,,70-65,3,5.0,Burba,Thompson,,3:06,D,48029,1.69,-,1996-05-26 (Rain)
136,Friday Aug 30,boxscore,COL,@,STL,L,4,7,,70-66,3,6.0,Benes,Wright,Eckersley,2:48,N,25530,1.51,--,
137,Saturday Aug 31,boxscore,COL,@,STL,L,1,2,,70-67,3,6.0,Benes,Bailey,Eckersley,2:36,N,35804,1.16,---,
