--- When using SR data, please cite us and provide a link and/or a mention.


 
Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
94,Monday Jul 15,boxscore,SDP,@,LAD,L-wo,0,1,10,48-46,3,2.0,Guthrie,Hoffman,,3:01,N,44368,2.03,-----,
95,Tuesday Jul 16,boxscore,SDP,@,LAD,W,10,1,,49-46,3,1.0,Tewksbury,Martínez,Worrell,2:49,D,52436,1.97,+,
96,Wednesday Jul 17,boxscore,SDP,@,LAD,W,5,4,,50-46,2,0.5,Florie,Osuna,Hoffman,3:08,N,42423,2.05,++,
97,Thursday Jul 18,boxscore,SDP,,COL,W,9,2,,51-46,1,Tied,Sanders,Ritz,,3:04,D,24212,2.15,+++,
98,Friday Jul 19,boxscore,SDP,,COL,W,4,3,,52-46,1,up 1.0,Valenzuela,Reynoso,Hoffman,2:53,N,26559,2.16,++++,
99,Saturday Jul 20,boxscore,SDP,,COL,L,4,5,,52-47,1,up 0.5,Leskanic,Bochtler,Ruffin,2:59,N,55046,2.24,-,
100,Sunday Jul 21,boxscore,SDP,,COL,W,2,0,,53-47,1,up 1.0,Tewksbury,Freeman,Hoffman,2:26,N,36686,2.30,+,
101,Monday Jul 22,boxscore,SDP,@,HOU,L,0,1,,53-48,1,up 0.5,Reynolds,Hamilton,Wagner,2:16,N,21563,1.80,-,
102,Tuesday Jul 23,boxscore,SDP,@,HOU,W,7,4,,54-48,1,up 0.5,Sanders,Hampton,Hoffman,3:27,N,19620,1.76,+,
103,Wednesday Jul 24,boxscore,SDP,@,HOU,L-wo,4,6,10,54-49,2,0.5,Hernandez,Villone,,3:43,N,19168,1.84,-,
104,Friday Jul 26,boxscore,SDP,@,FLA,W,3,0,11,55-49,1,up 1.0,Hoffman,Pall,,3:42,N,19677,1.80,+,
105,Saturday Jul 27,boxscore,SDP,@,FLA,W,20,12,,56-49,1,up 1.0,Villone,Mathews,,4:10,N,26182,1.80,++,
106,Sunday Jul 28,boxscore,SDP,@,FLA,L,2,8,,56-50,1,up 1.0,Leiter,Hamilton,,2:54,D,22683,1.84,-,
107,Monday Jul 29,boxscore,SDP,@,FLA,W,5,3,,57-50,1,up 1.5,Sanders,Brown,Hoffman,2:39,D,18281,1.84,+,
108,Tuesday Jul 30,boxscore,SDP,,ATL,W,2,1,,58-50,1,up 1.5,Valenzuela,Maddux,Hoffman,2:23,N,24110,1.78,++,
109,Wednesday Jul 31,boxscore,SDP,,ATL,L,4,7,,58-51,1,up 0.5,Glavine,Tewksbury,Wohlers,2:39,N,24254,1.85,-,
110,Thursday Aug 1,boxscore,SDP,,ATL,L,2,3,,58-52,1,up 0.5,Bielecki,Worrell,Wohlers,3:16,D,24089,1.86,--,
111,Friday Aug 2,boxscore,SDP,,FLA,W,2,1,,59-52,1,up 0.5,Hoffman,Pérez,,2:38,N,18239,1.82,+,
112,Saturday Aug 3,boxscore,SDP,,FLA,L,2,5,,59-53,1,up 0.5,Brown,Sanders,Nen,2:33,N,55412,1.88,-,
113,Sunday Aug 4,boxscore,SDP,,FLA,W,6,4,,60-53,1,up 1.5,Valenzuela,Hammond,Hoffman,2:55,D,35302,1.87,+,
114,Monday Aug 5,boxscore,SDP,@,STL,L,2,8,,60-54,1,up 1.0,Benes,Tewksbury,,2:49,N,28653,1.90,-,
115,Tuesday Aug 6,boxscore,SDP,@,STL,W,1,0,,61-54,1,up 1.0,Worrell,Osborne,Hoffman,2:43,N,25782,1.93,+,
116,Wednesday Aug 7,boxscore,SDP,@,STL,L-wo,0,1,,61-55,1,up 1.0,Petkovsek,Bochtler,,2:34,N,24823,1.91,-,
117,Thursday Aug 8,boxscore,SDP,@,PIT,W,12,3,,62-55,1,up 1.5,Sanders,Peters,,2:50,N,8388,1.91,+,
118,Friday Aug 9,boxscore,SDP,@,PIT,W,4,1,,63-55,1,up 1.5,Valenzuela,Miceli,Hoffman,2:40,N,30066,1.93,++,
119,Saturday Aug 10,boxscore,SDP,@,PIT,W,6,2,,64-55,1,up 1.5,Veras,Plesac,,2:48,N,21902,1.95,+++,
120,Sunday Aug 11,boxscore,SDP,@,PIT,W,7,5,,65-55,1,up 2.5,Bergman,Parris,Hoffman,3:11,D,27227,1.96,++++,
121,Tuesday Aug 13,boxscore,SDP,@,CIN,L,4,10,,65-56,1,up 1.0,Jarvis,Hamilton,,2:38,N,20205,2.00,-,
122,Wednesday Aug 14,boxscore,SDP,@,CIN,L-wo,1,2,13,65-57,1,up 1.0,Smith,Bergman,,3:44,N,20983,2.00,--,
123,Thursday Aug 15,boxscore,SDP,@,CIN,L,2,3,,65-58,1,Tied,Burba,Tewksbury,Brantley,2:05,D,23143,2.02,---,
124,Friday Aug 16,boxscore,SDP,,NYM,W,15,10,,66-58,1,Tied,Valenzuela,Person,,3:14,N,23699,2.03,+,
125,Saturday Aug 17,boxscore,SDP,,NYM,L,3,7,,66-59,2,1.0,Clark,Worrell,Henry,3:00,N,20873,2.11,-,
126,Sunday Aug 18,boxscore,SDP,,NYM,W,8,0,,67-59,1,Tied,Hamilton,Wilson,,2:20,D,22810,2.09,+,
127,Monday Aug 19,boxscore,SDP,,MON,W,7,3,,68-59,1,up 0.5,Sanders,Martínez,Hoffman,2:40,N,33490,2.42,++,
128,Tuesday Aug 20,boxscore,SDP,,MON,W,3,0,,69-59,1,up 1.5,Tewksbury,Cormier,Hoffman,2:15,N,18426,2.51,+++,
129,Wednesday Aug 21,boxscore,SDP,,MON,W,7,2,,70-59,1,up 2.5,Valenzuela,Urbina,,2:49,N,29182,2.48,++++,
130,Friday Aug 23,boxscore,SDP,,PHI,L,4,7,,70-60,1,up 1.0,Hunter,Worrell,Bottalico,2:42,N,22102,2.14,-,
131,Saturday Aug 24,boxscore,SDP,,PHI,W,7,1,,71-60,1,up 1.0,Hamilton,Beech,,2:30,N,31023,2.21,+,
