--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
58,3,Sep 7 1996,Sat,Georgia Tech,28,@,North Carolina State,16,
59,3,Sep 7 1996,Sat,Indiana,40,@,Toledo,6,
60,3,Sep 7 1996,Sat,(22) Iowa,21,,Arizona,20,
61,3,Sep 7 1996,Sat,(21) Kansas State,59,,Indiana State,3,
62,3,Sep 7 1996,Sat,(17) Louisiana State,35,,Houston,34,
63,3,Sep 7 1996,Sat,Maryland,39,,Alabama-Birmingham,15,
64,3,Sep 7 1996,Sat,(11) Miami (FL),52,,Citadel,6,
65,3,Sep 7 1996,Sat,Miami (OH),16,@,Ball State,6,
66,3,Sep 7 1996,Sat,Minnesota,30,@,Louisiana-Monroe,3,
67,3,Sep 7 1996,Sat,Mississippi,31,,Virginia Military Institute,7,
68,3,Sep 7 1996,Sat,Mississippi State,31,@,Memphis,10,
69,3,Sep 7 1996,Sat,Montana,35,@,Oregon State,14,
70,3,Sep 7 1996,Sat,Navy,10,@,Rutgers,6,
71,3,Sep 7 1996,Sat,(1) Nebraska,55,,Michigan State,14,
72,3,Sep 7 1996,Sat,New Mexico,49,,Northern Arizona,33,
73,3,Sep 7 1996,Sat,(24) North Carolina,27,@,(9) Syracuse,10,
74,3,Sep 7 1996,Sat,North Texas,20,,Illinois State,14,
75,3,Sep 7 1996,Sat,Ohio,21,@,Hawaii,10,
76,3,Sep 7 1996,Sat,(10) Ohio State,70,,Rice,7,
77,3,Sep 7 1996,Sat,Oregon,44,,Nevada,30,
78,3,Sep 7 1996,Sat,(7) Penn State,24,,Louisville,7,
79,3,Sep 7 1996,Sat,Pittsburgh,52,,Kent State,14,
80,3,Sep 7 1996,Sat,San Diego State,40,,Idaho,21,
81,3,Sep 7 1996,Sat,South Carolina,33,,Central Florida,14,
82,3,Sep 7 1996,Sat,(19) Southern California,55,@,Illinois,3,
83,3,Sep 7 1996,Sat,Southern Methodist,23,@,Arkansas,10,
84,3,Sep 7 1996,Sat,(2) Tennessee,35,,UCLA,20,
85,3,Sep 7 1996,Sat,(8) Texas,41,,New Mexico State,7,
86,3,Sep 7 1996,Sat,Texas Christian,20,@,Oklahoma,7,
87,3,Sep 7 1996,Sat,Texas Tech,31,,Oklahoma State,3,
88,3,Sep 7 1996,Sat,Utah,17,@,Stanford,10,
89,3,Sep 7 1996,Sat,Utah State,57,,Cal State Northridge,27,
90,3,Sep 7 1996,Sat,(23) Virginia,55,,Central Michigan,21,
91,3,Sep 7 1996,Sat,(15) Virginia Tech,21,@,Akron,18,
92,3,Sep 7 1996,Sat,Wake Forest,28,,(13) Northwestern,27,
93,3,Sep 7 1996,Sat,Washington State,38,@,Temple,34,
94,3,Sep 7 1996,Sat,West Virginia,34,,Western Michigan,9,
95,3,Sep 7 1996,Sat,Western Illinois,17,@,Northern Illinois,0,
96,3,Sep 7 1996,Sat,Wisconsin,24,,Eastern Michigan,3,
97,3,Sep 7 1996,Sat,Wyoming,41,@,Iowa State,38,
98,4,Sep 12 1996,Thu,(10) Miami (FL),33,@,Rutgers,0,
99,4,Sep 14 1996,Sat,(13) Alabama,36,,Vanderbilt,26,
100,4,Sep 14 1996,Sat,Alabama-Birmingham,42,,Arkansas State,17,
101,4,Sep 14 1996,Sat,Arizona,41,,Illinois,0,
102,4,Sep 14 1996,Sat,(18) Arizona State,52,,North Texas,7,
103,4,Sep 14 1996,Sat,Army,37,,Ohio,20,
104,4,Sep 14 1996,Sat,(15) Auburn,45,@,Mississippi,28,
105,4,Sep 14 1996,Sat,Baylor,14,@,Louisville,13,
106,4,Sep 14 1996,Sat,Bowling Green,20,,Temple,16,
107,4,Sep 14 1996,Sat,California,42,,San Diego State,37,
108,4,Sep 14 1996,Sat,Eastern Michigan,19,@,Western Michigan,12,
109,4,Sep 14 1996,Sat,Eastern Washington,27,@,Boise State,21,
110,4,Sep 14 1996,Sat,Georgia Tech,30,,Wake Forest,10,
111,4,Sep 14 1996,Sat,Houston,42,@,Pittsburgh,35,
112,4,Sep 14 1996,Sat,Idaho,52,,Saint Mary's (CA),17,
113,4,Sep 14 1996,Sat,Indiana,21,,Miami (OH),14,
114,4,Sep 14 1996,Sat,(21) Iowa,38,,Iowa State,13,
115,4,Sep 14 1996,Sat,(24) Kansas,52,@,Texas Christian,17,
116,4,Sep 14 1996,Sat,(17) Kansas State,35,,Cincinnati,0,
117,4,Sep 14 1996,Sat,Kent State,28,,Youngstown State,12,
118,4,Sep 14 1996,Sat,Louisiana,29,,(25) Texas A&M,22,
119,4,Sep 14 1996,Sat,Louisiana Tech,38,@,Central Michigan,37,
120,4,Sep 14 1996,Sat,Memphis,19,@,Missouri,16,
121,4,Sep 14 1996,Sat,(11) Michigan,20,@,(5) Colorado,13,
122,4,Sep 14 1996,Sat,Minnesota,26,,Ball State,23,
123,4,Sep 14 1996,Sat,Nevada,31,,Montana State,7,
124,4,Sep 14 1996,Sat,New Mexico,17,,Central Florida,7,
125,4,Sep 14 1996,Sat,Northwestern,38,@,Duke,13,
126,4,Sep 14 1996,Sat,(9) Notre Dame,35,,Purdue,0,
127,4,Sep 14 1996,Sat,Oklahoma State,30,,Tulsa,9,
128,4,Sep 14 1996,Sat,Oregon,35,,Colorado State,28,
129,4,Sep 14 1996,Sat,(6) Penn State,49,,Northern Illinois,0,
130,4,Sep 14 1996,Sat,Rice,21,@,Tulane,14,
131,4,Sep 14 1996,Sat,South Carolina,23,,Georgia,14,
132,4,Sep 14 1996,Sat,(16) Southern California,46,,Oregon State,17,
133,4,Sep 14 1996,Sat,Southern Mississippi,31,,Utah State,24,
134,4,Sep 14 1996,Sat,Stanford,25,,San Jose State,2,
135,4,Sep 14 1996,Sat,Texas-El Paso,14,,New Mexico State,7,
136,4,Sep 14 1996,Sat,Toledo,27,@,Akron,10,
137,4,Sep 14 1996,Sat,UCLA,44,,Louisiana-Monroe,0,
138,4,Sep 14 1996,Sat,Utah,21,@,Southern Methodist,17,
139,4,Sep 14 1996,Sat,(22) Virginia,21,,Maryland,3,
140,4,Sep 14 1996,Sat,(19) Virginia Tech,45,@,Boston College,7,
141,4,Sep 14 1996,Sat,Washington,29,,(14) Brigham Young,17,
142,4,Sep 14 1996,Sat,West Virginia,10,,East Carolina,9,
143,4,Sep 14 1996,Sat,Wisconsin,52,@,Nevada-Las Vegas,17,
144,4,Sep 14 1996,Sat,Wyoming,66,,Hawaii,0,
145,5,Sep 19 1996,Thu,(3) Florida State,51,@,North Carolina State,17,
146,5,Sep 21 1996,Sat,(13) Alabama,17,@,Arkansas,7,
147,5,Sep 21 1996,Sat,Alabama-Birmingham,24,,Jacksonville State,17,
148,5,Sep 21 1996,Sat,(17) Arizona State,19,,(1) Nebraska,0,
149,5,Sep 21 1996,Sat,Army,35,,Duke,17,
150,5,Sep 21 1996,Sat,Ball State,31,,Central Florida,10,
151,5,Sep 21 1996,Sat,Baylor,42,,Oregon State,10,
152,5,Sep 21 1996,Sat,Bowling Green,14,@,Miami (OH),10,
153,5,Sep 21 1996,Sat,Brigham Young,17,,New Mexico,14,
154,5,Sep 21 1996,Sat,Cal State Northridge,33,@,New Mexico State,0,
155,5,Sep 21 1996,Sat,California,33,,Nevada,15,
156,5,Sep 21 1996,Sat,Central Michigan,38,,Western Michigan,28,
157,5,Sep 21 1996,Sat,Colorado State,35,,Nevada-Las Vegas,16,
158,5,Sep 21 1996,Sat,East Carolina,23,@,South Carolina,7,
159,5,Sep 21 1996,Sat,(4) Florida,35,@,(2) Tennessee,29,
160,5,Sep 21 1996,Sat,Georgia,15,,Texas Tech,12,
161,5,Sep 21 1996,Sat,Hawaii,20,,Boise State,14,
162,5,Sep 21 1996,Sat,Illinois,38,,Akron,7,
163,5,Sep 21 1996,Sat,Iowa State,42,,Northern Iowa,23,
164,5,Sep 21 1996,Sat,(16) Kansas State,34,@,Rice,7,
165,5,Sep 21 1996,Sat,Kentucky,3,,Indiana,0,
166,5,Sep 21 1996,Sat,(21) Louisiana State,19,@,(13) Auburn,15,
167,5,Sep 21 1996,Sat,Louisiana Tech,38,@,Mississippi State,23,
168,5,Sep 21 1996,Sat,Louisiana-Monroe,34,,Sam Houston,31,
169,5,Sep 21 1996,Sat,Louisville,30,@,Michigan State,20,
170,5,Sep 21 1996,Sat,Memphis,17,,Tulane,10,
171,5,Sep 21 1996,Sat,(8) Michigan,20,,Boston College,14,
172,5,Sep 21 1996,Sat,Minnesota,35,,(23) Syracuse,33,
173,5,Sep 21 1996,Sat,Mississippi,20,@,Vanderbilt,9,
174,5,Sep 21 1996,Sat,Missouri,38,,Clemson,24,
175,5,Sep 21 1996,Sat,Navy,19,,Southern Methodist,17,
176,5,Sep 21 1996,Sat,(11) North Carolina,16,,Georgia Tech,0,
177,5,Sep 21 1996,Sat,Northern Illinois,31,@,Arkansas State,30,
178,5,Sep 21 1996,Sat,Northwestern,28,,Ohio,7,
179,5,Sep 21 1996,Sat,(9) Notre Dame,27,@,(6) Texas,24,
180,5,Sep 21 1996,Sat,(7) Ohio State,72,,Pittsburgh,0,
181,5,Sep 21 1996,Sat,Oklahoma State,31,,Utah State,17,
182,5,Sep 21 1996,Sat,(5) Penn State,41,N,Temple,0,
183,5,Sep 21 1996,Sat,San Diego State,51,,Oklahoma,31,
184,5,Sep 21 1996,Sat,San Jose State,26,,Texas-El Paso,25,
185,5,Sep 21 1996,Sat,(15) Southern California,26,@,Houston,9,
186,5,Sep 21 1996,Sat,Southern Mississippi,52,,Louisiana,27,
187,5,Sep 21 1996,Sat,Texas A&M,55,,North Texas,0,
188,5,Sep 21 1996,Sat,Toledo,24,@,Eastern Michigan,7,
189,5,Sep 21 1996,Sat,Tulsa,27,,(19) Iowa,20,
190,5,Sep 21 1996,Sat,Utah,45,,Fresno State,17,
191,5,Sep 21 1996,Sat,(20) Virginia,42,@,Wake Forest,7,
192,5,Sep 21 1996,Sat,(18) Virginia Tech,30,,Rutgers,14,
193,5,Sep 21 1996,Sat,(24) Washington,31,,Arizona,17,
194,5,Sep 21 1996,Sat,Washington State,55,,(25) Oregon,44,
195,5,Sep 21 1996,Sat,West Virginia,20,@,Purdue,6,
196,5,Sep 21 1996,Sat,Wisconsin,14,,Stanford,0,
197,5,Sep 21 1996,Sat,Wyoming,22,,Air Force,19,
198,6,Sep 26 1996,Thu,Georgia Tech,48,,Duke,22,
199,6,Sep 28 1996,Sat,Air Force,45,,Rice,17,
200,6,Sep 28 1996,Sat,Akron,27,,Western Michigan,7,
201,6,Sep 28 1996,Sat,(6) Arizona State,48,,Oregon,27,
202,6,Sep 28 1996,Sat,Arkansas,38,,Louisiana-Monroe,21,
203,6,Sep 28 1996,Sat,Army,27,@,North Texas,10,
204,6,Sep 28 1996,Sat,Boston College,43,,Navy,38,
205,6,Sep 28 1996,Sat,Bowling Green,31,,Central Michigan,27,
206,6,Sep 28 1996,Sat,(24) Brigham Young,31,,Southern Methodist,3,
207,6,Sep 28 1996,Sat,California,48,,Oregon State,42,
208,6,Sep 28 1996,Sat,Cincinnati,30,,Miami (OH),23,
209,6,Sep 28 1996,Sat,Clemson,21,,Wake Forest,10,
210,6,Sep 28 1996,Sat,(12) Colorado,24,@,Texas A&M,10,
211,6,Sep 28 1996,Sat,East Carolina,28,,Central Florida,7,
212,6,Sep 28 1996,Sat,(1) Florida,65,,Kentucky,0,
213,6,Sep 28 1996,Sat,(2) Florida State,13,,(11) North Carolina,0,
214,6,Sep 28 1996,Sat,Fresno State,20,,Hawaii,0,
215,6,Sep 28 1996,Sat,Iowa State,45,,Missouri,31,
216,6,Sep 28 1996,Sat,Louisiana,37,@,Louisiana Tech,31,
217,6,Sep 28 1996,Sat,(17) Louisiana State,63,,New Mexico State,7,
218,6,Sep 28 1996,Sat,(10) Miami (FL),45,,Pittsburgh,0,
219,6,Sep 28 1996,Sat,(7) Michigan,38,,UCLA,9,
220,6,Sep 28 1996,Sat,Michigan State,47,,Eastern Michigan,0,
221,6,Sep 28 1996,Sat,Mississippi State,14,@,South Carolina,10,
222,6,Sep 28 1996,Sat,(8) Nebraska,65,,Colorado State,9,
223,6,Sep 28 1996,Sat,Nevada,63,,Kent State,42,
224,6,Sep 28 1996,Sat,New Mexico,27,,Texas Christian,7,
225,6,Sep 28 1996,Sat,(25) Northwestern,35,@,Indiana,17,
226,6,Sep 28 1996,Sat,Northwestern State,20,@,Boise State,16,
227,6,Sep 28 1996,Sat,(4) Ohio State,29,@,(5) Notre Dame,16,
228,6,Sep 28 1996,Sat,(3) Penn State,23,@,Wisconsin,20,
229,6,Sep 28 1996,Sat,Purdue,42,,North Carolina State,21,
230,6,Sep 28 1996,Sat,Southern Mississippi,24,@,Louisville,7,
231,6,Sep 28 1996,Sat,Syracuse,52,,(18) Virginia Tech,21,
232,6,Sep 28 1996,Sat,Texas State,27,,Idaho,21,
233,6,Sep 28 1996,Sat,Texas Tech,58,,Utah State,20,
234,6,Sep 28 1996,Sat,Texas-El Paso,37,@,Northern Illinois,6,
235,6,Sep 28 1996,Sat,Toledo,31,,Weber State,24,
236,6,Sep 28 1996,Sat,Tulsa,31,@,Oklahoma,24,
237,6,Sep 28 1996,Sat,Utah,45,,(20) Kansas,42,
238,6,Sep 28 1996,Sat,(19) Virginia,37,,(13) Texas,13,
239,6,Sep 28 1996,Sat,Washington State,52,,San Jose State,16,
240,6,Sep 28 1996,Sat,(23) West Virginia,13,,Maryland,0,
241,6,Sep 28 1996,Sat,Wyoming,33,@,Nevada-Las Vegas,21,
242,7,Oct 3 1996,Thu,(9) Tennessee,41,N,Mississippi,3,
243,7,Oct 4 1996,Fri,(21) Brigham Young,45,@,Utah State,17,
244,7,Oct 5 1996,Sat,(13) Alabama,35,,Kentucky,7,
245,7,Oct 5 1996,Sat,Alabama-Birmingham,24,,Western Kentucky,0,
246,7,Oct 5 1996,Sat,Arizona,34,,Washington State,26,
247,7,Oct 5 1996,Sat,(5) Arizona State,56,,Boise State,7,
248,7,Oct 5 1996,Sat,Arkansas State,17,,Central Arkansas,7,
249,7,Oct 5 1996,Sat,Army,39,,Yale,13,
250,7,Oct 5 1996,Sat,(20) Auburn,28,,South Carolina,24,
251,7,Oct 5 1996,Sat,Ball State,28,@,Western Michigan,5,
252,7,Oct 5 1996,Sat,California,22,@,(17) Southern California,15,
253,7,Oct 5 1996,Sat,Colorado State,28,@,Hawaii,16,
254,7,Oct 5 1996,Sat,(1) Florida,42,@,Arkansas,7,
255,7,Oct 5 1996,Sat,(2) Florida State,34,,Clemson,3,
256,7,Oct 5 1996,Sat,Georgia,38,@,Mississippi State,19,
257,7,Oct 5 1996,Sat,Georgia Tech,13,,(12) Virginia,7,
258,7,Oct 5 1996,Sat,Houston,31,@,Louisiana,24,
259,7,Oct 5 1996,Sat,Idaho,38,,Cal Poly,33,
260,7,Oct 5 1996,Sat,Illinois,46,,Indiana,43,
261,7,Oct 5 1996,Sat,Iowa,37,,Michigan State,30,
262,7,Oct 5 1996,Sat,Kansas,52,@,Oklahoma,24,
263,7,Oct 5 1996,Sat,Kent State,32,,Akron,17,
264,7,Oct 5 1996,Sat,(14) Louisiana State,35,,Vanderbilt,0,
265,7,Oct 5 1996,Sat,Louisiana-Monroe,13,,Northwestern State,10,
266,7,Oct 5 1996,Sat,Memphis,18,,Cincinnati,16,
267,7,Oct 5 1996,Sat,Miami (OH),46,,Central Michigan,14,
268,7,Oct 5 1996,Sat,Missouri,27,@,Southern Methodist,26,
269,7,Oct 5 1996,Sat,Navy,64,,Duke,27,
270,7,Oct 5 1996,Sat,(7) Nebraska,39,@,(16) Kansas State,3,
271,7,Oct 5 1996,Sat,Nevada,54,@,Nevada-Las Vegas,17,
272,7,Oct 5 1996,Sat,(15) North Carolina,45,@,Wake Forest,6,
273,7,Oct 5 1996,Sat,North Carolina State,34,@,Maryland,8,
274,7,Oct 5 1996,Sat,North Texas,24,@,Northern Illinois,21,
275,7,Oct 5 1996,Sat,(22) Northwestern,17,,(6) Michigan,16,
276,7,Oct 5 1996,Sat,Ohio,7,,Eastern Michigan,0,
277,7,Oct 5 1996,Sat,(3) Ohio State,38,,(4) Penn State,7,
278,7,Oct 5 1996,Sat,Pittsburgh,53,,Temple,52,
279,7,Oct 5 1996,Sat,Purdue,30,,Minnesota,27,
280,7,Oct 5 1996,Sat,Rice,38,,New Mexico,21,
281,7,Oct 5 1996,Sat,Syracuse,42,,Rutgers,0,
282,7,Oct 5 1996,Sat,(23) Texas,71,,Oklahoma State,14,
283,7,Oct 5 1996,Sat,Texas A&M,63,,Louisiana Tech,13,
284,7,Oct 5 1996,Sat,Texas Tech,45,,Baylor,24,
285,7,Oct 5 1996,Sat,Toledo,24,,Bowling Green,16,
286,7,Oct 5 1996,Sat,Tulane,35,,Texas Christian,7,
287,7,Oct 5 1996,Sat,UCLA,41,@,Oregon,22,
288,7,Oct 5 1996,Sat,(24) Utah,34,@,Texas-El Paso,27,
289,7,Oct 5 1996,Sat,(18) Washington,27,,Stanford,6,
290,7,Oct 5 1996,Sat,(19) West Virginia,34,,Boston College,17,
291,7,Oct 5 1996,Sat,(25) Wyoming,45,@,San Jose State,22,
292,8,Oct 10 1996,Thu,Southern Mississippi,28,@,East Carolina,7,
293,8,Oct 11 1996,Fri,San Diego State,56,,Hawaii,8,
294,8,Oct 12 1996,Sat,(8) Alabama,24,@,North Carolina State,19,
295,8,Oct 12 1996,Sat,(4) Arizona State,42,@,UCLA,34,
296,8,Oct 12 1996,Sat,Arkansas,38,,Louisiana Tech,21,
297,8,Oct 12 1996,Sat,Army,42,N,Rutgers,21,
298,8,Oct 12 1996,Sat,(18) Auburn,49,@,Mississippi State,15,
299,8,Oct 12 1996,Sat,Ball State,30,,Ohio,27,
300,8,Oct 12 1996,Sat,Boston College,24,@,Cincinnati,17,
301,8,Oct 12 1996,Sat,Bowling Green,31,,Kent State,24,
302,8,Oct 12 1996,Sat,(19) Brigham Young,63,,Nevada-Las Vegas,28,
303,8,Oct 12 1996,Sat,Central Florida,38,,Samford,6,
304,8,Oct 12 1996,Sat,Central Michigan,42,,Akron,0,
305,8,Oct 12 1996,Sat,Clemson,13,@,Duke,6,
306,8,Oct 12 1996,Sat,(9) Colorado,35,,Oklahoma State,13,
307,8,Oct 12 1996,Sat,(1) Florida,56,,(12) Louisiana State,13,
308,8,Oct 12 1996,Sat,(3) Florida State,34,@,(6) Miami (FL),16,
309,8,Oct 12 1996,Sat,Fresno State,28,,San Jose State,18,
310,8,Oct 12 1996,Sat,Houston,37,,Memphis,20,
311,8,Oct 12 1996,Sat,Iowa,31,@,Indiana,10,
312,8,Oct 12 1996,Sat,(22) Kansas State,35,@,Missouri,10,
313,8,Oct 12 1996,Sat,Louisiana,42,,Arkansas State,31,
314,8,Oct 12 1996,Sat,Louisville,23,@,Tulane,20,
315,8,Oct 12 1996,Sat,Miami (OH),35,@,Eastern Michigan,25,
316,8,Oct 12 1996,Sat,Michigan State,42,,Illinois,14,
317,8,Oct 12 1996,Sat,Navy,20,@,Air Force,17,
318,8,Oct 12 1996,Sat,(5) Nebraska,49,,Baylor,0,
319,8,Oct 12 1996,Sat,Nevada,66,,Boise State,28,
320,8,Oct 12 1996,Sat,(13) North Carolina,38,,Maryland,7,
321,8,Oct 12 1996,Sat,(15) Northwestern,26,,Minnesota,24,
322,8,Oct 12 1996,Sat,(11) Notre Dame,54,,(16) Washington,20,
323,8,Oct 12 1996,Sat,(2) Ohio State,17,,Wisconsin,14,
324,8,Oct 12 1996,Sat,Oklahoma,30,N,(25) Texas,27,
325,8,Oct 12 1996,Sat,(10) Penn State,31,,Purdue,14,
326,8,Oct 12 1996,Sat,South Carolina,25,@,Kentucky,14,
327,8,Oct 12 1996,Sat,Southern California,14,,Arizona,7,
328,8,Oct 12 1996,Sat,Stanford,27,,Oregon,24,
329,8,Oct 12 1996,Sat,Syracuse,55,,Pittsburgh,7,
330,8,Oct 12 1996,Sat,(7) Tennessee,29,@,Georgia,17,
331,8,Oct 12 1996,Sat,Texas A&M,24,@,Iowa State,21,
332,8,Oct 12 1996,Sat,Texas Christian,18,,Texas-El Paso,0,
333,8,Oct 12 1996,Sat,Texas Tech,30,@,Kansas,17,
334,8,Oct 12 1996,Sat,Tulsa,20,,Colorado State,14,
335,8,Oct 12 1996,Sat,Utah State,53,@,New Mexico State,21,
336,8,Oct 12 1996,Sat,Vanderbilt,19,@,North Texas,7,
337,8,Oct 12 1996,Sat,Virginia Tech,38,,Temple,0,
338,8,Oct 12 1996,Sat,Washington State,24,@,Oregon State,3,
339,8,Oct 12 1996,Sat,(24) Wyoming,42,,Western Michigan,28,
340,9,Oct 19 1996,Sat,Air Force,20,@,(8) Notre Dame,17,
341,9,Oct 19 1996,Sat,Akron,10,,Miami (OH),7,
342,9,Oct 19 1996,Sat,(7) Alabama,37,,Mississippi,0,
343,9,Oct 19 1996,Sat,Alabama-Birmingham,39,,Louisiana,29,
344,9,Oct 19 1996,Sat,(4) Arizona State,48,,Southern California,35,
345,9,Oct 19 1996,Sat,Arkansas State,38,,Southeast Missouri State,9,
346,9,Oct 19 1996,Sat,Army,34,,Tulane,10,
347,9,Oct 19 1996,Sat,Ball State,16,@,Bowling Green,11,
348,9,Oct 19 1996,Sat,Boston College,37,,Rutgers,13,
349,9,Oct 19 1996,Sat,(18) Brigham Young,55,@,Tulsa,30,
350,9,Oct 19 1996,Sat,Central Michigan,41,,Eastern Michigan,36,
351,9,Oct 19 1996,Sat,Cincinnati,31,,Houston,20,
352,9,Oct 19 1996,Sat,Clemson,28,,(22) Georgia Tech,25,
353,9,Oct 19 1996,Sat,(9) Colorado,20,@,Kansas,7,
354,9,Oct 19 1996,Sat,Colorado State,36,,San Jose State,13,
355,9,Oct 19 1996,Sat,East Carolina,31,@,(12) Miami (FL),6,
356,9,Oct 19 1996,Sat,(1) Florida,51,,(16) Auburn,10,
357,9,Oct 19 1996,Sat,Georgia,13,,Vanderbilt,2,
358,9,Oct 19 1996,Sat,Hawaii,38,,Nevada-Las Vegas,28,
359,9,Oct 19 1996,Sat,Idaho,24,,Nevada,15,
360,9,Oct 19 1996,Sat,Iowa,21,@,(10) Penn State,20,
361,9,Oct 19 1996,Sat,(21) Kansas State,23,@,Texas A&M,20,
362,9,Oct 19 1996,Sat,(17) Louisiana State,41,,Kentucky,14,
363,9,Oct 19 1996,Sat,Louisiana Tech,61,,Toledo,20,
364,9,Oct 19 1996,Sat,Louisiana-Monroe,39,@,Central Florida,38,
365,9,Oct 19 1996,Sat,Louisville,27,,Northern Illinois,3,
366,9,Oct 19 1996,Sat,Maryland,52,,Wake Forest,0,
367,9,Oct 19 1996,Sat,(13) Michigan,27,,Indiana,20,
368,9,Oct 19 1996,Sat,Michigan State,27,@,Minnesota,9,
369,9,Oct 19 1996,Sat,(5) Nebraska,24,@,Texas Tech,10,
370,9,Oct 19 1996,Sat,North Texas,13,,New Mexico State,0,
371,9,Oct 19 1996,Sat,(14) Northwestern,34,@,Wisconsin,30,
372,9,Oct 19 1996,Sat,Ohio,24,@,Kent State,15,
373,9,Oct 19 1996,Sat,(2) Ohio State,42,@,Purdue,14,
374,9,Oct 19 1996,Sat,Oklahoma,28,@,Baylor,24,
375,9,Oct 19 1996,Sat,Oklahoma State,28,,Iowa State,27,
376,9,Oct 19 1996,Sat,Oregon State,26,,Stanford,12,
377,9,Oct 19 1996,Sat,Rice,35,,Southern Methodist,17,
378,9,Oct 19 1996,Sat,San Diego State,48,@,New Mexico,42,
