--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
188,3,Sep 13 2008,Sat,Troy,65,,Alcorn State,0,
189,3,Sep 13 2008,Sat,(22) Utah,58,@,Utah State,10,
190,3,Sep 13 2008,Sat,Vanderbilt,38,,Rice,21,
191,3,Sep 13 2008,Sat,Virginia Tech,20,,Georgia Tech,17,
192,3,Sep 13 2008,Sat,Western Michigan,51,@,Idaho,28,
193,3,Sep 13 2008,Sat,(10) Wisconsin,13,@,(21) Fresno State,10,
194,3,Sep 13 2008,Sat,Wyoming,16,,North Dakota State,13,
195,4,Sep 17 2008,Wed,Louisville,38,,Kansas State,29,
196,4,Sep 18 2008,Thu,Colorado,17,,(21) West Virginia,14,
197,4,Sep 19 2008,Fri,Connecticut,31,,Baylor,28,
198,4,Sep 20 2008,Sat,Akron,22,@,Army,3,
199,4,Sep 20 2008,Sat,(9) Alabama,49,@,Arkansas,14,
200,4,Sep 20 2008,Sat,Alabama-Birmingham,45,,Alabama State,10,
201,4,Sep 20 2008,Sat,Arizona,31,@,UCLA,10,
202,4,Sep 20 2008,Sat,Arkansas State,31,,Middle Tennessee State,14,
203,4,Sep 20 2008,Sat,Ball State,42,@,Indiana,20,
204,4,Sep 20 2008,Sat,Boise State,37,@,(17) Oregon,32,
205,4,Sep 20 2008,Sat,Boston College,34,,Central Florida,7,
206,4,Sep 20 2008,Sat,(14) Brigham Young,44,,Wyoming,0,
207,4,Sep 20 2008,Sat,Cincinnati,45,,Miami (OH),20,
208,4,Sep 20 2008,Sat,(23) Clemson,54,,South Carolina State,0,
209,4,Sep 20 2008,Sat,Colorado State,28,,Houston,25,
210,4,Sep 20 2008,Sat,(4) Florida,30,@,Tennessee,6,
211,4,Sep 20 2008,Sat,(25) Fresno State,55,@,Toledo,54,
212,4,Sep 20 2008,Sat,(3) Georgia,27,@,Arizona State,10,
213,4,Sep 20 2008,Sat,Georgia Tech,38,,Mississippi State,7,
214,4,Sep 20 2008,Sat,(19) Kansas,38,,Sam Houston,14,
215,4,Sep 20 2008,Sat,Louisiana,44,,Kent State,27,
216,4,Sep 20 2008,Sat,(6) Louisiana State,26,@,(10) Auburn,21,
217,4,Sep 20 2008,Sat,Louisiana Tech,41,,Southeastern Louisiana,26,
218,4,Sep 20 2008,Sat,Marshall,34,@,Southern Mississippi,27,
219,4,Sep 20 2008,Sat,Maryland,51,,Eastern Michigan,24,
220,4,Sep 20 2008,Sat,Memphis,31,,Nicholls State,10,
221,4,Sep 20 2008,Sat,Miami (FL),41,@,Texas A&M,23,
222,4,Sep 20 2008,Sat,Michigan State,23,,Notre Dame,7,
223,4,Sep 20 2008,Sat,Minnesota,37,,Florida Atlantic,3,
224,4,Sep 20 2008,Sat,(5) Missouri,42,,Buffalo,21,
225,4,Sep 20 2008,Sat,Navy,23,,Rutgers,21,
226,4,Sep 20 2008,Sat,Nevada-Las Vegas,34,,Iowa State,31,
227,4,Sep 20 2008,Sat,New Mexico State,34,@,Texas-El Paso,33,
228,4,Sep 20 2008,Sat,North Carolina State,30,,(15) East Carolina,24,
229,4,Sep 20 2008,Sat,Northern Illinois,48,,Indiana State,3,
230,4,Sep 20 2008,Sat,Northwestern,16,,Ohio,8,
231,4,Sep 20 2008,Sat,(13) Ohio State,28,,Troy,10,
232,4,Sep 20 2008,Sat,(16) Penn State,45,,Temple,3,
233,4,Sep 20 2008,Sat,Pittsburgh,21,,Iowa,20,
234,4,Sep 20 2008,Sat,Purdue,32,,Central Michigan,25,
235,4,Sep 20 2008,Sat,South Carolina,23,,Wofford,13,
236,4,Sep 20 2008,Sat,(12) South Florida,17,@,Florida International,9,
237,4,Sep 20 2008,Sat,Stanford,23,,San Jose State,10,
238,4,Sep 20 2008,Sat,Syracuse,30,,Northeastern,21,
239,4,Sep 20 2008,Sat,(7) Texas,52,,Rice,10,
240,4,Sep 20 2008,Sat,Texas Christian,48,@,Southern Methodist,7,
241,4,Sep 20 2008,Sat,(11) Texas Tech,56,,Massachusetts,14,
242,4,Sep 20 2008,Sat,Tulane,24,,Louisiana-Monroe,10,
243,4,Sep 20 2008,Sat,Tulsa,56,,New Mexico,14,
244,4,Sep 20 2008,Sat,(20) Utah,30,@,Air Force,23,
245,4,Sep 20 2008,Sat,Utah State,42,,Idaho,17,
246,4,Sep 20 2008,Sat,Vanderbilt,23,@,Mississippi,17,
247,4,Sep 20 2008,Sat,Virginia Tech,20,@,North Carolina,17,
248,4,Sep 20 2008,Sat,(18) Wake Forest,12,@,(24) Florida State,3,
249,4,Sep 20 2008,Sat,Washington State,48,,Portland State,9,
250,4,Sep 20 2008,Sat,Western Kentucky,50,,Murray State,9,
251,4,Sep 20 2008,Sat,Western Michigan,41,,Tennessee Tech,7,
252,5,Sep 25 2008,Thu,Oregon State,27,,(1) Southern California,21,
253,5,Sep 25 2008,Thu,Tulane,34,,Southern Methodist,27,
254,5,Sep 26 2008,Fri,Connecticut,26,@,Louisville,21,
255,5,Sep 27 2008,Sat,(8) Alabama,41,@,(3) Georgia,30,
256,5,Sep 27 2008,Sat,(15) Auburn,14,,Tennessee,12,
257,5,Sep 27 2008,Sat,Ball State,41,,Kent State,20,
258,5,Sep 27 2008,Sat,Boston College,42,,Rhode Island,0,
259,5,Sep 27 2008,Sat,Bowling Green,45,@,Wyoming,16,
260,5,Sep 27 2008,Sat,California,42,,Colorado State,7,
261,5,Sep 27 2008,Sat,Central Michigan,27,,Buffalo,25,
262,5,Sep 27 2008,Sat,Cincinnati,17,@,Akron,15,
263,5,Sep 27 2008,Sat,Duke,31,,Virginia,3,
264,5,Sep 27 2008,Sat,Florida International,35,@,Toledo,16,
265,5,Sep 27 2008,Sat,Florida State,39,,Colorado,21,
266,5,Sep 27 2008,Sat,(25) Fresno State,36,@,UCLA,31,
267,5,Sep 27 2008,Sat,Houston,41,@,(23) East Carolina,24,
268,5,Sep 27 2008,Sat,Kansas State,45,,Louisiana,37,
269,5,Sep 27 2008,Sat,Kentucky,41,,Western Kentucky,3,
270,5,Sep 27 2008,Sat,(5) Louisiana State,34,,Mississippi State,24,
271,5,Sep 27 2008,Sat,Maryland,20,@,(20) Clemson,17,
272,5,Sep 27 2008,Sat,Memphis,29,,Arkansas State,17,
273,5,Sep 27 2008,Sat,Michigan,27,,(9) Wisconsin,25,
274,5,Sep 27 2008,Sat,Michigan State,42,@,Indiana,29,
275,5,Sep 27 2008,Sat,Mississippi,31,@,(4) Florida,30,
276,5,Sep 27 2008,Sat,Navy,24,@,(16) Wake Forest,17,
277,5,Sep 27 2008,Sat,Nevada,49,@,Nevada-Las Vegas,27,
278,5,Sep 27 2008,Sat,New Mexico,35,@,New Mexico State,24,
279,5,Sep 27 2008,Sat,North Carolina,28,@,Miami (FL),24,
280,5,Sep 27 2008,Sat,Northern Illinois,37,@,Eastern Michigan,0,
281,5,Sep 27 2008,Sat,Northwestern,22,@,Iowa,17,
282,5,Sep 27 2008,Sat,Notre Dame,38,,Purdue,21,
283,5,Sep 27 2008,Sat,Ohio,51,,Virginia Military Institute,31,
284,5,Sep 27 2008,Sat,(14) Ohio State,34,,Minnesota,21,
285,5,Sep 27 2008,Sat,(2) Oklahoma,35,,(24) Texas Christian,10,
286,5,Sep 27 2008,Sat,Oklahoma State,55,,Troy,24,
287,5,Sep 27 2008,Sat,Oregon,63,@,Washington State,14,
288,5,Sep 27 2008,Sat,(12) Penn State,38,,(22) Illinois,24,
289,5,Sep 27 2008,Sat,Pittsburgh,34,@,Syracuse,24,
290,5,Sep 27 2008,Sat,Rice,77,,North Texas,20,
291,5,Sep 27 2008,Sat,Rutgers,38,,Morgan State,0,
292,5,Sep 27 2008,Sat,San Diego State,45,,Idaho,17,
293,5,Sep 27 2008,Sat,San Jose State,20,@,Hawaii,17,
294,5,Sep 27 2008,Sat,South Carolina,26,,Alabama-Birmingham,13,
295,5,Sep 27 2008,Sat,(13) South Florida,41,@,North Carolina State,10,
296,5,Sep 27 2008,Sat,Stanford,35,@,Washington,28,
297,5,Sep 27 2008,Sat,(7) Texas,52,,Arkansas,10,
298,5,Sep 27 2008,Sat,Texas A&M,21,,Army,17,
299,5,Sep 27 2008,Sat,Texas-El Paso,58,,Central Florida,13,
300,5,Sep 27 2008,Sat,Tulsa,62,,Central Arkansas,34,
301,5,Sep 27 2008,Sat,(17) Utah,37,,Weber State,21,
302,5,Sep 27 2008,Sat,Virginia Tech,35,@,Nebraska,30,
303,5,Sep 27 2008,Sat,West Virginia,27,,Marshall,3,
304,5,Sep 27 2008,Sat,Western Michigan,7,@,Temple,3,
305,6,Sep 30 2008,Tue,Middle Tennessee State,14,,Florida Atlantic,13,
306,6,Oct 1 2008,Wed,(17) Boise State,38,,Louisiana Tech,3,
307,6,Oct 2 2008,Thu,Memphis,33,@,Alabama-Birmingham,30,
308,6,Oct 2 2008,Thu,Pittsburgh,26,@,(10) South Florida,21,
309,6,Oct 2 2008,Thu,(15) Utah,31,,Oregon State,28,
310,6,Oct 3 2008,Fri,(8) Brigham Young,34,@,Utah State,14,
311,6,Oct 3 2008,Fri,Cincinnati,33,@,Marshall,10,
312,6,Oct 4 2008,Sat,Akron,30,@,Kent State,27,
313,6,Oct 4 2008,Sat,(2) Alabama,17,,Kentucky,14,
314,6,Oct 4 2008,Sat,Arizona,48,,Washington,14,
315,6,Oct 4 2008,Sat,Army,44,@,Tulane,13,
316,6,Oct 4 2008,Sat,Ball State,31,@,Toledo,0,
317,6,Oct 4 2008,Sat,Boston College,38,@,North Carolina State,31,
318,6,Oct 4 2008,Sat,California,24,,Arizona State,14,
319,6,Oct 4 2008,Sat,Central Florida,31,,Southern Methodist,17,
320,6,Oct 4 2008,Sat,Colorado State,41,,Nevada-Las Vegas,28,
321,6,Oct 4 2008,Sat,Eastern Michigan,24,@,Bowling Green,21,
322,6,Oct 4 2008,Sat,(12) Florida,38,@,Arkansas,7,
323,6,Oct 4 2008,Sat,Florida International,42,@,North Texas,10,
324,6,Oct 4 2008,Sat,Florida State,41,@,Miami (FL),39,
325,6,Oct 4 2008,Sat,Georgia Tech,27,,Duke,0,
326,6,Oct 4 2008,Sat,Hawaii,32,@,(22) Fresno State,29,
327,6,Oct 4 2008,Sat,Illinois,45,@,Michigan,20,
328,6,Oct 4 2008,Sat,(16) Kansas,35,@,Iowa State,33,
329,6,Oct 4 2008,Sat,Louisiana,44,@,Louisiana-Monroe,35,
330,6,Oct 4 2008,Sat,Michigan State,16,,Iowa,13,
331,6,Oct 4 2008,Sat,Minnesota,16,,Indiana,7,
332,6,Oct 4 2008,Sat,(4) Missouri,52,@,Nebraska,17,
333,6,Oct 4 2008,Sat,Navy,33,@,Air Force,27,
334,6,Oct 4 2008,Sat,Nevada,49,@,Idaho,14,
335,6,Oct 4 2008,Sat,New Mexico,24,,Wyoming,0,
336,6,Oct 4 2008,Sat,New Mexico State,45,,Alcorn State,10,
337,6,Oct 4 2008,Sat,North Carolina,38,,(24) Connecticut,12,
338,6,Oct 4 2008,Sat,Notre Dame,28,,Stanford,21,
339,6,Oct 4 2008,Sat,(14) Ohio State,20,@,(18) Wisconsin,17,
340,6,Oct 4 2008,Sat,(1) Oklahoma,49,@,Baylor,17,
341,6,Oct 4 2008,Sat,(21) Oklahoma State,56,,Texas A&M,28,
342,6,Oct 4 2008,Sat,(6) Penn State,20,@,Purdue,6,
343,6,Oct 4 2008,Sat,South Carolina,31,@,Mississippi,24,
344,6,Oct 4 2008,Sat,(9) Southern California,44,,(23) Oregon,10,
345,6,Oct 4 2008,Sat,Temple,28,@,Miami (OH),10,
346,6,Oct 4 2008,Sat,Tennessee,13,,Northern Illinois,9,
347,6,Oct 4 2008,Sat,(5) Texas,38,@,Colorado,14,
348,6,Oct 4 2008,Sat,Texas Christian,41,,San Diego State,7,
349,6,Oct 4 2008,Sat,(7) Texas Tech,58,@,Kansas State,28,
350,6,Oct 4 2008,Sat,Texas-El Paso,40,@,Southern Mississippi,37,
351,6,Oct 4 2008,Sat,Tulsa,63,,Rice,28,
352,6,Oct 4 2008,Sat,UCLA,28,,Washington State,3,
353,6,Oct 4 2008,Sat,(19) Vanderbilt,14,,(13) Auburn,13,
354,6,Oct 4 2008,Sat,Virginia,31,,Maryland,0,
355,6,Oct 4 2008,Sat,(20) Virginia Tech,27,,Western Kentucky,13,
356,6,Oct 4 2008,Sat,West Virginia,24,,Rutgers,17,
357,6,Oct 4 2008,Sat,Western Michigan,41,,Ohio,20,
358,7,Oct 7 2008,Tue,Troy,30,@,Florida Atlantic,17,
359,7,Oct 9 2008,Thu,Houston,45,,Alabama-Birmingham,20,
360,7,Oct 9 2008,Thu,(21) Wake Forest,12,,Clemson,7,
361,7,Oct 10 2008,Fri,Louisville,35,@,Memphis,28,
362,7,Oct 11 2008,Sat,Air Force,35,@,San Diego State,10,
363,7,Oct 11 2008,Sat,Arkansas,25,@,(20) Auburn,22,
364,7,Oct 11 2008,Sat,Arkansas State,37,,Louisiana-Monroe,29,
365,7,Oct 11 2008,Sat,Army,17,,Eastern Michigan,13,
366,7,Oct 11 2008,Sat,(25) Ball State,24,@,Western Kentucky,7,
367,7,Oct 11 2008,Sat,Baylor,38,,Iowa State,10,
368,7,Oct 11 2008,Sat,(15) Boise State,24,@,Southern Mississippi,7,
369,7,Oct 11 2008,Sat,Bowling Green,37,@,Akron,33,
370,7,Oct 11 2008,Sat,(9) Brigham Young,21,,New Mexico,3,
371,7,Oct 11 2008,Sat,Central Michigan,24,,Temple,14,
372,7,Oct 11 2008,Sat,Cincinnati,13,,Rutgers,10,
373,7,Oct 11 2008,Sat,(11) Florida,51,,(4) Louisiana State,21,
374,7,Oct 11 2008,Sat,Florida International,31,,Middle Tennessee State,21,
375,7,Oct 11 2008,Sat,Fresno State,45,,Idaho,32,
376,7,Oct 11 2008,Sat,(10) Georgia,26,,Tennessee,14,
377,7,Oct 11 2008,Sat,Georgia Tech,10,,Gardner-Webb,7,
378,7,Oct 11 2008,Sat,Hawaii,24,,Louisiana Tech,14,
