--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
758,15,Dec 5 2008,Fri,Buffalo,42,N,(12) Ball State,24,MAC Championship (Detroit MI)
759,15,Dec 6 2008,Sat,Arizona,31,,Arizona State,10,
760,15,Dec 6 2008,Sat,California,48,,Washington,7,
761,15,Dec 6 2008,Sat,(13) Cincinnati,29,@,Hawaii,24,
762,15,Dec 6 2008,Sat,East Carolina,27,@,Tulsa,24,Conference USA Championship (Tulsa OK)
763,15,Dec 6 2008,Sat,(2) Florida,31,N,(1) Alabama,20,SEC Championship (Atlanta GA)
764,15,Dec 6 2008,Sat,Florida International,27,,Western Kentucky,3,
765,15,Dec 6 2008,Sat,Navy,34,N,Army,0,
766,15,Dec 6 2008,Sat,(4) Oklahoma,62,N,(19) Missouri,21,Big 12 Championship (Kansas City MO)
767,15,Dec 6 2008,Sat,(23) Pittsburgh,34,@,Connecticut,10,
768,15,Dec 6 2008,Sat,(5) Southern California,28,@,UCLA,7,
769,15,Dec 6 2008,Sat,Troy,35,,Arkansas State,9,
770,15,Dec 6 2008,Sat,Virginia Tech,30,N,(18) Boston College,12,ACC Championship (Tampa FL)
771,15,Dec 6 2008,Sat,West Virginia,13,,South Florida,7,
772,16,Dec 20 2008,Sat,Arizona,31,N,(17) Brigham Young,21,Las Vegas Bowl (Las Vegas NV)
773,16,Dec 20 2008,Sat,Colorado State,40,N,Fresno State,35,New Mexico Bowl (Albuquerque NM)
774,16,Dec 20 2008,Sat,South Florida,41,,Memphis,14,St. Petersburg Bowl (St. Petersburg FL)
775,16,Dec 20 2008,Sat,Wake Forest,29,N,Navy,19,EagleBank Bowl (Washington DC)
776,16,Dec 21 2008,Sun,Southern Mississippi,30,N,Troy,27,New Orleans Bowl (New Orleans LA)
777,17,Dec 23 2008,Tue,(11) Texas Christian,17,N,(9) Boise State,16,Poinsettia Bowl (San Diego CA)
778,17,Dec 24 2008,Wed,Notre Dame,49,@,Hawaii,21,Hawaii Bowl (Honolulu HI)
779,17,Dec 26 2008,Fri,Florida Atlantic,24,N,Central Michigan,21,Motor City Bowl (Detroit MI)
780,17,Dec 27 2008,Sat,California,24,,Miami (FL),17,Emerald Bowl (San Francisco CA)
781,17,Dec 27 2008,Sat,Florida State,42,N,Wisconsin,13,Champs Sports Bowl (Orlando FL)
782,17,Dec 27 2008,Sat,West Virginia,31,N,North Carolina,30,Meineke Car Care Bowl (Charlotte NC)
783,17,Dec 28 2008,Sun,Louisiana Tech,17,N,Northern Illinois,10,Independence Bowl (Shreveport LA)
784,18,Dec 29 2008,Mon,(25) Missouri,30,N,(22) Northwestern,23,Alamo Bowl (San Antonio TX)
785,18,Dec 29 2008,Mon,Rutgers,29,N,North Carolina State,23,PapaJohns.com Bowl (Birmingham AL)
786,19,Dec 30 2008,Tue,Maryland,42,N,Nevada,35,Humanitarian Bowl (Boise ID)
787,19,Dec 30 2008,Tue,(15) Oregon,42,N,(13) Oklahoma State,31,Holiday Bowl (San Diego CA)
788,19,Dec 30 2008,Tue,Rice,38,,Western Michigan,14,Texas Bowl (Houston TX)
789,19,Dec 31 2008,Wed,Houston,34,N,Air Force,28,Armed Forces Bowl (Fort Worth TX)
790,19,Dec 31 2008,Wed,Kansas,42,N,Minnesota,21,Insight Bowl (Glendale AZ)
791,19,Dec 31 2008,Wed,Louisiana State,38,@,(14) Georgia Tech,3,Chick-fil-A Bowl (Atlanta GA)
792,19,Dec 31 2008,Wed,(24) Oregon State,3,N,(18) Pittsburgh,0,Sun Bowl (El Paso TX)
793,19,Dec 31 2008,Wed,Vanderbilt,16,,Boston College,14,Music City Bowl (Nashville TN)
794,19,Jan 1 2009,Thu,(16) Georgia,24,N,(19) Michigan State,12,Capital One Bowl (Orlando FL)
795,19,Jan 1 2009,Thu,Iowa,31,N,South Carolina,10,Raymond James Stadium - Tampa Florida
796,19,Jan 1 2009,Thu,Iowa,31,N,South Carolina,10,Outback Bowl (Tampa FL)
797,19,Jan 1 2009,Thu,Nebraska,26,N,Clemson,21,Gator Bowl (Jacksonville FL)
798,19,Jan 1 2009,Thu,(5) Southern California,38,,(6) Penn State,24,Rose Bowl (Pasadena CA)
799,19,Jan 1 2009,Thu,(21) Virginia Tech,20,N,(12) Cincinnati,7,Orange Bowl (Miami FL)
800,19,Jan 2 2009,Fri,Kentucky,25,N,East Carolina,19,Liberty Bowl (Memphis TN)
801,19,Jan 2 2009,Fri,(20) Mississippi,47,N,(8) Texas Tech,34,Cotton Bowl (Dallas TX)
802,19,Jan 2 2009,Fri,(7) Utah,31,N,(4) Alabama,17,Sugar Bowl (New Orleans LA)
803,19,Jan 3 2009,Sat,Connecticut,38,N,Buffalo,20,International Bowl (Toronto Canada)
804,19,Jan 5 2009,Mon,(3) Texas,24,N,(10) Ohio State,21,Fiesta Bowl (Glendale AZ)
805,20,Jan 6 2009,Tue,Tulsa,45,N,(23) Ball State,13,GMAC Bowl (Mobile AL)
806,20,Jan 8 2009,Thu,(1) Florida,24,N,(2) Oklahoma,14,BCS Championship (Miami FL)
