--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Wk,Date,Time,Day,Winner,Pts,,Loser,Pts,Notes
218,4,Sep 14 2019,7:30 PM,Sat,Texas Christian,34,@,Purdue,13,Ross-Ade Stadium - West Lafayette Indiana
219,4,Sep 14 2019,7:00 PM,Sat,Toledo,45,,Murray State,0,Glass Bowl - Toledo Ohio
220,4,Sep 14 2019,8:00 PM,Sat,Tulane,58,,Missouri State,6,Yulman Stadium - New Orleans Louisiana
221,4,Sep 14 2019,4:15 PM,Sat,(11) Utah,31,,Idaho State,0,Rice-Eccles Stadium - Salt Lake City Utah
222,4,Sep 14 2019,7:30 PM,Sat,(25) Virginia,31,,Florida State,24,Scott Stadium - Charlottesville Virginia
223,4,Sep 14 2019,12:00 PM,Sat,Virginia Tech,24,,Furman,17,Lane Stadium - Blacksburg Virginia
224,4,Sep 14 2019,7:30 PM,Sat,(23) Washington,52,,Hawaii,20,Husky Stadium - Seattle Washington
225,4,Sep 14 2019,12:00 PM,Sat,West Virginia,44,,North Carolina State,27,Mountaineer Field at Milan Puskar Stadium - Morgantown West Virginia
226,4,Sep 14 2019,7:00 PM,Sat,Western Michigan,57,,Georgia State,10,Waldo Stadium - Kalamazoo Michigan
227,4,Sep 14 2019,5:00 PM,Sat,Wyoming,21,,Idaho,16,Jonah Field War Memorial Stadium - Laramie Wyoming
228,5,Sep 19 2019,8:00 PM,Thu,Tulane,38,,Houston,31,Yulman Stadium - New Orleans Louisiana
229,5,Sep 20 2019,9:00 PM,Fri,(20) Boise State,30,,Air Force,19,Albertsons Stadium - Boise Idaho
230,5,Sep 20 2019,8:00 PM,Fri,Louisiana Tech,43,,Florida International,31,
231,5,Sep 20 2019,8:00 PM,Fri,Louisiana Tech,43,,Florida International,31,Joe Aillet Stadium - Ruston Louisiana
232,5,Sep 20 2019,9:00 PM,Fri,Southern California,30,,(10) Utah,23,Los Angeles Memorial Coliseum - Los Angeles California
233,5,Sep 21 2019,12:00 PM,Sat,(2) Alabama,49,,Southern Mississippi,7,Bryant-Denny Stadium - Tuscaloosa Alabama
234,5,Sep 21 2019,3:30 PM,Sat,Alabama-Birmingham,35,,South Alabama,3,Legion Field - Birmingham Alabama
235,5,Sep 21 2019,3:30 PM,Sat,Appalachian State,34,@,North Carolina,31,Kenan Memorial Stadium - Chapel Hill North Carolina
236,5,Sep 21 2019,7:00 PM,Sat,Arkansas State,41,,Southern Illinois,28,Centennial Bank Stadium - Jonesboro Arkansas
237,5,Sep 21 2019,12:00 PM,Sat,Army,52,,Morgan State,21,Michie Stadium - West Point New York
238,5,Sep 21 2019,3:30 PM,Sat,(8) Auburn,28,@,(17) Texas A&M,20,Kyle Field - College Station Texas
239,5,Sep 21 2019,7:00 PM,Sat,Baylor,21,@,Rice,13,Rice Stadium - Houston Texas
240,5,Sep 21 2019,12:00 PM,Sat,Boston College,30,@,Rutgers,16,SHI Stadium - Piscataway New Jersey
241,5,Sep 21 2019,3:30 PM,Sat,Buffalo,38,,Temple,22,UB Stadium - Buffalo New York
242,5,Sep 21 2019,12:00 PM,Sat,(23) California,28,@,Mississippi,20,Vaught-Hemingway Stadium - Oxford Mississippi
243,5,Sep 21 2019,7:30 PM,Sat,(1) Clemson,52,,Charlotte,10,Clemson Memorial Stadium - Clemson South Carolina
244,5,Sep 21 2019,1:00 PM,Sat,Coastal Carolina,62,@,Massachusetts,28,Warren McGuirk Alumni Stadium - Amherst Massachusetts
245,5,Sep 21 2019,10:00 PM,Sat,Colorado,34,@,(24) Arizona State,31,Sun Devil Stadium - Tempe Arizona
246,5,Sep 21 2019,6:00 PM,Sat,East Carolina,19,,William & Mary,7,Dowdy-Ficklen Stadium - Greenville North Carolina
247,5,Sep 21 2019,3:00 PM,Sat,Eastern Michigan,34,,Central Connecticut State,29,Rynearson Stadium - Ypsilanti Michigan
248,5,Sep 21 2019,12:00 PM,Sat,(9) Florida,34,,Tennessee,3,Ben Hill Griffin Stadium - Gainesville Florida
249,5,Sep 21 2019,6:00 PM,Sat,Florida Atlantic,42,,Wagner,7,FAU Football Stadium - Boca Raton Florida
250,5,Sep 21 2019,3:30 PM,Sat,Florida State,35,,Louisville,24,Doak Campbell Stadium - Tallahassee Florida
251,5,Sep 21 2019,10:00 PM,Sat,Fresno State,34,,Sacramento State,20,Bulldog Stadium - Fresno California
252,5,Sep 21 2019,8:00 PM,Sat,(3) Georgia,23,,(7) Notre Dame,17,Sanford Stadium - Athens Georgia
253,5,Sep 21 2019,12:00 AM,Sat,Hawaii,35,,Central Arkansas,16,Aloha Stadium - Honolulu Hawaii
254,5,Sep 21 2019,12:00 PM,Sat,Indiana,38,,Connecticut,3,Memorial Stadium "The Rock" - Bloomington Indiana
255,5,Sep 21 2019,12:00 PM,Sat,Iowa State,72,,Louisiana-Monroe,20,Jack Trice Stadium - Ames Iowa
256,5,Sep 21 2019,3:30 PM,Sat,Kent State,62,,Bowling Green,20,Dix Stadium - Kent Ohio
257,5,Sep 21 2019,6:00 PM,Sat,Liberty,62,,Hampton,27,Williams Stadium - Lynchburg Virginia
258,5,Sep 21 2019,2:00 PM,Sat,Louisiana,45,@,Ohio,25,Peden Stadium - Athens Ohio
259,5,Sep 21 2019,12:00 PM,Sat,(4) Louisiana State,66,@,Vanderbilt,38,Vanderbilt Stadium - Nashville Tennessee
260,5,Sep 21 2019,4:00 PM,Sat,Miami (FL),17,,Central Michigan,12,Hard Rock Stadium - Miami Gardens Florida
261,5,Sep 21 2019,12:00 PM,Sat,Michigan State,31,@,Northwestern,10,Ryan Field - Evanston Illinois
262,5,Sep 21 2019,4:00 PM,Sat,Mississippi State,28,,Kentucky,13,Davis Wade Stadium - Starkville Mississippi
263,5,Sep 21 2019,4:00 PM,Sat,Missouri,34,,South Carolina,14,Memorial Stadium/Faurot Field - Columbia Missouri
264,5,Sep 21 2019,8:00 PM,Sat,Nebraska,42,@,Illinois,38,Memorial Stadium - Champaign Illinois
265,5,Sep 21 2019,,Sat,Nevada,37,@,Texas-El Paso,21,Sun Bowl - El Paso Texas
266,5,Sep 21 2019,4:30 PM,Sat,New Mexico,55,,New Mexico State,52,Dreamstyle Stadium - Albuquerque New Mexico
267,5,Sep 21 2019,7:00 PM,Sat,North Carolina State,34,,Ball State,23,Carter-Finley Stadium - Raleigh North Carolina
268,5,Sep 21 2019,7:30 PM,Sat,North Texas,45,,Texas-San Antonio,3,Apogee Stadium - Denton Texas
269,5,Sep 21 2019,3:30 PM,Sat,(6) Ohio State,76,,Miami (OH),5,Ohio Stadium - Columbus Ohio
270,5,Sep 21 2019,10:00 PM,Sat,(16) Oregon,21,@,Stanford,6,Stanford Stadium - Stanford California
271,5,Sep 21 2019,3:30 PM,Sat,Pittsburgh,35,,(15) Central Florida,34,Heinz Field - Pittsburgh Pennsylvania
272,5,Sep 21 2019,7:30 PM,Sat,San Jose State,31,@,Arkansas,24,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas
273,5,Sep 21 2019,3:30 PM,Sat,Southern Methodist,41,@,(25) Texas Christian,38,Amon G. Carter Stadium - Fort Worth Texas
274,5,Sep 21 2019,12:00 PM,Sat,Syracuse,52,,Western Michigan,33,Carrier Dome - Syracuse New York
275,5,Sep 21 2019,7:30 PM,Sat,(12) Texas,36,,Oklahoma State,30,Darrell K Royal-Texas Memorial Stadium - Austin Texas
276,5,Sep 21 2019,7:00 PM,Sat,Texas State,37,,Georgia State,34,Bobcat Stadium - San Marcos Texas
277,5,Sep 21 2019,10:15 PM,Sat,Toledo,41,@,Colorado State,35,Sonny Lubrick Field at Canvas Stadium - Fort Collins Colorado
278,5,Sep 21 2019,3:00 PM,Sat,Troy,35,@,Akron,7,InfoCision Stadium - Akron Ohio
279,5,Sep 21 2019,3:30 PM,Sat,Tulsa,24,,Wyoming,21,Skelly Field at H.A. Chapman Stadium - Tulsa Oklahoma
280,5,Sep 21 2019,10:30 PM,Sat,UCLA,67,@,(19) Washington State,63,Martin Stadium - Pullman Washington
281,5,Sep 21 2019,10:30 PM,Sat,Utah State,23,@,San Diego State,17,SDCCU Stadium - San Diego California
282,5,Sep 21 2019,7:00 PM,Sat,(21) Virginia,28,,Old Dominion,17,Scott Stadium - Charlottesville Virginia
283,5,Sep 21 2019,12:00 PM,Sat,Wake Forest,49,,Elon,7,BB&T Field - Winston-Salem North Carolina
284,5,Sep 21 2019,3:30 PM,Sat,(22) Washington,45,@,Brigham Young,19,LaVell Edwards Stadium - Provo Utah
285,5,Sep 21 2019,4:30 PM,Sat,West Virginia,29,@,Kansas,24,David Booth Kansas Memorial Stadium - Lawrence Kansas
286,5,Sep 21 2019,12:00 PM,Sat,(13) Wisconsin,35,,(11) Michigan,14,Camp Randall Stadium - Madison Wisconsin
287,6,Sep 26 2019,8:00 PM,Thu,Memphis,35,,Navy,23,Liberty Bowl Memorial Stadium - Memphis Tennessee
288,6,Sep 27 2019,9:00 PM,Fri,Air Force,41,,San Jose State,24,Falcon Stadium - Colorado Springs Colorado
289,6,Sep 27 2019,10:30 PM,Fri,Arizona State,24,@,(15) California,17,California Memorial Stadium - Berkeley California
290,6,Sep 27 2019,7:00 PM,Fri,Duke,45,@,Virginia Tech,10,Lane Stadium - Blacksburg Virginia
291,6,Sep 27 2019,8:00 PM,Fri,(12) Penn State,59,@,Maryland,0,Capital One Field at Maryland Stadium - College Park Maryland
292,6,Sep 28 2019,3:30 PM,Sat,(2) Alabama,59,,Mississippi,31,Bryant-Denny Stadium - Tuscaloosa Alabama
293,6,Sep 28 2019,3:30 PM,Sat,Appalachian State,56,,Coastal Carolina,37,Kidd Brewer Stadium - Boone North Carolina
294,6,Sep 28 2019,10:30 PM,Sat,Arizona,20,,UCLA,17,Arizona Stadium - Tucson Arizona
295,6,Sep 28 2019,6:00 PM,Sat,Arkansas State,50,@,Troy,43,Veterans Memorial Stadium - Troy Alabama
296,6,Sep 28 2019,7:00 PM,Sat,(7) Auburn,56,,Mississippi State,23,Jordan-Hare Stadium - Auburn Alabama
297,6,Sep 28 2019,3:30 PM,Sat,Baylor,23,,Iowa State,21,McLane Stadium - Waco Texas
298,6,Sep 28 2019,7:00 PM,Sat,(22) Central Florida,56,,Connecticut,21,Spectrum Stadium - Orlando Florida
299,6,Sep 28 2019,5:00 PM,Sat,Cincinnati,52,@,Marshall,14,Joan C. Edwards Stadium - Huntington West Virginia
300,6,Sep 28 2019,3:30 PM,Sat,(1) Clemson,21,@,North Carolina,20,Kenan Memorial Stadium - Chapel Hill North Carolina
301,6,Sep 28 2019,6:00 PM,Sat,East Carolina,24,@,Old Dominion,21,Foreman Field at S.B. Ballard Stadium - Norfolk Virginia
302,6,Sep 28 2019,4:00 PM,Sat,(9) Florida,38,,Towson,0,Ben Hill Griffin Stadium - Gainesville Florida
303,6,Sep 28 2019,3:30 PM,Sat,Florida Atlantic,45,@,Charlotte,27,Jerry Richardson Stadium - Charlotte North Carolina
304,6,Sep 28 2019,7:30 PM,Sat,Florida State,31,,North Carolina State,13,Doak Campbell Stadium - Tallahassee Florida
305,6,Sep 28 2019,8:00 PM,Sat,Fresno State,30,@,New Mexico State,17,Aggie Memorial Stadium - Las Cruces New Mexico
306,6,Sep 28 2019,10:30 PM,Sat,Hawaii,54,@,Nevada,3,MacKay Stadium - Reno Nevada
307,6,Sep 28 2019,8:00 PM,Sat,Houston,46,@,North Texas,25,Apogee Stadium - Denton Texas
308,6,Sep 28 2019,12:00 PM,Sat,(14) Iowa,48,,Middle Tennessee State,3,Kinnick Stadium - Iowa City Iowa
309,6,Sep 28 2019,6:00 PM,Sat,Liberty,17,,New Mexico,10,Williams Stadium - Lynchburg Virginia
310,6,Sep 28 2019,7:00 PM,Sat,Louisiana,37,@,Georgia Southern,24,Allen E. Paulson Stadium - Statesboro Georgia
311,6,Sep 28 2019,7:00 PM,Sat,Louisiana Tech,23,@,Rice,20,Rice Stadium - Houston Texas
312,6,Sep 28 2019,7:00 PM,Sat,Louisiana-Monroe,30,,South Alabama,17,Malone Stadium - Monroe Louisiana
313,6,Sep 28 2019,3:30 PM,Sat,Massachusetts,37,,Akron,29,Warren McGuirk Alumni Stadium - Amherst Massachusetts
314,6,Sep 28 2019,12:00 PM,Sat,Miami (OH),34,,Buffalo,20,Fred Yager Stadium - Oxford Ohio
315,6,Sep 28 2019,12:00 PM,Sat,(20) Michigan,52,,Rutgers,0,Michigan Stadium - Ann Arbor Michigan
316,6,Sep 28 2019,3:30 PM,Sat,(25) Michigan State,40,,Indiana,31,Spartan Stadium - East Lansing Michigan
317,6,Sep 28 2019,4:30 PM,Sat,Minnesota,38,@,Purdue,31,Ross-Ade Stadium - West Lafayette Indiana
318,6,Sep 28 2019,3:30 PM,Sat,(10) Notre Dame,35,,(18) Virginia,20,Notre Dame Stadium - South Bend Indiana
319,6,Sep 28 2019,7:30 PM,Sat,(5) Ohio State,48,@,Nebraska,7,Memorial Stadium - Lincoln Nebraska
320,6,Sep 28 2019,12:00 PM,Sat,(6) Oklahoma,55,,Texas Tech,16,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
321,6,Sep 28 2019,7:00 PM,Sat,Oklahoma State,26,,(24) Kansas State,13,Boone Pickens Stadium - Stillwater Oklahoma
322,6,Sep 28 2019,12:30 PM,Sat,Pittsburgh,17,,Delaware,14,Heinz Field - Pittsburgh Pennsylvania
323,6,Sep 28 2019,7:30 PM,Sat,South Carolina,24,,Kentucky,7,Williams-Brice Stadium - Columbia South Carolina
324,6,Sep 28 2019,4:00 PM,Sat,Southern Methodist,48,@,South Florida,21,Raymond James Stadium - Tampa Florida
325,6,Sep 28 2019,7:00 PM,Sat,Southern Mississippi,31,,Texas-El Paso,13,M. M. Roberts Stadium - Hattiesburg Mississippi
326,6,Sep 28 2019,7:00 PM,Sat,Stanford,31,@,Oregon State,28,Reser Stadium - Corvallis Oregon
327,6,Sep 28 2019,12:00 PM,Sat,Syracuse,41,,Holy Cross,3,Carrier Dome - Syracuse New York
328,6,Sep 28 2019,3:30 PM,Sat,Temple,24,,Georgia Tech,2,Lincoln Financial Field - Philadelphia Pennsylvania
329,6,Sep 28 2019,12:00 PM,Sat,(23) Texas A&M,31,N,Arkansas,27,AT&T Stadium - Arlington Texas
330,6,Sep 28 2019,12:00 PM,Sat,Texas Christian,51,,Kansas,14,Amon G. Carter Stadium - Fort Worth Texas
331,6,Sep 28 2019,7:00 PM,Sat,Texas State,24,,Nicholls State,3,Bobcat Stadium - San Marcos Texas
332,6,Sep 28 2019,12:00 PM,Sat,Toledo,28,,Brigham Young,21,Glass Bowl - Toledo Ohio
333,6,Sep 28 2019,10:00 PM,Sat,(19) Utah,38,,Washington State,13,Rice-Eccles Stadium - Salt Lake City Utah
334,6,Sep 28 2019,7:30 PM,Sat,Utah State,34,,Colorado State,24,Merlin Olsen Field at Maverik Stadium - Logan Utah
335,6,Sep 28 2019,12:00 PM,Sat,Vanderbilt,24,,Northern Illinois,18,Vanderbilt Stadium - Nashville Tennessee
336,6,Sep 28 2019,3:30 PM,Sat,Wake Forest,27,@,Boston College,24,Alumni Stadium - Chestnut Hill Massachusetts
337,6,Sep 28 2019,3:30 PM,Sat,(17) Washington,28,,(21) Southern California,14,Husky Stadium - Seattle Washington
338,6,Sep 28 2019,7:00 PM,Sat,Western Kentucky,20,,Alabama-Birmingham,13,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky
339,6,Sep 28 2019,12:00 PM,Sat,Western Michigan,31,,Central Michigan,15,Waldo Stadium - Kalamazoo Michigan
340,6,Sep 28 2019,12:00 PM,Sat,(8) Wisconsin,24,,Northwestern,15,Camp Randall Stadium - Madison Wisconsin
341,6,Sep 28 2019,8:00 PM,Sat,Wyoming,53,,Nevada-Las Vegas,17,Jonah Field War Memorial Stadium - Laramie Wyoming
342,7,Oct 3 2019,7:30 PM,Thu,Georgia Southern,20,@,South Alabama,17,Ladd-Peebles Stadium - Mobile Alabama
343,7,Oct 3 2019,8:00 PM,Thu,Temple,27,@,East Carolina,17,Dowdy-Ficklen Stadium - Greenville North Carolina
344,7,Oct 4 2019,8:00 PM,Fri,Cincinnati,27,,(18) Central Florida,24,Nippert Stadium - Cincinnati Ohio
345,7,Oct 4 2019,10:00 PM,Fri,San Jose State,32,,New Mexico,21,CEFCU Stadium - San Jose California
346,7,Oct 5 2019,7:00 PM,Sat,Alabama-Birmingham,35,,Rice,20,Legion Field - Birmingham Alabama
347,7,Oct 5 2019,4:30 PM,Sat,Arizona,35,@,Colorado,30,Folsom Field - Boulder Colorado
348,7,Oct 5 2019,3:30 PM,Sat,Ball State,27,@,Northern Illinois,20,Huskie Stadium - DeKalb Illinois
349,7,Oct 5 2019,3:30 PM,Sat,Baylor,31,@,Kansas State,12,Bill Snyder Family Stadium - Manhattan Kansas
350,7,Oct 5 2019,10:30 PM,Sat,(16) Boise State,38,@,Nevada-Las Vegas,13,Sam Boyd Stadium - Las Vegas Nevada
351,7,Oct 5 2019,3:00 PM,Sat,Central Michigan,42,,Eastern Michigan,16,Kelly/Shorts Stadium - Mount Pleasant Michigan
352,7,Oct 5 2019,4:30 PM,Sat,(10) Florida,24,,(7) Auburn,13,Ben Hill Griffin Stadium - Gainesville Florida
353,7,Oct 5 2019,7:00 PM,Sat,Florida International,44,,Massachusetts,0,Riccardo Silva Stadium - Miami Florida
354,7,Oct 5 2019,7:00 PM,Sat,(3) Georgia,43,@,Tennessee,14,Neyland Stadium - Knoxville Tennessee
355,7,Oct 5 2019,4:30 PM,Sat,Georgia State,52,,Arkansas State,38,Georgia State Stadium - Atlanta Georgia
356,7,Oct 5 2019,2:00 PM,Sat,Iowa State,49,,Texas Christian,24,Jack Trice Stadium - Ames Iowa
357,7,Oct 5 2019,8:00 PM,Sat,Liberty,20,@,New Mexico State,13,Aggie Memorial Stadium - Las Cruces New Mexico
358,7,Oct 5 2019,12:00 PM,Sat,(5) Louisiana State,42,,Utah State,6,Tiger Stadium - Baton Rouge Louisiana
359,7,Oct 5 2019,12:30 PM,Sat,Louisville,41,,Boston College,39,Cardinal Stadium - Louisville Kentucky
360,7,Oct 5 2019,12:00 PM,Sat,Maryland,48,@,Rutgers,7,SHI Stadium - Piscataway New Jersey
361,7,Oct 5 2019,3:45 PM,Sat,Memphis,52,@,Louisiana-Monroe,33,Malone Stadium - Monroe Louisiana
362,7,Oct 5 2019,12:00 PM,Sat,(19) Michigan,10,,(14) Iowa,3,Michigan Stadium - Ann Arbor Michigan
363,7,Oct 5 2019,3:30 PM,Sat,Middle Tennessee State,24,,Marshall,13,Johnny "Red" Floyd Stadium - Murfreesboro Tennessee
364,7,Oct 5 2019,3:30 PM,Sat,Minnesota,40,,Illinois,17,TCF Bank Stadium - Minneapolis Minnesota
365,7,Oct 5 2019,7:30 PM,Sat,Mississippi,31,,Vanderbilt,6,Vaught-Hemingway Stadium - Oxford Mississippi
366,7,Oct 5 2019,4:00 PM,Sat,Missouri,42,,Troy,10,Memorial Stadium/Faurot Field - Columbia Missouri
367,7,Oct 5 2019,3:30 PM,Sat,Navy,34,,Air Force,25,Navy-Marine Corps Memorial Stadium - Annapolis Maryland
368,7,Oct 5 2019,4:00 PM,Sat,Nebraska,13,,Northwestern,10,Memorial Stadium - Lincoln Nebraska
369,7,Oct 5 2019,4:00 PM,Sat,North Carolina,38,@,Georgia Tech,22,Bobby Dodd Stadium - Atlanta Georgia
370,7,Oct 5 2019,3:30 PM,Sat,(9) Notre Dame,52,,Bowling Green,0,Notre Dame Stadium - South Bend Indiana
371,7,Oct 5 2019,3:30 PM,Sat,Ohio,21,@,Buffalo,20,UB Stadium - Buffalo New York
372,7,Oct 5 2019,7:30 PM,Sat,(4) Ohio State,34,,(25) Michigan State,10,Ohio Stadium - Columbus Ohio
373,7,Oct 5 2019,12:00 PM,Sat,(6) Oklahoma,45,@,Kansas,20,David Booth Kansas Memorial Stadium - Lawrence Kansas
374,7,Oct 5 2019,8:00 PM,Sat,(13) Oregon,17,,California,7,Autzen Stadium - Eugene Oregon
375,7,Oct 5 2019,9:00 PM,Sat,Oregon State,48,@,UCLA,31,Rose Bowl - Pasadena California
376,7,Oct 5 2019,12:00 PM,Sat,(12) Penn State,35,,Purdue,7,Beaver Stadium - University Park Pennsylvania
377,7,Oct 5 2019,8:00 PM,Sat,Pittsburgh,33,@,Duke,30,Wallace Wade Stadium - Durham North Carolina
378,7,Oct 5 2019,10:00 PM,Sat,San Diego State,24,@,Colorado State,10,Sonny Lubrick Field at Canvas Stadium - Fort Collins Colorado
379,7,Oct 5 2019,12:00 PM,Sat,South Florida,48,@,Connecticut,22,Pratt & Whitney Stadium at Rentschler Field - East Hartford Connecticut
380,7,Oct 5 2019,7:30 PM,Sat,(24) Southern Methodist,43,,Tulsa,37,Gerald J. Ford Stadium - Dallas Texas
381,7,Oct 5 2019,10:30 PM,Sat,Stanford,23,,(15) Washington,13,Stanford Stadium - Stanford California
382,7,Oct 5 2019,3:30 PM,Sat,(11) Texas,42,@,West Virginia,31,Mountaineer Field at Milan Puskar Stadium - Morgantown West Virginia
383,7,Oct 5 2019,12:00 PM,Sat,Texas Tech,45,,(21) Oklahoma State,35,Jones AT&T Stadium - Lubbock Texas
384,7,Oct 5 2019,8:00 PM,Sat,Texas-San Antonio,26,@,Texas-El Paso,16,Sun Bowl - El Paso Texas
385,7,Oct 5 2019,3:30 PM,Sat,Toledo,31,,Western Michigan,24,Glass Bowl - Toledo Ohio
386,7,Oct 5 2019,12:00 PM,Sat,Tulane,42,@,Army,33,Michie Stadium - West Point New York
387,7,Oct 5 2019,3:30 PM,Sat,Virginia Tech,42,@,Miami (FL),35,Hard Rock Stadium - Miami Gardens Florida
388,7,Oct 5 2019,6:00 PM,Sat,Western Kentucky,20,@,Old Dominion,3,Foreman Field at S.B. Ballard Stadium - Norfolk Virginia
389,7,Oct 5 2019,12:00 PM,Sat,(8) Wisconsin,48,,Kent State,0,Camp Randall Stadium - Madison Wisconsin
390,8,Oct 9 2019,8:00 PM,Wed,Appalachian State,17,@,Louisiana,7,Cajun Field - Lafayette Louisiana
391,8,Oct 10 2019,9:15 PM,Thu,Louisiana-Monroe,24,@,Texas State,14,Bobcat Stadium - San Marcos Texas
392,8,Oct 10 2019,8:00 PM,Thu,North Carolina State,16,,Syracuse,10,Carter-Finley Stadium - Raleigh North Carolina
393,8,Oct 11 2019,8:00 PM,Fri,Colorado State,35,@,New Mexico,21,Dreamstyle Stadium - Albuquerque New Mexico
394,8,Oct 11 2019,8:00 PM,Fri,Miami (FL),17,,(20) Virginia,9,Hard Rock Stadium - Miami Gardens Florida
395,8,Oct 11 2019,10:00 PM,Fri,(13) Oregon,45,,Colorado,3,Autzen Stadium - Eugene Oregon
396,8,Oct 12 2019,7:00 PM,Sat,Air Force,43,,Fresno State,24,Falcon Stadium - Colorado Springs Colorado
397,8,Oct 12 2019,3:30 PM,Sat,(1) Alabama,47,@,(24) Texas A&M,28,Kyle Field - College Station Texas
398,8,Oct 12 2019,6:00 PM,Sat,Alabama-Birmingham,33,@,Texas-San Antonio,14,Alamodome - San Antonio Texas
399,8,Oct 12 2019,3:30 PM,Sat,(18) Arizona State,38,,Washington State,34,Sun Devil Stadium - Tempe Arizona
400,8,Oct 12 2019,2:00 PM,Sat,Ball State,29,@,Eastern Michigan,23,Rynearson Stadium - Ypsilanti Michigan
401,8,Oct 12 2019,4:00 PM,Sat,(22) Baylor,33,,Texas Tech,30,McLane Stadium - Waco Texas
402,8,Oct 12 2019,10:15 PM,Sat,(14) Boise State,59,,Hawaii,37,Albertsons Stadium - Boise Idaho
403,8,Oct 12 2019,12:00 PM,Sat,Bowling Green,20,,Toledo,7,Doyt Perry Stadium - Bowling Green Ohio
404,8,Oct 12 2019,3:00 PM,Sat,Central Michigan,42,,New Mexico State,28,Kelly/Shorts Stadium - Mount Pleasant Michigan
405,8,Oct 12 2019,3:30 PM,Sat,(25) Cincinnati,38,@,Houston,23,TDECU Stadium - Houston Texas
406,8,Oct 12 2019,3:30 PM,Sat,(2) Clemson,45,,Florida State,14,Clemson Memorial Stadium - Clemson South Carolina
407,8,Oct 12 2019,12:30 PM,Sat,Duke,41,,Georgia Tech,23,Wallace Wade Stadium - Durham North Carolina
408,8,Oct 12 2019,4:00 PM,Sat,Florida Atlantic,28,,Middle Tennessee State,13,FAU Football Stadium - Boca Raton Florida
409,8,Oct 12 2019,7:00 PM,Sat,Florida International,48,,Charlotte,23,Riccardo Silva Stadium - Miami Florida
410,8,Oct 12 2019,5:00 PM,Sat,Georgia State,31,@,Coastal Carolina,21,Brooks Stadium - Conway South Carolina
411,8,Oct 12 2019,12:00 PM,Sat,Indiana,35,,Rutgers,0,Memorial Stadium "The Rock" - Bloomington Indiana
412,8,Oct 12 2019,4:00 PM,Sat,Iowa State,38,@,West Virginia,14,Mountaineer Field at Milan Puskar Stadium - Morgantown West Virginia
413,8,Oct 12 2019,3:30 PM,Sat,Kent State,26,@,Akron,3,InfoCision Stadium - Akron Ohio
414,8,Oct 12 2019,7:30 PM,Sat,Kentucky,24,,Arkansas,20,Kroger Field - Lexington Kentucky
415,8,Oct 12 2019,8:00 PM,Sat,(5) Louisiana State,42,,(7) Florida,28,Tiger Stadium - Baton Rouge Louisiana
416,8,Oct 12 2019,7:00 PM,Sat,Louisiana Tech,69,,Massachusetts,21,Joe Aillet Stadium - Ruston Louisiana
417,8,Oct 12 2019,7:30 PM,Sat,Louisville,62,@,(19) Wake Forest,59,BB&T Field - Winston-Salem North Carolina
418,8,Oct 12 2019,2:30 PM,Sat,Marshall,31,,Old Dominion,17,Joan C. Edwards Stadium - Huntington West Virginia
419,8,Oct 12 2019,11:00 AM,Sat,(16) Michigan,42,@,Illinois,25,Memorial Stadium - Champaign Illinois
420,8,Oct 12 2019,7:30 PM,Sat,Minnesota,34,,Nebraska,7,TCF Bank Stadium - Minneapolis Minnesota
421,8,Oct 12 2019,7:00 PM,Sat,Missouri,38,,Mississippi,27,Memorial Stadium/Faurot Field - Columbia Missouri
422,8,Oct 12 2019,7:30 PM,Sat,Navy,45,@,Tulsa,17,Skelly Field at H.A. Chapman Stadium - Tulsa Oklahoma
423,8,Oct 12 2019,4:00 PM,Sat,Nevada,41,,San Jose State,38,MacKay Stadium - Reno Nevada
424,8,Oct 12 2019,4:00 PM,Sat,Nevada-Las Vegas,34,@,Vanderbilt,10,Vanderbilt Stadium - Nashville Tennessee
425,8,Oct 12 2019,3:30 PM,Sat,Northern Illinois,39,@,Ohio,36,Peden Stadium - Athens Ohio
426,8,Oct 12 2019,7:30 PM,Sat,(9) Notre Dame,30,,Southern California,27,Notre Dame Stadium - South Bend Indiana
427,8,Oct 12 2019,12:00 PM,Sat,(6) Oklahoma,34,N,(11) Texas,27,Cotton Bowl - Dallas Texas
428,8,Oct 12 2019,7:30 PM,Sat,(10) Penn State,17,@,(17) Iowa,12,Kinnick Stadium - Iowa City Iowa
429,8,Oct 12 2019,12:00 PM,Sat,Purdue,40,,Maryland,14,Ross-Ade Stadium - West Lafayette Indiana
430,8,Oct 12 2019,10:30 PM,Sat,San Diego State,26,,Wyoming,22,SDCCU Stadium - San Diego California
431,8,Oct 12 2019,12:00 PM,Sat,South Carolina,20,@,(3) Georgia,17,Sanford Stadium - Athens Georgia
432,8,Oct 12 2019,3:30 PM,Sat,South Florida,27,,Brigham Young,23,Raymond James Stadium - Tampa Florida
433,8,Oct 12 2019,7:00 PM,Sat,Southern Mississippi,45,,North Texas,27,M. M. Roberts Stadium - Hattiesburg Mississippi
434,8,Oct 12 2019,12:00 PM,Sat,Temple,30,,(23) Memphis,28,Lincoln Financial Field - Philadelphia Pennsylvania
435,8,Oct 12 2019,12:00 PM,Sat,Tennessee,20,,Mississippi State,10,Neyland Stadium - Knoxville Tennessee
