Date,Season,Type,Round,Team,Opp,HomeAway,PointsFor,PointsAgainst,OT,TeamAPRank,OppAPRank,Notes
2011-09-03,2011,R,,louisiana-monroe,florida-state,A,0,34,0,,6.0,
2011-09-03,2011,R,,hawaii,colorado,H,34,17,0,,,
2011-09-03,2011,R,,colorado,hawaii,A,17,34,0,,,
2011-09-03,2011,R,,houston,ucla,H,38,34,0,,,
2011-09-03,2011,R,,ucla,houston,A,34,38,0,,,
2011-09-03,2011,R,,illinois,arkansas-state,H,33,15,0,,,
2011-09-03,2011,R,,arkansas-state,illinois,A,15,33,0,,,
2011-09-03,2011,R,,iowa,tennessee-tech,H,34,7,0,,,
2011-09-03,2011,R,,tennessee-tech,iowa,A,7,34,0,,,
2011-09-03,2011,R,,iowa-state,northern-iowa,H,20,19,0,,,
2011-09-03,2011,R,,northern-iowa,iowa-state,A,19,20,0,,,
2011-09-03,2011,R,,kansas,mcneese-state,H,42,24,0,,,
2011-09-03,2011,R,,mcneese-state,kansas,A,24,42,0,,,
2011-09-03,2011,R,,kansas-state,eastern-kentucky,H,10,7,0,,,
2011-09-03,2011,R,,eastern-kentucky,kansas-state,A,7,10,0,,,
2011-09-03,2011,R,,louisiana-state,oregon,N,40,27,0,4.0,3.0,
2011-09-03,2011,R,,oregon,louisiana-state,N,27,40,0,3.0,4.0,
2011-09-03,2011,R,,michigan,western-michigan,H,34,10,0,,,
2011-09-03,2011,R,,western-michigan,michigan,A,10,34,0,,,
2011-09-03,2011,R,,missouri,miami-oh,H,17,6,0,21.0,,
2011-09-03,2011,R,,miami-oh,missouri,A,6,17,0,,21.0,
2011-09-03,2011,R,,navy,delaware,H,40,17,0,,,
2011-09-03,2011,R,,delaware,navy,A,17,40,0,,,
2011-09-03,2011,R,,nebraska,chattanooga,H,40,7,0,10.0,,
2011-09-03,2011,R,,chattanooga,nebraska,A,7,40,0,,10.0,
2011-09-03,2011,R,,north-carolina,james-madison,H,42,10,0,,,
2011-09-03,2011,R,,james-madison,north-carolina,A,10,42,0,,,
2011-09-03,2011,R,,north-carolina-state,liberty,H,43,21,0,,,
2011-09-03,2011,R,,liberty,north-carolina-state,A,21,43,0,,,
2011-09-03,2011,R,,northern-illinois,army,H,49,26,0,,,
2011-09-03,2011,R,,army,northern-illinois,A,26,49,0,,,
2011-09-03,2011,R,,northwestern,boston-college,A,24,17,0,,,
2011-09-03,2011,R,,boston-college,northwestern,H,17,24,0,,,
2011-09-03,2011,R,,ohio,new-mexico-state,A,44,24,0,,,
2011-09-03,2011,R,,new-mexico-state,ohio,H,24,44,0,,,
2011-09-03,2011,R,,ohio-state,akron,H,42,0,0,18.0,,
2011-09-03,2011,R,,akron,ohio-state,A,0,42,0,,18.0,
2011-09-03,2011,R,,oklahoma,tulsa,H,47,14,0,1.0,,
2011-09-03,2011,R,,tulsa,oklahoma,A,14,47,0,,1.0,
2011-09-03,2011,R,,oklahoma-state,louisiana,H,61,34,0,9.0,,
2011-09-03,2011,R,,louisiana,oklahoma-state,A,34,61,0,,9.0,
2011-09-03,2011,R,,penn-state,indiana-state,H,41,7,0,,,
2011-09-03,2011,R,,indiana-state,penn-state,A,7,41,0,,,
2011-09-03,2011,R,,pittsburgh,buffalo,H,35,16,0,,,
2011-09-03,2011,R,,buffalo,pittsburgh,A,16,35,0,,,
2011-09-03,2011,R,,purdue,middle-tennessee-state,H,27,24,0,,,
2011-09-03,2011,R,,middle-tennessee-state,purdue,A,24,27,0,,,
2011-09-03,2011,R,,richmond,duke,A,23,21,0,,,
2011-09-03,2011,R,,duke,richmond,H,21,23,0,,,
2011-09-03,2011,R,,sacramento-state,oregon-state,A,29,28,0,,,
2011-09-03,2011,R,,oregon-state,sacramento-state,H,28,29,0,,,
2011-09-03,2011,R,,san-diego-state,cal-poly,H,49,21,0,,,
2011-09-03,2011,R,,cal-poly,san-diego-state,A,21,49,0,,,
2011-09-03,2011,R,,south-carolina,east-carolina,N,56,37,0,12.0,,
2011-09-03,2011,R,,east-carolina,south-carolina,N,37,56,0,,12.0,
2011-09-03,2011,R,,south-florida,notre-dame,A,23,20,0,,16.0,
2011-09-03,2011,R,,notre-dame,south-florida,H,20,23,0,16.0,,
2011-09-03,2011,R,,southern-california,minnesota,H,19,17,0,25.0,,
2011-09-03,2011,R,,minnesota,southern-california,A,17,19,0,,25.0,
2011-09-03,2011,R,,southern-mississippi,louisiana-tech,H,19,17,0,,,
2011-09-03,2011,R,,louisiana-tech,southern-mississippi,A,17,19,0,,,
2011-09-03,2011,R,,stanford,san-jose-state,H,57,3,0,7.0,,
2011-09-03,2011,R,,san-jose-state,stanford,A,3,57,0,,7.0,
2011-09-03,2011,R,,tennessee,montana,H,42,16,0,,,
2011-09-03,2011,R,,montana,tennessee,A,16,42,0,,,
2011-09-03,2011,R,,texas,rice,H,34,9,0,,,
2011-09-03,2011,R,,rice,texas,A,9,34,0,,,
2011-09-03,2011,R,,texas-tech,texas-state,H,50,10,0,,,
2011-09-03,2011,R,,texas-state,texas-tech,A,10,50,0,,,
2011-09-03,2011,R,,texas-el-paso,stony-brook,H,31,24,0,,,
2011-09-03,2011,R,,stony-brook,texas-el-paso,A,24,31,0,,,
2011-09-03,2011,R,,tulane,southeastern-louisiana,H,47,33,0,,,
2011-09-03,2011,R,,southeastern-louisiana,tulane,A,33,47,0,,,
2011-09-03,2011,R,,vanderbilt,elon,H,45,14,0,,,
2011-09-03,2011,R,,elon,vanderbilt,A,14,45,0,,,
2011-09-03,2011,R,,virginia,william-mary,H,40,3,0,,,
2011-09-03,2011,R,,william-mary,virginia,A,3,40,0,,,
2011-09-03,2011,R,,virginia-tech,appalachian-state,H,66,13,0,13.0,,
2011-09-03,2011,R,,appalachian-state,virginia-tech,A,13,66,0,,13.0,
2011-09-03,2011,R,,washington,eastern-washington,H,30,27,0,,,
2011-09-03,2011,R,,eastern-washington,washington,A,27,30,0,,,
2011-09-03,2011,R,,washington-state,idaho-state,H,64,21,0,,,
2011-09-03,2011,R,,idaho-state,washington-state,A,21,64,0,,,
2011-09-03,2011,R,,wyoming,weber-state,H,35,32,0,,,
2011-09-03,2011,R,,weber-state,wyoming,A,32,35,0,,,
2011-09-04,2011,R,,eastern-michigan,howard,H,41,9,0,,,
2011-09-04,2011,R,,howard,eastern-michigan,A,9,41,0,,,
2011-09-04,2011,R,,texas-a-m,southern-methodist,H,46,14,0,8.0,,
2011-09-04,2011,R,,southern-methodist,texas-a-m,A,14,46,0,,8.0,
2011-09-04,2011,R,,west-virginia,marshall,H,34,13,0,24.0,,
2011-09-04,2011,R,,marshall,west-virginia,A,13,34,0,,24.0,
2011-09-05,2011,R,,maryland,miami-fl,H,32,24,0,,,
2011-09-05,2011,R,,miami-fl,maryland,A,24,32,0,,,
2011-09-08,2011,R,,oklahoma-state,arizona,H,37,14,0,9.0,,
2011-09-08,2011,R,,arizona,oklahoma-state,A,14,37,0,,9.0,
2011-09-09,2011,R,,arizona-state,missouri,H,37,30,0,,21.0,
2011-09-09,2011,R,,missouri,arizona-state,A,30,37,0,21.0,,
2011-09-09,2011,R,,florida-international,louisville,A,24,17,0,,,
2011-09-09,2011,R,,louisville,florida-international,H,17,24,0,,,
2011-09-10,2011,R,,alabama,penn-state,A,27,11,0,3.0,23.0,
2011-09-10,2011,R,,penn-state,alabama,H,11,27,0,23.0,3.0,
2011-09-10,2011,R,,arkansas,new-mexico,H,52,3,0,14.0,,
2011-09-10,2011,R,,new-mexico,arkansas,A,3,52,0,,14.0,
2011-09-10,2011,R,,arkansas-state,memphis,H,47,3,0,,,
2011-09-10,2011,R,,memphis,arkansas-state,A,3,47,0,,,
2011-09-10,2011,R,,auburn,mississippi-state,H,41,34,0,,16.0,
2011-09-10,2011,R,,mississippi-state,auburn,A,34,41,0,16.0,,
2011-09-10,2011,R,,bowling-green,morgan-state,H,58,13,0,,,
2011-09-10,2011,R,,morgan-state,bowling-green,A,13,58,0,,,
2011-09-10,2011,R,,buffalo,stony-brook,H,35,7,0,,,
2011-09-10,2011,R,,stony-brook,buffalo,A,7,35,0,,,
2011-09-10,2011,R,,california,colorado,A,36,33,0,,,
2011-09-10,2011,R,,colorado,california,H,33,36,0,,,
2011-09-10,2011,R,,central-florida,boston-college,H,30,3,0,,,
2011-09-10,2011,R,,boston-college,central-florida,A,3,30,0,,,
2011-09-10,2011,R,,clemson,wofford,H,35,27,0,,,
2011-09-10,2011,R,,wofford,clemson,A,27,35,0,,,
2011-09-10,2011,R,,colorado-state,northern-colorado,H,33,14,0,,,
2011-09-10,2011,R,,northern-colorado,colorado-state,A,14,33,0,,,
2011-09-10,2011,R,,eastern-michigan,alabama-state,H,14,7,0,,,
2011-09-10,2011,R,,alabama-state,eastern-michigan,A,7,14,0,,,
2011-09-10,2011,R,,florida,alabama-birmingham,H,39,0,0,18.0,,
2011-09-10,2011,R,,alabama-birmingham,florida,A,0,39,0,,18.0,
2011-09-10,2011,R,,florida-state,charleston-southern,H,62,10,0,5.0,,
2011-09-10,2011,R,,charleston-southern,florida-state,A,10,62,0,,5.0,
2011-09-10,2011,R,,georgia-tech,middle-tennessee-state,A,49,21,0,,,
2011-09-10,2011,R,,middle-tennessee-state,georgia-tech,H,21,49,0,,,
2011-09-10,2011,R,,houston,north-texas,A,48,23,0,,,
2011-09-10,2011,R,,north-texas,houston,H,23,48,0,,,
2011-09-10,2011,R,,idaho,north-dakota,H,44,14,0,,,
2011-09-10,2011,R,,north-dakota,idaho,A,14,44,0,,,
2011-09-10,2011,R,,illinois,south-dakota-state,H,56,3,0,,,
2011-09-10,2011,R,,south-dakota-state,illinois,A,3,56,0,,,
2011-09-10,2011,R,,iowa-state,iowa,H,44,41,0,,,
2011-09-10,2011,R,,iowa,iowa-state,A,41,44,0,,,
2011-09-10,2011,R,,kansas,northern-illinois,H,45,42,0,,,
2011-09-10,2011,R,,northern-illinois,kansas,A,42,45,0,,,
2011-09-10,2011,R,,kentucky,central-michigan,H,27,13,0,,,
2011-09-10,2011,R,,central-michigan,kentucky,A,13,27,0,,,
2011-09-10,2011,R,,louisiana,kent-state,A,20,12,0,,,
2011-09-10,2011,R,,kent-state,louisiana,H,12,20,0,,,
2011-09-10,2011,R,,louisiana-state,northwestern-state,H,49,3,0,2.0,,
2011-09-10,2011,R,,northwestern-state,louisiana-state,A,3,49,0,,2.0,
2011-09-10,2011,R,,louisiana-tech,central-arkansas,H,48,42,0,,,
2011-09-10,2011,R,,central-arkansas,louisiana-tech,A,42,48,0,,,
2011-09-10,2011,R,,louisiana-monroe,grambling-state,H,35,7,0,,,
2011-09-10,2011,R,,grambling-state,louisiana-monroe,A,7,35,0,,,
2011-09-10,2011,R,,marshall,southern-mississippi,H,26,20,0,,,
2011-09-10,2011,R,,southern-mississippi,marshall,A,20,26,0,,,
2011-09-10,2011,R,,michigan,notre-dame,H,35,31,0,,,
2011-09-10,2011,R,,notre-dame,michigan,A,31,35,0,,,
2011-09-10,2011,R,,michigan-state,florida-atlantic,H,44,0,0,17.0,,
2011-09-10,2011,R,,florida-atlantic,michigan-state,A,0,44,0,,17.0,
2011-09-10,2011,R,,mississippi,southern-illinois,H,42,24,0,,,
2011-09-10,2011,R,,southern-illinois,mississippi,A,24,42,0,,,
2011-09-10,2011,R,,navy,western-kentucky,A,40,14,0,,,
2011-09-10,2011,R,,western-kentucky,navy,H,14,40,0,,,
2011-09-10,2011,R,,nebraska,fresno-state,H,42,29,0,10.0,,
2011-09-10,2011,R,,fresno-state,nebraska,A,29,42,0,,10.0,
2011-09-10,2011,R,,new-mexico-state,minnesota,A,28,21,0,,,
2011-09-10,2011,R,,minnesota,new-mexico-state,H,21,28,0,,,
2011-09-10,2011,R,,north-carolina,rutgers,H,24,22,0,,,
2011-09-10,2011,R,,rutgers,north-carolina,A,22,24,0,,,
2011-09-10,2011,R,,northwestern,eastern-illinois,H,42,21,0,,,
2011-09-10,2011,R,,eastern-illinois,northwestern,A,21,42,0,,,
2011-09-10,2011,R,,ohio,gardner-webb,H,30,3,0,,,
2011-09-10,2011,R,,gardner-webb,ohio,A,3,30,0,,,
2011-09-10,2011,R,,ohio-state,toledo,H,27,22,0,15.0,,
2011-09-10,2011,R,,toledo,ohio-state,A,22,27,0,,15.0,
2011-09-10,2011,R,,oregon,nevada,H,69,20,0,13.0,,
2011-09-10,2011,R,,nevada,oregon,A,20,69,0,,13.0,
2011-09-10,2011,R,,pittsburgh,maine,H,35,29,0,,,
2011-09-10,2011,R,,maine,pittsburgh,A,29,35,0,,,
2011-09-10,2011,R,,rice,purdue,H,24,22,0,,,
2011-09-10,2011,R,,purdue,rice,A,22,24,0,,,
2011-09-10,2011,R,,san-diego-state,army,A,23,20,0,,,
2011-09-10,2011,R,,army,san-diego-state,H,20,23,0,,,
2011-09-10,2011,R,,south-carolina,georgia,A,45,42,0,12.0,,
2011-09-10,2011,R,,georgia,south-carolina,H,42,45,0,,12.0,
2011-09-10,2011,R,,south-florida,ball-state,H,37,7,0,22.0,,
2011-09-10,2011,R,,ball-state,south-florida,A,7,37,0,,22.0,
2011-09-10,2011,R,,southern-california,utah,H,23,14,0,,,
2011-09-10,2011,R,,utah,southern-california,A,14,23,0,,,
2011-09-10,2011,R,,southern-methodist,texas-el-paso,H,28,17,0,,,
2011-09-10,2011,R,,texas-el-paso,southern-methodist,A,17,28,0,,,
2011-09-10,2011,R,,stanford,duke,A,44,14,0,6.0,,
2011-09-10,2011,R,,duke,stanford,H,14,44,0,,6.0,
2011-09-10,2011,R,,syracuse,rhode-island,H,21,14,0,,,
2011-09-10,2011,R,,rhode-island,syracuse,A,14,21,0,,,
2011-09-10,2011,R,,temple,akron,A,41,3,0,,,
2011-09-10,2011,R,,akron,temple,H,3,41,0,,,
2011-09-10,2011,R,,tennessee,cincinnati,H,45,23,0,,,
2011-09-10,2011,R,,cincinnati,tennessee,A,23,45,0,,,
2011-09-10,2011,R,,texas,brigham-young,H,17,16,0,24.0,,
2011-09-10,2011,R,,brigham-young,texas,A,16,17,0,,24.0,
2011-09-10,2011,R,,texas-christian,air-force,A,35,19,0,25.0,,
2011-09-10,2011,R,,air-force,texas-christian,H,19,35,0,,25.0,
2011-09-10,2011,R,,tulsa,tulane,A,31,3,0,,,
2011-09-10,2011,R,,tulane,tulsa,H,3,31,0,,,
2011-09-10,2011,R,,ucla,san-jose-state,H,27,17,0,,,
2011-09-10,2011,R,,san-jose-state,ucla,A,17,27,0,,,
2011-09-10,2011,R,,utah-state,weber-state,H,54,17,0,,,
2011-09-10,2011,R,,weber-state,utah-state,A,17,54,0,,,
2011-09-10,2011,R,,vanderbilt,connecticut,H,24,21,0,,,
2011-09-10,2011,R,,connecticut,vanderbilt,A,21,24,0,,,
2011-09-10,2011,R,,virginia,indiana,A,34,31,0,,,
2011-09-10,2011,R,,indiana,virginia,H,31,34,0,,,
2011-09-10,2011,R,,virginia-tech,east-carolina,A,17,10,0,11.0,,
2011-09-10,2011,R,,east-carolina,virginia-tech,H,10,17,0,,11.0,
2011-09-10,2011,R,,wake-forest,north-carolina-state,H,34,27,0,,,
2011-09-10,2011,R,,north-carolina-state,wake-forest,A,27,34,0,,,
2011-09-10,2011,R,,washington,hawaii,H,40,32,0,,,
2011-09-10,2011,R,,hawaii,washington,A,32,40,0,,,
2011-09-10,2011,R,,washington-state,nevada-las-vegas,H,59,7,0,,,
2011-09-10,2011,R,,nevada-las-vegas,washington-state,A,7,59,0,,,
2011-09-10,2011,R,,west-virginia,norfolk-state,H,55,12,0,19.0,,
2011-09-10,2011,R,,norfolk-state,west-virginia,A,12,55,0,,19.0,
2011-09-10,2011,R,,western-michigan,nicholls-state,H,38,7,0,,,
2011-09-10,2011,R,,nicholls-state,western-michigan,A,7,38,0,,,
2011-09-10,2011,R,,wisconsin,oregon-state,H,35,0,0,8.0,,
2011-09-10,2011,R,,oregon-state,wisconsin,A,0,35,0,,8.0,
2011-09-10,2011,R,,wyoming,texas-state,H,45,10,0,,,
2011-09-10,2011,R,,texas-state,wyoming,A,10,45,0,,,
2011-09-15,2011,R,,louisiana-state,mississippi-state,A,19,6,0,3.0,25.0,
2011-09-15,2011,R,,mississippi-state,louisiana-state,H,6,19,0,25.0,3.0,
2011-09-16,2011,R,,boise-state,toledo,A,40,15,0,4.0,,
2011-09-16,2011,R,,toledo,boise-state,H,15,40,0,,4.0,
2011-09-16,2011,R,,iowa-state,connecticut,A,24,20,0,,,
2011-09-16,2011,R,,connecticut,iowa-state,H,20,24,0,,,
2011-09-17,2011,R,,alabama,north-texas,H,41,0,0,2.0,,
2011-09-17,2011,R,,north-texas,alabama,A,0,41,0,,2.0,
2011-09-17,2011,R,,arkansas,troy,H,38,28,0,14.0,,
2011-09-17,2011,R,,troy,arkansas,A,28,38,0,,14.0,
2011-09-17,2011,R,,army,northwestern,H,21,14,0,,,
2011-09-17,2011,R,,northwestern,army,A,14,21,0,,,
2011-09-17,2011,R,,ball-state,buffalo,H,28,25,0,,,
2011-09-17,2011,R,,buffalo,ball-state,A,25,28,0,,,
2011-09-17,2011,R,,baylor,stephen-f-austin,H,48,0,0,19.0,,
2011-09-17,2011,R,,stephen-f-austin,baylor,A,0,48,0,,19.0,
2011-09-17,2011,R,,california,presbyterian,H,63,12,0,,,
2011-09-17,2011,R,,presbyterian,california,A,12,63,0,,,
2011-09-17,2011,R,,cincinnati,akron,H,59,14,0,,,
2011-09-17,2011,R,,akron,cincinnati,A,14,59,0,,,
2011-09-17,2011,R,,clemson,auburn,H,38,24,0,,21.0,
2011-09-17,2011,R,,auburn,clemson,A,24,38,0,21.0,,
2011-09-17,2011,R,,colorado,colorado-state,N,28,14,0,,,
2011-09-17,2011,R,,colorado-state,colorado,N,14,28,0,,,
2011-09-17,2011,R,,duke,boston-college,A,20,19,0,,,
2011-09-17,2011,R,,boston-college,duke,H,19,20,0,,,
2011-09-17,2011,R,,florida,tennessee,H,33,23,0,16.0,,
2011-09-17,2011,R,,tennessee,florida,A,23,33,0,,16.0,
2011-09-17,2011,R,,florida-international,central-florida,H,17,10,0,,,
2011-09-17,2011,R,,central-florida,florida-international,A,10,17,0,,,
2011-09-17,2011,R,,fresno-state,north-dakota,H,27,22,0,,,
2011-09-17,2011,R,,north-dakota,fresno-state,A,22,27,0,,,
2011-09-17,2011,R,,georgia,coastal-carolina,H,59,0,0,,,
2011-09-17,2011,R,,coastal-carolina,georgia,A,0,59,0,,,
2011-09-17,2011,R,,georgia-tech,kansas,H,66,24,0,,,
2011-09-17,2011,R,,kansas,georgia-tech,A,24,66,0,,,
2011-09-17,2011,R,,houston,louisiana-tech,A,35,34,0,,,
2011-09-17,2011,R,,louisiana-tech,houston,H,34,35,0,,,
2011-09-17,2011,R,,illinois,arizona-state,H,17,14,0,,22.0,
2011-09-17,2011,R,,arizona-state,illinois,A,14,17,0,22.0,,
2011-09-17,2011,R,,indiana,south-carolina-state,H,38,21,0,,,
2011-09-17,2011,R,,south-carolina-state,indiana,A,21,38,0,,,
2011-09-17,2011,R,,indiana-state,western-kentucky,A,44,16,0,,,
2011-09-17,2011,R,,western-kentucky,indiana-state,H,16,44,0,,,
2011-09-17,2011,R,,iowa,pittsburgh,H,31,27,0,,,
2011-09-17,2011,R,,pittsburgh,iowa,A,27,31,0,,,
2011-09-17,2011,R,,kansas-state,kent-state,H,37,0,0,,,
2011-09-17,2011,R,,kent-state,kansas-state,A,0,37,0,,,
2011-09-17,2011,R,,louisiana,nicholls-state,H,38,21,0,,,
2011-09-17,2011,R,,nicholls-state,louisiana,A,21,38,0,,,
2011-09-17,2011,R,,louisville,kentucky,A,24,17,0,,,
2011-09-17,2011,R,,kentucky,louisville,H,17,24,0,,,
2011-09-17,2011,R,,memphis,austin-peay,H,27,6,0,,,
2011-09-17,2011,R,,austin-peay,memphis,A,6,27,0,,,
2011-09-17,2011,R,,miami-fl,ohio-state,H,24,6,0,,17.0,
2011-09-17,2011,R,,ohio-state,miami-fl,A,6,24,0,17.0,,
2011-09-17,2011,R,,michigan,eastern-michigan,H,31,3,0,,,
2011-09-17,2011,R,,eastern-michigan,michigan,A,3,31,0,,,
2011-09-17,2011,R,,minnesota,miami-oh,H,29,23,0,,,
2011-09-17,2011,R,,miami-oh,minnesota,A,23,29,0,,,
2011-09-17,2011,R,,missouri,western-illinois,H,69,0,0,,,
2011-09-17,2011,R,,western-illinois,missouri,A,0,69,0,,,
2011-09-17,2011,R,,nebraska,washington,H,51,38,0,11.0,,
2011-09-17,2011,R,,washington,nebraska,A,38,51,0,,11.0,
2011-09-17,2011,R,,nevada,san-jose-state,A,17,14,0,,,
2011-09-17,2011,R,,san-jose-state,nevada,H,14,17,0,,,
2011-09-17,2011,R,,nevada-las-vegas,hawaii,H,40,20,0,,,
2011-09-17,2011,R,,hawaii,nevada-las-vegas,A,20,40,0,,,
2011-09-17,2011,R,,north-carolina,virginia,H,28,17,0,,,
2011-09-17,2011,R,,virginia,north-carolina,A,17,28,0,,,
2011-09-17,2011,R,,north-carolina-state,south-alabama,H,35,13,0,,,
2011-09-17,2011,R,,south-alabama,north-carolina-state,A,13,35,0,,,
2011-09-17,2011,R,,notre-dame,michigan-state,H,31,13,0,,15.0,
2011-09-17,2011,R,,michigan-state,notre-dame,A,13,31,0,15.0,,
2011-09-17,2011,R,,ohio,marshall,H,44,7,0,,,
2011-09-17,2011,R,,marshall,ohio,A,7,44,0,,,
2011-09-17,2011,R,,oklahoma,florida-state,A,23,13,0,1.0,5.0,
2011-09-17,2011,R,,florida-state,oklahoma,H,13,23,0,5.0,1.0,
2011-09-17,2011,R,,oklahoma-state,tulsa,A,59,33,0,8.0,,
2011-09-17,2011,R,,tulsa,oklahoma-state,H,33,59,0,,8.0,
2011-09-17,2011,R,,oregon,missouri-state,H,56,7,0,12.0,,
2011-09-17,2011,R,,missouri-state,oregon,A,7,56,0,,12.0,
2011-09-17,2011,R,,penn-state,temple,A,14,10,0,,,
2011-09-17,2011,R,,temple,penn-state,H,10,14,0,,,
2011-09-17,2011,R,,purdue,southeast-missouri-state,H,59,0,0,,,
2011-09-17,2011,R,,southeast-missouri-state,purdue,A,0,59,0,,,
2011-09-17,2011,R,,san-diego-state,washington-state,H,42,24,0,,,
2011-09-17,2011,R,,washington-state,san-diego-state,A,24,42,0,,,
2011-09-17,2011,R,,south-carolina,navy,H,24,21,0,10.0,,
2011-09-17,2011,R,,navy,south-carolina,A,21,24,0,,10.0,
2011-09-17,2011,R,,south-florida,florida-a-m,H,70,17,0,20.0,,
2011-09-17,2011,R,,florida-a-m,south-florida,A,17,70,0,,20.0,
2011-09-17,2011,R,,southern-california,syracuse,H,38,17,0,,,
2011-09-17,2011,R,,syracuse,southern-california,A,17,38,0,,,
2011-09-17,2011,R,,southern-methodist,northwestern-state,H,40,7,0,,,
2011-09-17,2011,R,,northwestern-state,southern-methodist,A,7,40,0,,,
2011-09-17,2011,R,,southern-mississippi,southeastern-louisiana,H,52,6,0,,,
2011-09-17,2011,R,,southeastern-louisiana,southern-mississippi,A,6,52,0,,,
2011-09-17,2011,R,,stanford,arizona,A,37,10,0,6.0,,
2011-09-17,2011,R,,arizona,stanford,H,10,37,0,,6.0,
